ds,Summe produzierte Energie Regelblock Schweiz Total energy production Swiss controlblock - kWh,Vertikale Einspeisung ins Übertragungsnetz Schweiz Grid feed-in Swiss transmission grid - kWh,Produktion Kanton AG Production Canton AG - kWh,Produktion Kanton FR Production Canton FR - kWh,Produktion Kanton GL Production Canton GL - kWh,Produktion Kanton GR Production Canton GR - kWh,Produktion Kanton LU Production Canton LU - kWh,Produktion Kanton NE Production Canton NE - kWh,Produktion Kanton SO Production Canton SO - kWh,Produktion Kanton SG Production Canton SG - kWh,Produktion Kanton TI Production Canton TI - kWh,Produktion Kanton TG Production Canton TG - kWh,Produktion Kanton VS Production Canton VS - kWh,"Produktion Kantone AI, AR Production Cantons AI, AR - kWh","Produktion Kantone BL, BS Production Cantons BL, BS - kWh","Produktion Kantone BE, JU Production Cantons BE, JU - kWh","Produktion Kantone SZ, ZG Production Cantons SZ, ZG - kWh","Produktion Kantone OW, NW, UR Production Cantons OW, NW, UR - kWh","Produktion Kantone GE, VD Production Cantons GE, VD - kWh","Produktion Kantone SH, ZH Production Cantons SH, ZH - kWh",Produktion Kantonsübergreifend Production across Cantons - kWh,Produktion Regelzone CH - Ausländische Gebiete Production control area CH - foreign territories - kWh
2026-01-01 03:15:00,972062.594,1553380.453207,505264.95599999995,6803.426,3274.635,113321.655,7742.053000000001,186.357,5537.268999999999,9016.747800000001,33143.567,2758.9080000000017,100842.74599999998,551.8692,15288.6,49317.738,5270.028,9030.517,20653.887,19584.589999999997,61716.21,2756.835
2026-01-01 03:30:00,952022.7860000001,1540630.453207,505446.15200000006,6824.056,3348.345,111257.61099999993,7708.082,204.445,5501.502,8984.210200000001,32080.328,3244.8830000000007,87927.56500000002,540.3428,14743.899999999998,45137.82399999999,5133.236,8715.417000000001,21033.405,19437.678000000004,62031.64,2722.1639999999998
2026-01-01 03:45:00,944082.9599999998,1537820.453207,505280.23099999997,6744.7119999999995,3343.5780000000004,116600.67399999997,7677.343999999999,177.62199999999999,5475.628999999999,8733.970399999998,30623.374999999993,2612.3880000000017,79441.31700000001,482.4986,14560.351999999999,43711.008,4908.294000000001,8652.726,21066.847999999998,19531.843,61820.054,2638.496
2026-01-01 04:00:00,944340.012,1553160.453207,505184.9049999999,6514.623,3275.656,110954.00799999997,7703.2660000000005,199.15800000000002,5443.816,8548.2288,19710.694999999992,2530.606,81906.99099999995,487.2902,15055.619999999999,57897.32899999998,4720.0070000000005,8894.828,22781.729,19525.485,60265.717,2740.054
2026-01-01 04:15:00,927334.6320000001,1545176.7871859998,505195.68699999974,6288.566,3241.723,104538.76499999998,7673.801,193.88899999999998,5434.455999999998,8574.395599999998,18615.33,2566.9130000000005,78215.43499999998,479.63840000000005,15809.380000000001,51231.44699999997,4525.801,8964.568,23002.213000000003,19184.956000000006,60702.877,2894.791
2026-01-01 04:30:00,920467.459,1542267.453207,505437.4009999999,6334.683,3265.5769999999993,98434.99699999996,7924.691000000001,180.617,5441.317999999999,8496.995,18895.757,2576.3099999999995,80123.239,482.3620000000001,16593.626,45623.11399999996,4386.575,9058.8,23234.053999999996,19461.781000000003,61585.484,2930.078
2026-01-01 04:45:00,929255.449,1540358.1202069998,505312.9979999995,6310.899,3273.8640000000005,99921.216,7904.022999999999,189.87099999999998,5435.644999999999,8722.549200000003,20564.643,2591.2479999999996,76617.43400000002,483.8148000000001,17432.888000000003,54029.64999999999,4337.227000000001,8973.479,23377.749,19424.211000000007,61398.229,2953.811
2026-01-01 05:00:00,1012684.4839999999,1518847.453207,504085.11899999983,6246.426,3333.0989999999997,108668.46299999999,8117.36,190.37199999999999,5424.388999999999,8328.61,26944.339,2412.3640000000005,150811.09999999995,480.86100000000005,17241.72,52781.16999999999,4314.584,9729.535,21571.552000000003,19368.11,59580.496,3054.815
2026-01-01 05:15:00,1004473.1770000001,1522586.7872069997,504150.9249999999,6301.786999999999,3236.7859999999996,103632.40199999994,7215.5509999999995,184.96,4955.949,7734.545999999999,28633.813000000006,2415.4680000000003,148421.2259999999,442.397,16896.023,53534.763,4328.237999999999,9061.743000000002,21952.457000000002,19463.18,58856.722,3054.241
2026-01-01 05:30:00,980355.546,1502066.1202069998,504543.5679999999,6167.627,3538.576,103902.30600000003,8112.674000000001,181.08700000000002,4786.149,8423.0336,29570.924000000003,2360.3630000000003,125685.575,483.1624000000001,15312.694,49595.550999999985,4335.5509999999995,9544.241999999998,22033.095,19425.421000000002,59296.527,3057.42
2026-01-01 05:45:00,982536.5920000002,1481106.1202069998,504860.45299999986,6190.46,3911.864,103953.98099999997,8753.238000000001,178.374,5379.356999999998,8699.3626,28883.358999999997,2555.0280000000007,121018.38999999997,483.95339999999993,14832.341,54104.179999999986,4349.768,9550.193,22394.906000000003,19422.479000000007,60106.092,2908.813
2026-01-01 06:00:00,977139.3940000001,1468218.453207,504436.7429999999,6230.199,3840.3379999999997,80495.5,8944.479,187.728,4972.919,8235.3412,16753.003000000004,2538.205,155665.7409999999,484.7148,15010.262999999999,51255.69900000001,4352.291,9809.317000000001,22005.840000000004,19452.18,59537.213,2931.6800000000003
2026-01-01 06:15:00,992614.4890000001,1457945.453207,504850.8249999999,6287.296,4030.173,75472.23899999996,9075.467,187.483,5333.489,8294.4138,17154.635000000002,2534.969000000001,172338.93899999995,484.9362,15689.651999999998,53765.43999999998,4329.784000000001,8777.510999999999,22164.118000000002,19840.158999999996,58689.26,3313.7
2026-01-01 06:30:00,998047.5930000002,1452166.7871859998,504537.0799999998,6263.043000000001,3999.016,77215.87800000003,9441.690999999999,189.329,5284.74,8208.3418,18640.316000000006,2536.702000000001,176347.16500000004,485.60020000000003,15918.928,54678.033999999985,4317.683000000001,5995.468,21572.579999999998,20005.582,58793.476,3616.94
2026-01-01 06:45:00,1015360.2450000001,1443153.453207,504574.53399999987,6437.199999999999,3764.3319999999994,75570.71100000001,9403.993,185.386,5241.6359999999995,8403.7816,19451.398000000005,2519.6710000000007,196909.6309999998,485.2814,16276.894,52488.91699999997,4316.013999999999,5895.921,21360.152000000002,20054.152000000002,58460.299,3560.341
2026-01-01 07:00:00,1113631.9349999998,1396325.1202069998,504453.67399999994,9056.196999999998,4310.004999999999,87383.58599999995,13447.86,189.412,5205.019000000002,12450.855399999999,31150.768000000007,2972.8340000000007,242807.10900000003,1542.7206,16355.11,60415.712,4053.4660000000003,8836.286,23583.421000000002,22162.935,59508.851,3746.114
2026-01-01 07:15:00,1133282.1959999998,1413668.453207,504771.7139999999,9060.436,3977.061,88829.875,10520.211000000001,188.865,5192.153999999998,9235.748000000001,33485.702999999994,2870.1299999999997,271154.326,771.6850000000001,16383.415,58148.037999999986,4024.2380000000003,9330.224999999999,23445.150999999998,20492.292999999998,57975.621,3425.307
2026-01-01 07:30:00,1163279.796,1413815.1202069998,505034.94599999976,8985.217,4251.014,93220.66799999995,9449.810999999998,190.62800000000001,5199.362999999999,9032.8142,35086.714,2898.1580000000004,287353.7809999998,620.0618,16358.301,65704.26299999996,3962.831,9823.133,23490.184999999998,20717.695000000007,58353.044,3547.1679999999997
2026-01-01 07:45:00,1173087.316,1414163.1202069998,504677.06099999987,9026.247,4485.771000000001,94873.71100000002,9791.602,189.417,5194.701999999999,9201.572600000001,35519.455999999984,2894.3610000000003,294091.51399999997,619.8263999999999,16290.487000000001,67481.79599999994,4018.5949999999993,10008.027,23624.071999999996,19573.064000000002,57910.891,3615.143
2026-01-01 08:00:00,1175515.877,1444225.453207,504839.45099999994,9093.837000000001,4722.116,105522.37799999997,9701.665,200.31,5193.292000000001,9215.4918,29196.784000000007,2767.823000000002,310525.36399999994,619.9832,15936.990000000002,51235.63199999997,3984.0540000000005,8534.166,22325.151000000005,19488.711000000003,58784.863,3627.815
2026-01-01 08:15:00,1175137.668,1465266.453207,505170.0530000002,9119.136,4911.539,108714.23900000003,9680.874000000003,185.02599999999998,5223.694,9496.603600000002,29173.46700000001,2898.476999999999,299375.702,639.4334000000001,15798.622,57839.65099999999,4075.921,8337.921,22980.205,19738.022000000004,58152.244000000006,3626.8379999999997
2026-01-01 08:30:00,1167703.8,1460023.120186,505289.47700000025,9387.461000000001,5025.795,107874.26700000002,9745.045999999998,226.39700000000005,5340.251000000001,10002.3532,30267.406000000006,3319.744000000003,282722.6740000001,711.5798,15926.042000000001,59900.733999999975,7190.455,8501.917000000001,23939.358,20318.722000000005,58155.726,3858.3949999999995
2026-01-01 08:45:00,1159993.887,1450022.4531496,506167.4029999997,9988.549000000003,4956.062000000001,102280.857,9842.511000000002,331.101,5595.630000000002,10841.4442,32408.87800000001,3940.4080000000004,270727.27300000004,891.7218,15898.212000000001,60809.288,7823.093,9014.377999999999,24940.833999999995,21742.765000000007,58008.485,3784.9939999999997
2026-01-01 09:00:00,1154718.7700000003,1461516.4532308,507267.5320000003,8950.836999999998,5910.451000000001,121789.48900000005,14112.476999999997,447.909,5949.967000000001,15325.372000000001,47066.53399999997,4881.587,213958.35199999998,2067.0240000000003,16357.398000000001,61306.207,4919.049999999999,12637.472,25775.888999999996,23898.493999999995,58428.761999999995,3667.9669999999996
2026-01-01 09:15:00,1158422.553,1437455.453207,509035.1150000002,10726.856999999998,5725.781000000001,115878.58,14260.858000000002,606.7920000000001,6467.6140000000005,16836.734,48036.965,6218.099000000004,211754.10899999997,2373.5009999999997,16789.822,60072.493999999984,5514.330999999999,12434.128,28024.979,26020.820000000003,57827.69,3817.284
2026-01-01 09:30:00,1174336.312,1426750.453207,510671.1280000002,12730.090000000002,4818.994000000001,103848.42300000008,13202.805,800.3019999999999,7078.827000000001,17118.5682,47023.52,7712.874,220045.96400000007,2145.2118000000005,17550.340000000004,68965.86799999999,6140.4349999999995,12619.900000000001,30432.99399999999,29127.489,57847.988,4454.591
2026-01-01 09:45:00,1143539.05,1399588.787186,512923.49799999985,15345.3,4407.111,83837.30599999998,14398.595000000005,1034.081,7690.9339999999975,20235.6716,46516.583,9457.689999999999,187290.41100000002,2659.7414000000003,18243.3,71742.99399999999,7169.567000000001,12606.981,33920.664,31993.288000000008,57534.83,4530.504
2026-01-01 10:00:00,1031103.6429999999,1415941.7872069997,515486.5150000001,18203.658,5294.228999999999,69656.43400000004,16660.962000000003,1327.8219999999997,8311.998,22682.8706,43608.63199999998,11263.791000000003,71359.26899999997,3004.9904000000006,19236.224,68064.65699999996,8131.399000000001,10597.752,40020.352,35500.558999999994,57772.077,4919.451999999999
2026-01-01 10:15:00,1017023.5970000001,1402320.453207,518189.09999999986,20738.902999999995,5869.8279999999995,51048.60300000002,19033.386,1557.852,9085.381000000001,25669.519600000003,37469.243,13630.80600000001,53360.133000000016,3419.6334000000006,20327.145999999997,71381.70400000001,9442.724999999999,10427.037,43818.364,39483.39600000001,57835.179000000004,5235.657999999999
2026-01-01 10:30:00,1046028.3219999998,1397971.7872069997,521011.53199999983,23442.818000000003,5767.865,45117.07799999998,20560.371999999996,1692.5430000000001,9775.054999999993,28728.616200000008,35320.282,16163.829999999993,53876.070999999974,3921.8918000000003,21145.851,84275.25799999999,10531.082999999999,10619.725,47392.859,43022.438,57820.878000000004,5842.275999999999
2026-01-01 10:45:00,1066365.1779999998,1396228.453207,522690.8189999997,26149.245000000003,5845.0419999999995,44557.326,22154.951999999994,1954.1909999999998,10584.325000000004,32421.58459999999,33354.798,18348.261,60706.082,4431.7294,22143.149,79210.30600000001,11546.724000000002,9632.081000000002,50496.53000000001,46366.60899999999,57380.17,6391.254
2026-01-01 11:00:00,1057976.683,1331761.4542069999,525486.3430000002,28521.273,4179.475,37768.648000000016,24417.783,2291.8079999999995,11343.868000000002,35530.865600000005,30811.046,20078.404000000006,33656.61999999999,4928.728400000001,23091.318,90895.47000000007,12763.780999999999,6838.987,51584.965000000004,49828.035999999986,57160.544,6798.72
2026-01-01 11:15:00,1072450.056,1298587.7872069997,528233.4760000005,30982.364999999998,4146.999,36247.80500000001,25919.712999999992,2376.4209999999994,11805.741,37285.58259999998,30406.482000000004,21294.25900000001,33095.51400000001,5307.1364,23894.605,90257.53599999995,13314.681,6880.709,53737.60700000001,52118.69999999998,57672.871,7471.853
2026-01-01 11:30:00,1109777.1909999999,1321289.453207,530026.871,32132.73,4110.509,35992.77700000001,27317.563999999995,2500.651,12336.919999999995,39298.39220000001,29615.827999999998,22728.54499999999,49789.138999999996,5540.7428,24679.287999999997,92803.89,13928.741,11088.247,55969.00200000001,54575.00000000003,57428.595,7913.759
2026-01-01 11:45:00,1111494.966,1308493.1202069998,531841.6939999999,32786.782999999996,4260.547,37248.710000000014,28591.275000000005,2509.988,12581.744999999997,40489.50219999999,30785.469999999998,23435.853999999996,45567.40099999998,5769.949799999999,25394.553,88258.68000000004,14539.936,8273.058,57270.273,56718.30100000002,57193.857,7977.389
2026-01-01 12:00:00,1130013.3380000002,1355515.1201495999,532409.2229999998,34116.375,4583.447999999999,39974.26999999999,30893.670000000002,2690.301,13112.883000000002,41818.96359999999,31306.124,23678.58,35059.732999999986,6007.3304,25588.329,100258.37199999996,14714.218,13121.055,58024.513999999996,57139.54599999999,57263.193,8253.21
2026-01-01 12:15:00,1124236.7719999999,1368725.7871859998,533312.2279999995,35382.62500000001,4254.062,39279.876999999986,31239.102,2663.772,13285.242000000002,40498.92040000001,30992.639000000006,24010.516999999993,31833.499000000003,5784.653600000001,24109.355000000003,101040.37499999988,15147.765,9473.57,59067.958,56589.765999999996,57839.862,8430.983999999999
2026-01-01 12:30:00,1144511.1109999998,1394285.7872069997,532701.5920000001,35833.36299999999,3992.6150000000002,39458.908000000025,31560.093999999997,2799.0979999999995,12732.231000000003,39970.02579999999,30340.947999999997,24151.136000000002,49244.939000000035,5622.807200000001,24608.229000000007,104188.91799999999,15233.699999999997,9570.313999999998,59365.48300000001,56343.75700000002,58272.719,8520.234
2026-01-01 12:45:00,1148487.47,1397063.7872069997,530932.5310000002,35637.505000000005,3873.37,38746.26699999999,30357.267,2910.6310000000003,12812.563999999997,39291.241,28820.550000000003,24064.786999999997,61080.85000000002,5457.063,24221.659,106750.84299999994,15205.144,9119.011000000002,58740.25200000001,54384.803,57953.827000000005,8127.305
2026-01-01 13:00:00,1121660.9900000002,1386187.7872069997,530950.025,34809.549999999996,3801.549,33257.559,29017.846999999998,2781.6249999999995,12841.622000000003,38446.472799999996,31117.082000000002,22378.86699999999,62790.44200000002,5456.698199999999,23411.086000000003,86960.18700000003,14537.773,10932.317,61351.960999999996,51560.18599999997,57454.564000000006,7803.577
2026-01-01 13:15:00,1113365.634,1398333.1202069998,528713.9139999999,33890.08899999999,3643.29,32981.107,28758.180999999997,2438.653,11850.661000000004,35844.16780000001,28864.738000000005,20660.64399999999,59343.79,5042.1572,23478.744,84606.75999999997,13794.260999999999,21870.303999999996,60977.572,50726.471,57828.636,8051.494
2026-01-01 13:30:00,1106293.369,1400316.1202069998,525607.1820000001,32422.054,3486.446,41318.296000000024,27141.378000000004,2469.6500000000005,11599.653,33055.8826,28053.556000000008,19494.10499999999,44975.70200000003,4469.3624,22578.567000000003,97354.5480000001,13119.92,24460.711000000003,59435.33200000001,49462.51999999997,57642.253,8146.250999999999
2026-01-01 13:45:00,1091458.3369999998,1399732.453207,524533.9240000006,32027.384,3571.982,46902.103999999985,27007.56700000001,2398.618,11865.224000000002,30906.490999999995,27236.332000000002,17981.943000000003,33965.096999999994,4272.15,22729.549,97252.81700000002,12117.589,27002.798999999995,56739.098999999995,47937.96499999998,57625.777,7383.9259999999995
2026-01-01 14:00:00,1052052.511,1363939.453207,523642.2439999999,29977.145,3113.9799999999996,35564.719,30065.639000000003,2196.475,11227.101999999999,29313.015800000005,22567.94200000001,17273.993000000006,41754.94400000001,3861.8972000000003,21718.372000000003,95126.71199999998,11078.684000000001,14898.076000000001,50406.54999999999,44071.35400000001,57616.075,6577.592
2026-01-01 14:15:00,1029396.3530000001,1376561.120186,520389.47099999996,28322.112,3078.08,37144.748999999974,26464.323,2044.8709999999999,10816.455000000004,26536.653999999995,22310.448,15106.803999999995,36531.126000000004,3499.97,21508.3,99609.34499999999,11136.190999999999,12119.223,46549.691999999995,42268.67499999999,57481.82,6478.044
2026-01-01 14:30:00,1037977.615,1410575.7872069997,518605.45800000033,26400.067000000003,3448.389,43081.30800000001,27921.133,1817.9850000000001,10319.822,25716.589599999992,24395.421,12603.346999999996,55927.23400000002,3495.6934,20798.749,94439.71199999994,10062.549,12627.498,42778.851,39986.274999999994,57454.618,6096.916
2026-01-01 14:45:00,1036517.8420000001,1432702.1202069998,517096.8399999999,22846.880999999998,3103.258,54865.97600000004,27609.512000000002,1440.9350000000002,9481.049999999997,23706.4012,25474.362999999998,11250.503999999997,63290.323000000004,3609.6238000000003,19373.159,91311.19499999996,8981.321,13623.669000000002,39802.774000000005,35903.37600000001,57293.691000000006,6452.990000000001
2026-01-01 15:00:00,980400.5380000001,1406542.7872069997,513670.1810000001,21131.138000000003,3146.15,47187.814999999995,22637.735,1132.7489999999998,8835.813999999998,18349.411000000004,30712.624000000007,9119.292000000005,45478.448000000004,2085.481,18850.65,76107.35600000006,8000.441999999999,19454.310999999998,37091.037999999986,33251.24899999999,58120.65,6038.004
2026-01-01 15:15:00,949390.8889999999,1414022.1202069998,510954.4539999995,19575.389000000003,2928.7690000000002,50988.958,22541.371000000003,1100.482,8108.928999999999,17691.412999999997,28376.077,8045.864000000002,52343.575999999965,2150.941,17873.065,61996.22699999998,7105.572999999999,12180.112,32952.28599999999,29529.426999999996,57621.05,5326.926
2026-01-01 15:30:00,961044.7470000002,1448296.5702069998,508670.0769999998,15911.869,4840.981000000002,61543.833999999995,19270.425,653.985,7530.992,15348.444599999999,28171.344999999998,6381.255999999999,72341.65500000001,1473.5744,16955.865,63007.140000000014,6288.931999999999,11811.96,30806.575000000004,27054.253000000004,57824.263,5157.321
2026-01-01 15:45:00,972691.5755177777,1453196.8872069998,506985.26699999976,14424.650000000001,5556.7789999999995,59004.632,17398.862999999998,565.4240000000001,7137.841999999995,15140.509199999997,33858.08251777775,5278.803000000001,79511.89700000003,1698.3838,15349.101,76158.989,5180.392000000001,11908.398000000001,28534.290999999997,24060.336000000018,59630.55,5308.386
2026-01-01 16:00:00,972403.3523599111,1400286.1202069998,506190.1970000001,12554.802000000003,4429.727,40105.02500000002,12511.467000000002,464.92,6631.085999999996,11040.245600000002,68503.6513599111,4018.1559999999995,107398.96699999999,705.9734000000001,15628.747,52399.96400000004,4779.035,10161.691,28107.237999999998,22202.94899999999,58081.868,6487.643
2026-01-01 16:15:00,1006463.4255832001,1456000.1202069998,505100.6070000003,10241.741,4312.3589999999995,41335.50600000001,11116.891000000001,342.81199999999995,6384.533999999998,10183.900199999998,88050.47958320002,3327.7770000000005,134739.52400000006,534.3858000000001,16082.877,49711.220000000016,4437.545,8473.546,25797.131,21403.840999999993,58332.291,6554.458
2026-01-01 16:30:00,1037849.404,1491877.1202069998,504477.40499999974,8939.372000000001,4693.903,49244.72700000003,10739.511,232.8,6146.103000000003,9352.143000000004,93826.36000000002,3018.2379999999944,144764.48400000003,416.43199999999996,16255.468,62257.674000000006,4162.465,8616.315999999999,24718.003000000004,20674.458,58794.433,6519.109
2026-01-01 16:45:00,1072738.7287270222,1532121.332,504085.63100000005,11128.079000000002,6637.688,60623.255999999965,10487.773000000001,196.17900000000003,6065.218999999999,9136.885599999998,98505.6717270222,3591.627000000002,154656.43499999985,390.8684,16454.501,68848.65699999996,4181.724,8736.671999999999,23904.255000000005,20265.455,58261.242,6580.91
2026-01-01 17:00:00,1171687.484991911,1543077.9989999998,504106.4429999999,10876.310000000001,24152.497,86084.64000000003,10662.168000000001,204.257,6050.778,9100.118999999999,114617.55599191111,2872.9879999999994,200588.74400000004,512.4449999999999,16522.543999999998,59864.32100000001,4456.925,7586.012000000001,24166.902000000002,20314.536,61716.709,7230.591
2026-01-01 17:15:00,1192332.782322578,1569757.665,503930.73299999983,10958.484,34655.994,84058.11799999996,10734.546999999999,185.21900000000002,6048.188000000002,9430.239399999999,120688.08832257778,2934.2510000000007,206432.17599999992,636.5506,16574.457000000002,57188.44199999998,4456.126,7666.313,25788.669,21012.609000000004,62160.18,6793.398
2026-01-01 17:30:00,1229738.7690153779,1581251.665,504148.67500000005,10736.331,32292.917,88825.15499999998,10888.613000000001,184.174,6039.573999999999,9401.910399999999,122237.33701537777,2929.8200000000015,228900.019,650.6406,16729.606,64161.453999999976,4432.034000000001,7763.911,28598.534,20839.594000000005,62654.393,7324.077
2026-01-01 17:45:00,1269410.3862887998,1595330.665,504318.33099999995,10911.572,30532.396999999997,90499.42499999999,10711.685,186.185,6055.378,9463.522999999997,122609.99028879998,2868.7800000000025,264221.5630000001,775.162,16774.275,65744.51299999999,4475.382,8362.157000000001,30929.509000000005,20607.116,61949.651,7413.792
2026-01-01 18:00:00,1261162.9352888002,1618415.9989999998,504268.389,11642.743999999997,34198.05099999999,86332.52900000002,13521.270999999999,208.33100000000002,6033.532999999998,12315.872599999999,108528.35828880001,2983.4840000000004,262458.36699999997,1487.7533999999998,16689.668,62487.562999999995,4532.889,9256.984,33248.518,21025.910000000003,62474.489,7468.231
2026-01-01 18:15:00,1274153.5798519112,1616867.332,504547.0460000001,10840.469000000001,34825.368,83697.54800000001,12540.186999999998,179.568,6027.821999999998,10231.412800000002,107629.7468519111,2837.934000000002,277777.28700000007,1134.7341999999999,16581.194,64160.589999999975,4531.985,12727.002,33522.008,20441.567000000003,62434.776,7485.335
2026-01-01 18:30:00,1257323.6305195554,1599973.332,503750.639,10871.097,35045.075,83835.91600000004,10707.858000000002,185.71699999999998,6024.593000000002,9359.784999999998,107824.39151955559,2738.0840000000007,270096.767,777.965,16260.464,60791.24899999999,4531.809,12713.249,33188.471,19469.673,61987.154,7163.674
2026-01-01 18:45:00,1233361.963427911,1588780.665,504307.6549999997,10794.538999999999,32417.717,81048.34899999996,11359.302999999998,178.043,6024.842000000002,9656.008200000002,107318.0084279111,2770.6650000000022,253497.30200000003,814.4448,16189.167000000001,59094.79099999998,4543.321999999999,12503.296,33392.716,18666.174999999996,61987.627,6797.993
2026-01-01 19:00:00,1209816.2514279112,1569555.332,504658.3699999999,10904.901999999998,24544.458,77422.13699999997,11203.974999999999,170.119,6021.3099999999995,9022.3784,105794.71942791113,2683.004000000001,229870.49999999988,682.9896,16181.468,70077.11499999998,4502.947999999999,13161.667,34858.163,18286.395000000004,62452.336,7317.2970000000005
