DateTime,storage_original_gwh,storage_benchmarked_gwh,date,hour,month,variable,indicator_source,indicator_type,target_source,target_type,kind
2025-01-01 22:00:00,0.44328,0.6107634440548225,2025-01-01,22,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-01 23:00:00,0.71156,0.9190898317811957,2025-01-01,23,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 00:00:00,0.63728,0.7568640545982347,2025-01-02,0,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 01:00:00,0.45443,0.48995718815942707,2025-01-02,1,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 02:00:00,0.33535,0.3212410238365916,2025-01-02,2,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 03:00:00,0.31013,0.28064417360935023,2025-01-02,3,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 04:00:00,0.38260000000000005,0.3688307611945929,2025-01-02,4,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 05:00:00,0.57828,0.6162314459129871,2025-01-02,5,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 06:00:00,1.14433,1.336943637725426,2025-01-02,6,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 07:00:00,2.7159500000000003,3.3403797363328476,2025-01-02,7,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 08:00:00,3.2890800000000002,4.070910704312844,2025-01-02,8,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 09:00:00,2.14121,2.607136334588032,2025-01-02,9,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 10:00:00,1.60003,1.917014682583786,2025-01-02,10,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 11:00:00,0.8583099999999999,0.9712183648524019,2025-01-02,11,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 12:00:00,0.8948099999999999,1.0177418717151763,2025-01-02,12,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 13:00:00,1.3947100000000001,1.6551513277118757,2025-01-02,13,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 14:00:00,2.27298,2.7750204020060223,2025-01-02,14,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 15:00:00,4.06795,5.063766602014917,2025-01-02,15,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 16:00:00,5.1134,6.396797623270693,2025-01-02,16,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 17:00:00,5.26168,6.585837694633975,2025-01-02,17,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 18:00:00,3.96283,4.929620554637877,2025-01-02,18,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 19:00:00,2.10088,2.5553372267692076,2025-01-02,19,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 20:00:00,1.4634099999999999,1.7422597901550354,2025-01-02,20,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 21:00:00,0.9515800000000001,1.0891421569368347,2025-01-02,21,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 22:00:00,0.73108,0.8070116053770087,2025-01-02,22,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-02 23:00:00,0.57413,0.6049410370648698,2025-01-02,23,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 00:00:00,0.35973,0.32767178651725126,2025-01-03,0,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 01:00:00,0.30630999999999997,0.257611725309826,2025-01-03,1,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 02:00:00,0.28391,0.22807734554263784,2025-01-03,2,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 03:00:00,0.34293,0.302847260735953,2025-01-03,3,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 04:00:00,0.46853,0.4627560002240717,2025-01-03,4,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 05:00:00,1.1169,1.2893672454563254,2025-01-03,5,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 06:00:00,3.01813,3.71355373480605,2025-01-03,6,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 07:00:00,3.6362799999999997,4.501722615760647,2025-01-03,7,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 08:00:00,3.2853000000000003,4.054174413076537,2025-01-03,8,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 09:00:00,2.57746,3.1516032411490866,2025-01-03,9,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 10:00:00,2.12738,2.57770326123495,2025-01-03,10,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 11:00:00,1.6700300000000001,1.9945334658751035,2025-01-03,11,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 12:00:00,1.83,2.19850221942526,2025-01-03,12,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 13:00:00,1.78318,2.138787597874566,2025-01-03,13,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 14:00:00,2.45648,2.9972798211417797,2025-01-03,14,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 15:00:00,2.7098,3.320229624616169,2025-01-03,15,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 16:00:00,3.1589099999999997,3.8927732396268473,2025-01-03,16,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 17:00:00,3.74608,4.641242504298333,2025-01-03,17,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 18:00:00,4.49013,5.589520790053023,2025-01-03,18,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 19:00:00,2.92068,3.587413078661925,2025-01-03,19,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 20:00:00,1.47841,1.746560758387756,2025-01-03,20,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 21:00:00,1.5712300000000001,1.8612706237683116,2025-01-03,21,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 22:00:00,1.11405,1.2710342965307346,2025-01-03,22,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-03 23:00:00,0.75118,0.7937633499268544,2025-01-03,23,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 00:00:00,0.7048099999999999,0.7054822116106276,2025-01-04,0,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 01:00:00,0.81826,0.8355641468165166,2025-01-04,1,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 02:00:00,0.69611,0.6725226510689167,2025-01-04,2,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 03:00:00,0.6630800000000001,0.6267619476659838,2025-01-04,3,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 04:00:00,0.69548,0.6662528839415967,2025-01-04,4,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 05:00:00,0.72845,0.7073817912816636,2025-01-04,5,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 06:00:00,1.5645099999999998,1.772981801579491,2025-01-04,6,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 07:00:00,2.39353,2.8298332136774094,2025-01-04,7,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 08:00:00,2.39421,2.8305875566028664,2025-01-04,8,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 09:00:00,1.74648,2.0046161711903334,2025-01-04,9,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 10:00:00,1.8486300000000002,2.13484323585328,2025-01-04,10,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 11:00:00,2.1342,2.4989669792705302,2025-01-04,11,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 12:00:00,1.9279499999999998,2.2359903311142952,2025-01-04,12,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 13:00:00,2.8933299999999997,3.4669745232833287,2025-01-04,13,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 14:00:00,3.52448,4.271823058375991,2025-01-04,14,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 15:00:00,4.5609,5.593504517379873,2025-01-04,15,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 16:00:00,5.57886,6.891797388591841,2025-01-04,16,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 17:00:00,5.261480000000001,6.487704591335852,2025-01-04,17,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 18:00:00,4.68773,5.757312828295957,2025-01-04,18,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 19:00:00,2.7276,3.2603496602750326,2025-01-04,19,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 20:00:00,1.71711,1.9766542902835815,2025-01-04,20,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 21:00:00,1.7992,2.090875974548792,2025-01-04,21,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 22:00:00,1.4794,1.7021992676435418,2025-01-04,22,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-04 23:00:00,0.80386,0.8790189783126976,2025-01-04,23,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 00:00:00,0.67343,0.789102153645544,2025-01-05,0,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 01:00:00,0.51171,0.6210907796085148,2025-01-05,1,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 02:00:00,0.5324800000000001,0.6666729275420807,2025-01-05,2,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 03:00:00,0.50975,0.6472392772638758,2025-01-05,3,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 04:00:00,0.5038,0.6444271283891739,2025-01-05,4,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 05:00:00,0.64596,0.8280819345026296,2025-01-05,5,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 06:00:00,0.76998,0.9874129895402196,2025-01-05,6,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 07:00:00,0.71811,0.9218711171890439,2025-01-05,7,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 08:00:00,0.78978,1.0135564092685976,2025-01-05,8,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 09:00:00,0.79301,1.0178259241165386,2025-01-05,9,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 10:00:00,1.00218,1.2846154916479755,2025-01-05,10,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 11:00:00,0.7174799999999999,0.921640487689526,2025-01-05,11,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 12:00:00,0.77353,0.993142201681931,2025-01-05,12,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 13:00:00,1.04555,1.3400307196940067,2025-01-05,13,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 14:00:00,1.15043,1.4738233938647103,2025-01-05,14,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 15:00:00,1.87343,2.395831101058894,2025-01-05,15,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 16:00:00,2.43716,3.1148656487921085,2025-01-05,16,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 17:00:00,2.30445,2.946097523741334,2025-01-05,17,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 18:00:00,1.8836300000000001,2.410410758977961,2025-01-05,18,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 19:00:00,0.8441799999999999,1.086810406424888,2025-01-05,19,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 20:00:00,0.67411,0.8735475657317189,2025-01-05,20,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 21:00:00,0.57425,0.7534014121068023,2025-01-05,21,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 22:00:00,0.55253,0.7400758197920208,2025-01-05,22,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-05 23:00:00,0.44243,0.6284268277299032,2025-01-05,23,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 00:00:00,0.30045,0.5048666991377783,2025-01-06,0,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 01:00:00,0.29115,0.5217471930447699,2025-01-06,1,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 02:00:00,0.32666000000000006,0.5813952161564961,2025-01-06,2,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 03:00:00,0.30813,0.5649524195433137,2025-01-06,3,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 04:00:00,0.41063,0.699241896302051,2025-01-06,4,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 05:00:00,0.5808099999999999,0.9180335303308462,2025-01-06,5,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 06:00:00,1.32153,1.8634192472160271,2025-01-06,6,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 07:00:00,1.52668,2.1254535555349525,2025-01-06,7,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 08:00:00,1.3557299999999999,1.9077000945877132,2025-01-06,8,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 09:00:00,1.0734299999999999,1.5478520039837593,2025-01-06,9,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 10:00:00,0.92355,1.356794502158356,2025-01-06,10,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 11:00:00,0.9335100000000001,1.3695174816471642,2025-01-06,11,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 12:00:00,0.71578,1.0918952033950853,2025-01-06,12,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 13:00:00,0.69433,1.0645313522484199,2025-01-06,13,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 14:00:00,1.22798,1.7449486928753881,2025-01-06,14,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 15:00:00,1.51211,2.107162578575684,2025-01-06,15,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 16:00:00,2.1288300000000002,2.893378784323674,2025-01-06,16,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 17:00:00,2.50866,3.3773767107198918,2025-01-06,17,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 18:00:00,1.4529299999999998,2.0305786258398864,2025-01-06,18,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 19:00:00,1.10215,1.582015002791978,2025-01-06,19,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 20:00:00,0.87126,1.2850361845902059,2025-01-06,20,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 21:00:00,0.6184299999999999,0.9575094013737669,2025-01-06,21,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 22:00:00,0.51623,0.8169053042406647,2025-01-06,22,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-06 23:00:00,0.43103,0.6876883193821299,2025-01-06,23,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-07 00:00:00,0.37285999999999997,0.5723581626991742,2025-01-07,0,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-07 01:00:00,0.20946,0.34342880395589803,2025-01-07,1,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-07 02:00:00,0.23743,0.3688037038404117,2025-01-07,2,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-07 03:00:00,0.3411,0.4958479723545896,2025-01-07,3,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
2025-01-07 04:00:00,0.51288,0.712311270260806,2025-01-07,4,1,Storage,ENTSO-E,"Hydro Water Reservoir, Hydro Pumped Storage",SFOE,Speicherkraft,atomic
