DateTime,solar_high_frequency_original_gwh,solar_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind
2024-01-02 05:00:00,0.0,0.03546622059255179,2024-01-02,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 06:00:00,0.0,0.03539582808421625,2024-01-02,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 07:00:00,0.02433646964198919,0.0589806741002995,2024-01-02,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 08:00:00,0.10340828638625771,0.13570713246914953,2024-01-02,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 09:00:00,0.22109710498517587,0.2499225841150549,2024-01-02,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 10:00:00,0.36418959843940063,0.3887983259856954,2024-01-02,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 11:00:00,0.44471188526248867,0.4669482132477024,2024-01-02,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 12:00:00,0.39652762144353676,0.4201819373352596,2024-01-02,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 13:00:00,0.21125567047785535,0.24036483976325068,2024-01-02,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 14:00:00,0.09898070140790571,0.13139722437365087,2024-01-02,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 15:00:00,0.02958545465391432,0.06404949912384257,2024-01-02,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 16:00:00,0.0,0.03534440701193251,2024-01-02,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 17:00:00,0.0,0.03536330305051765,2024-01-02,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 18:00:00,0.0,0.035401146691470924,2024-01-02,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 19:00:00,0.0,0.035476859755268944,2024-01-02,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 20:00:00,0.0,0.03562829877381072,2024-01-02,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 21:00:00,0.0,0.035931183256367134,2024-01-02,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 22:00:00,0.0,0.036536955444216423,2024-01-02,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-02 23:00:00,0.0,0.037748501431283256,2024-01-02,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 00:00:00,0.0,0.040171594211100996,2024-01-03,0,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 01:00:00,0.0,0.04138314111102697,2024-01-03,1,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 02:00:00,0.0,0.04198891558102409,2024-01-03,2,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 03:00:00,0.0,0.04229180485609101,2024-01-03,3,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 04:00:00,0.0,0.042443253573761205,2024-01-03,4,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 05:00:00,0.0,0.04251898609286962,2024-01-03,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 06:00:00,0.0,0.04255686867297058,2024-01-03,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 07:00:00,0.039714612143478066,0.08112129643247162,2024-01-03,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 08:00:00,0.3279956825672487,0.36092521377347253,2024-01-03,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 09:00:00,0.6211533170159289,0.645457488430184,2024-01-03,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 10:00:00,0.8871139067698663,0.903591179871608,2024-01-03,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 11:00:00,0.9285038183083858,0.9437644934564511,2024-01-03,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 12:00:00,0.8021110253831942,0.8210945617411276,2024-01-03,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 13:00:00,0.6879365306729663,0.7102843307053143,2024-01-03,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 14:00:00,0.33046428352048335,0.36334142631110705,2024-01-03,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 15:00:00,0.08482394473707615,0.12494370796257684,2024-01-03,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 16:00:00,0.0,0.04263921497040003,2024-01-03,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 17:00:00,0.0,0.04268379943010011,2024-01-03,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 18:00:00,0.0,0.04277294061940796,2024-01-03,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 19:00:00,0.0,0.04295120913297748,2024-01-03,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 20:00:00,0.0,0.04330773922759346,2024-01-03,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 21:00:00,0.0,0.04402079595056387,2024-01-03,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 22:00:00,0.0,0.045446907663373934,2024-01-03,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-03 23:00:00,0.0,0.04829913022242871,2024-01-03,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 00:00:00,0.0,0.05400357490725553,2024-01-04,0,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 01:00:00,0.0,0.05685579593804838,2024-01-04,1,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 02:00:00,0.0,0.058281903830203714,2024-01-04,2,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 03:00:00,0.0,0.058994952529799104,2024-01-04,3,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 04:00:00,0.0,0.05935146638663233,2024-01-04,4,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 05:00:00,0.0,0.059529702329119985,2024-01-04,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 06:00:00,0.0,0.05961877832850592,2024-01-04,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 07:00:00,0.023324490552560508,0.08230107334880213,2024-01-04,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 08:00:00,0.133964134820567,0.1897056566925731,2024-01-04,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 09:00:00,0.3159088973318194,0.3663048418309805,2024-01-04,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 10:00:00,0.5948739876170233,0.6370621552373343,2024-01-04,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 11:00:00,0.935721116786365,0.9678760816481569,2024-01-04,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 12:00:00,0.9988376058142234,1.0291322956850881,2024-01-04,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 13:00:00,0.904285696891344,0.9373574331940235,2024-01-04,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 14:00:00,0.5111309453400409,0.5557627846487415,2024-01-04,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 15:00:00,0.1234057418620513,0.17942334325176035,2024-01-04,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 16:00:00,0.0,0.05959332401904385,2024-01-04,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 17:00:00,0.0,0.059478756387161456,2024-01-04,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 18:00:00,0.0,0.05924955584119808,2024-01-04,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 19:00:00,0.0,0.05879112210817197,2024-01-04,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 20:00:00,0.0,0.057874238321570105,2024-01-04,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 21:00:00,0.0,0.05604046258809158,2024-01-04,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 22:00:00,0.0,0.05237290704099709,2024-01-04,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-04 23:00:00,0.0,0.045037793906739426,2024-01-04,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 00:00:00,0.0,0.030367566618189738,2024-01-05,0,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 01:00:00,0.0,0.023032453194245996,2024-01-05,1,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 02:00:00,0.0,0.019364896922936286,2024-01-05,2,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 03:00:00,0.0,0.01753111966860578,2024-01-05,3,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 04:00:00,0.0,0.01661423280408919,2024-01-05,4,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 05:00:00,0.0,0.016155792897128256,2024-01-05,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 06:00:00,0.0,0.015926579994242497,2024-01-05,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 07:00:00,0.022593203128686075,0.03774006955211047,2024-01-05,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 08:00:00,0.0896534779966217,0.10276888927173432,2024-01-05,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 09:00:00,0.13130995125870742,0.14317046019503293,2024-01-05,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 10:00:00,0.16203706020723313,0.1729788179193549,2024-01-05,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 11:00:00,0.17074497727868082,0.18142352028179803,2024-01-05,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 12:00:00,0.18195551243529445,0.19230104858903085,2024-01-05,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 13:00:00,0.135785806067401,0.14748994453271164,2024-01-05,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 14:00:00,0.0861419628509822,0.09930907743039442,2024-01-05,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 15:00:00,0.03877086531497071,0.05333690295988929,2024-01-05,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 16:00:00,0.0,0.01571681556282773,2024-01-05,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 17:00:00,0.0,0.01573595646181864,2024-01-05,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 18:00:00,0.0,0.015774406147229927,2024-01-05,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 19:00:00,0.0,0.0158513894617672,2024-01-05,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 20:00:00,0.0,0.016005398062699145,2024-01-05,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 21:00:00,0.0,0.01631343625049169,2024-01-05,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 22:00:00,0.0,0.016929523119041164,2024-01-05,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-05 23:00:00,0.0,0.018161702102622263,2024-01-05,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 00:00:00,0.0,0.020626062693025565,2024-01-06,0,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 01:00:00,0.0,0.021858242737855145,2024-01-06,1,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 02:00:00,0.0,0.02247433225952582,2024-01-06,2,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 03:00:00,0.0,0.022782376018872966,2024-01-06,3,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 04:00:00,0.0,0.022936395895570113,2024-01-06,4,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 05:00:00,0.0,0.02301340182796584,2024-01-06,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 06:00:00,0.0,0.023051896782258025,2024-01-06,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 07:00:00,0.01967479267726086,0.04216671476641567,2024-01-06,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 08:00:00,0.0962313711964497,0.11647912814218651,2024-01-06,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 09:00:00,0.22769743940416276,0.24407969501461196,2024-01-06,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 10:00:00,0.2890136343884482,0.3035930384507246,2024-01-06,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 11:00:00,0.30239773229708233,0.3165839834120162,2024-01-06,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 12:00:00,0.28444572487676334,0.2991603830374971,2024-01-06,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 13:00:00,0.21134357168771506,0.22820921731686997,2024-01-06,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 14:00:00,0.1240489871252523,0.1434819133779132,2024-01-06,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 15:00:00,0.048713417526832434,0.07035875307037989,2024-01-06,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 16:00:00,0.0,0.023068508337229513,2024-01-06,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 17:00:00,0.0,0.023046649295027536,2024-01-06,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 18:00:00,0.0,0.023002903008252876,2024-01-06,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 19:00:00,0.0,0.022915396333518172,2024-01-06,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 20:00:00,0.0,0.022740375933456076,2024-01-06,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 21:00:00,0.0,0.022390331608035562,2024-01-06,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 22:00:00,0.0,0.021690241194546354,2024-01-06,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-06 23:00:00,0.0,0.020290059486243843,2024-01-06,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 00:00:00,0.0,0.01748969562897675,2024-01-07,0,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 01:00:00,0.0,0.016089512702998004,2024-01-07,1,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 02:00:00,0.0,0.015389419245318219,2024-01-07,2,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 03:00:00,0.0,0.01503936852709749,2024-01-07,3,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 04:00:00,0.0,0.014864335189225473,2024-01-07,4,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 05:00:00,0.0,0.014776802562766147,2024-01-07,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 06:00:00,0.0,0.014733004334489864,2024-01-07,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 07:00:00,0.021214546508526756,0.03530105294519287,2024-01-07,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 08:00:00,0.10199992615166702,0.11369708297344082,2024-01-07,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 09:00:00,0.2245998633491297,0.23268199120174346,2024-01-07,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 10:00:00,0.31888307158867485,0.32418618085022327,2024-01-07,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 11:00:00,0.3739862961378024,0.377664492708932,2024-01-07,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 12:00:00,0.33898983567922186,0.3436948858163193,2024-01-07,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 13:00:00,0.24490637262395393,0.25237535679455786,2024-01-07,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 14:00:00,0.13973953834087546,0.15029346395418675,2024-01-07,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 15:00:00,0.05335660491171133,0.06643168457332918,2024-01-07,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 16:00:00,0.0,0.014602227142565167,2024-01-07,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 17:00:00,0.0,0.01451505642350338,2024-01-07,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 18:00:00,0.0,0.014340747032993255,2024-01-07,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 19:00:00,0.0,0.013992144275779713,2024-01-07,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 20:00:00,0.0,0.013294946773255979,2024-01-07,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 21:00:00,0.0,0.011900555774160177,2024-01-07,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 22:00:00,0.0,0.009111775778944455,2024-01-07,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-07 23:00:00,0.0,0.003534216790000895,2024-01-07,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 00:00:00,0.0,-0.007620900687142261,2024-01-08,0,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 01:00:00,0.0,-0.013198459470650743,2024-01-08,1,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 02:00:00,0.0,-0.015987238952278764,2024-01-08,2,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 03:00:00,0.0,-0.017381628872840362,2024-01-08,3,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 04:00:00,0.0,-0.018078824192616305,2024-01-08,4,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 05:00:00,0.0,-0.0184274225714946,2024-01-08,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 06:00:00,0.0,-0.01860172319891438,2024-01-08,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 07:00:00,0.02087528227654248,0.0015718585327934576,2024-01-08,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 08:00:00,0.09425567870514924,0.07274842740460621,2024-01-08,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 09:00:00,0.1779657247844751,0.15397233108007966,2024-01-08,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 10:00:00,0.214165829048138,0.18909581626636238,2024-01-08,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 11:00:00,0.23503267156985833,0.20934285170229774,2024-01-08,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 12:00:00,0.21807282844924775,0.19287944321347578,2024-01-08,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 13:00:00,0.16424500434097358,0.14063464908938558,2024-01-08,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 14:00:00,0.09928131939392516,0.0775822581301723,2024-01-08,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 15:00:00,0.04271272337089979,0.022677662700674575,2024-01-08,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 16:00:00,0.0,-0.018779774506615745,2024-01-08,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 17:00:00,0.0,-0.018783786259196005,2024-01-08,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 18:00:00,0.0,-0.018791682104168476,2024-01-08,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 19:00:00,0.0,-0.01880740996401936,2024-01-08,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 20:00:00,0.0,-0.018838833768674103,2024-01-08,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 21:00:00,0.0,-0.01890166542046008,2024-01-08,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 22:00:00,0.0,-0.01902732074527026,2024-01-08,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-01-08 23:00:00,0.0,-0.019278627405509775,2024-01-08,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
