DateTime,river_high_frequency_original_gwh,river_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind
2016-01-02 18:00:00,0.032799999999999996,0.7791012715163178,2016-01-02,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-02 19:00:00,0.033100000000000004,0.7858049060557423,2016-01-02,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-02 20:00:00,0.0334,0.7916402116644221,2016-01-02,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-02 21:00:00,0.0335,0.7906908556888017,2016-01-02,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-02 22:00:00,0.0356,0.8367480708110043,2016-01-02,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-02 23:00:00,0.0378,0.878382587161292,2016-01-02,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 00:00:00,0.0378,0.8505958041809594,2016-01-03,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 01:00:00,0.037700000000000004,0.8341784115694343,2016-01-03,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 02:00:00,0.0367,0.801991744182605,2016-01-03,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 03:00:00,0.0365,0.7934703769195472,2016-01-03,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 04:00:00,0.0366,0.7942576427682799,2016-01-03,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 05:00:00,0.0363,0.7858172058148197,2016-01-03,5,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 06:00:00,0.0362,0.7828588164207861,2016-01-03,6,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 07:00:00,0.0361,0.780117286121492,2016-01-03,7,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 08:00:00,0.036,0.7774838476898472,2016-01-03,8,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 09:00:00,0.0359,0.7749037798325861,2016-01-03,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 10:00:00,0.0358,0.7723490465436341,2016-01-03,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 11:00:00,0.0358,0.7723282749461857,2016-01-03,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 12:00:00,0.0361,0.7798790709317429,2016-01-03,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 13:00:00,0.0364,0.7874188511900746,2016-01-03,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 14:00:00,0.0363,0.7848355287022242,2016-01-03,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 15:00:00,0.0364,0.7872434152175024,2016-01-03,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 16:00:00,0.0365,0.7895364643807652,2016-01-03,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 17:00:00,0.0364,0.786551211160861,2016-01-03,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 18:00:00,0.0365,0.788153010250847,2016-01-03,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 19:00:00,0.0366,0.7888327715829337,2016-01-03,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 20:00:00,0.0367,0.7876683779006075,2016-01-03,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 21:00:00,0.037,0.7878636261303749,2016-01-03,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 22:00:00,0.036899999999999995,0.7705861715487708,2016-01-03,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-03 23:00:00,0.036899999999999995,0.7410792640131159,2016-01-03,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 00:00:00,0.0371,0.687113445600696,2016-01-04,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 01:00:00,0.037399999999999996,0.6651785300509221,2016-01-04,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 02:00:00,0.0376,0.6554730741310124,2016-01-04,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 03:00:00,0.0381,0.6607163374163507,2016-01-04,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 04:00:00,0.0386,0.6696479744014838,2016-01-04,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 05:00:00,0.038299999999999994,0.6602318472052892,2016-01-04,5,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 06:00:00,0.0361,0.6037819317010946,2016-01-04,6,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 07:00:00,0.0375,0.638656995914274,2016-01-04,7,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 08:00:00,0.0391,0.678810742301776,2016-01-04,8,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 09:00:00,0.0425,0.7645120108182569,2016-01-04,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 10:00:00,0.0499,0.9512314149475232,2016-01-04,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 11:00:00,0.061399999999999996,1.241464806330133,2016-01-04,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 12:00:00,0.0626,1.27174371786708,2016-01-04,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 13:00:00,0.0572,1.1354514765253472,2016-01-04,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 14:00:00,0.056600000000000004,1.12032537579503,2016-01-04,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 15:00:00,0.0549,1.0774585979846303,2016-01-04,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 16:00:00,0.0535,1.0422076607039954,2016-01-04,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 17:00:00,0.0526,1.019663057918827,2016-01-04,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 18:00:00,0.0526,1.0200064529200032,2016-01-04,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 19:00:00,0.052399999999999995,1.0156455889118663,2016-01-04,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 20:00:00,0.0517,0.9993520422001222,2016-01-04,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 21:00:00,0.0495,0.946573066435662,2016-01-04,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 22:00:00,0.0487,0.9318790075407842,2016-01-04,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-04 23:00:00,0.0487,0.9428748443778243,2016-01-04,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 00:00:00,0.0487,0.9648665286043961,2016-01-05,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 01:00:00,0.0489,0.980910361418704,2016-01-05,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 02:00:00,0.0489,0.986408280002336,2016-01-05,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 03:00:00,0.0489,0.9891572353373351,2016-01-05,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 04:00:00,0.0487,0.9854837134009744,2016-01-05,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 05:00:00,0.0466,0.933167019703262,2016-01-05,5,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 06:00:00,0.0441,0.8704107014457279,2016-01-05,6,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 07:00:00,0.0433,0.8503904603108975,2016-01-05,7,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 08:00:00,0.045399999999999996,0.9034801092531679,2016-01-05,8,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 09:00:00,0.0456,0.9085707158045514,2016-01-05,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 10:00:00,0.045700000000000005,0.9111155126076635,2016-01-05,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 11:00:00,0.045899999999999996,0.9161728918317308,2016-01-05,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 12:00:00,0.0461,0.9212235513985603,2016-01-05,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 13:00:00,0.046200000000000005,0.9237448294013404,2016-01-05,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 14:00:00,0.046200000000000005,0.9237353669189042,2016-01-05,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 15:00:00,0.046200000000000005,0.9237144285551472,2016-01-05,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 16:00:00,0.046299999999999994,0.9261955409733037,2016-01-05,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 17:00:00,0.046299999999999994,0.9261092707696696,2016-01-05,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 18:00:00,0.046299999999999994,0.9259364786875409,2016-01-05,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 19:00:00,0.0464,0.9281147645309664,2016-01-05,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 20:00:00,0.0461,0.9198512940735364,2016-01-05,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 21:00:00,0.0458,0.9108963092346579,2016-01-05,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 22:00:00,0.0451,0.890462327982109,2016-01-05,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-05 23:00:00,0.044899999999999995,0.8798823077535303,2016-01-05,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 00:00:00,0.045,0.8713422425895193,2016-01-06,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 01:00:00,0.045,0.8658102110401205,2016-01-06,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 02:00:00,0.0448,0.8579962014855209,2016-01-06,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 03:00:00,0.0442,0.8414692133033082,2016-01-06,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 04:00:00,0.0439,0.8332057108535073,2016-01-06,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 05:00:00,0.0428,0.8050959823826425,2016-01-06,5,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 06:00:00,0.0409,0.7569671408034042,2016-01-06,6,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 07:00:00,0.0365,0.6458247964878243,2016-01-06,7,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 08:00:00,0.037,0.6584013784089806,2016-01-06,8,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 09:00:00,0.037,0.6583794122785549,2016-01-06,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 10:00:00,0.037399999999999996,0.6684638776373533,2016-01-06,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 11:00:00,0.0441,0.8375647703362279,2016-01-06,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 12:00:00,0.05,0.9864749709102856,2016-01-06,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 13:00:00,0.0497,0.9788959265796031,2016-01-06,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 14:00:00,0.049100000000000005,0.9637398638081875,2016-01-06,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 15:00:00,0.0492,0.9662406971968028,2016-01-06,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 16:00:00,0.0482,0.9409549203051628,2016-01-06,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 17:00:00,0.048100000000000004,0.9383395408152774,2016-01-06,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 18:00:00,0.048100000000000004,0.9381569001438544,2016-01-06,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 19:00:00,0.0484,0.9453636696454093,2016-01-06,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 20:00:00,0.047700000000000006,0.9269652943165778,2016-01-06,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 21:00:00,0.047,0.9078365304019722,2016-01-06,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 22:00:00,0.047,0.9049149523179787,2016-01-06,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-06 23:00:00,0.0471,0.9015957959519214,2016-01-06,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 00:00:00,0.0471,0.8899094935079885,2016-01-07,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 01:00:00,0.047200000000000006,0.8865903325602489,2016-01-07,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 02:00:00,0.0476,0.8937647264025024,2016-01-07,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 03:00:00,0.048,0.9023998927303103,2016-01-07,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 04:00:00,0.048,0.9016694396368968,2016-01-07,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 05:00:00,0.045700000000000005,0.8432522195184045,2016-01-07,5,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 06:00:00,0.0446,0.8153054291133507,2016-01-07,6,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 07:00:00,0.0453,0.8328816254380114,2016-01-07,7,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 08:00:00,0.046,0.8505029959847821,2016-01-07,8,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 09:00:00,0.046,0.8504782696533597,2016-01-07,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 10:00:00,0.045399999999999996,0.8353190791231466,2016-01-07,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 11:00:00,0.0451,0.8277337792703946,2016-01-07,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 12:00:00,0.045,0.8251917180912838,2016-01-07,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 13:00:00,0.046799999999999994,0.8705917922857405,2016-01-07,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 14:00:00,0.0474,0.8856742051464646,2016-01-07,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 15:00:00,0.0506,0.9663200176827803,2016-01-07,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 16:00:00,0.0521,1.0039363813011664,2016-01-07,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 17:00:00,0.0538,1.0463574300296177,2016-01-07,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 18:00:00,0.0557,1.0933397235488973,2016-01-07,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 19:00:00,0.058,1.1494444397802968,2016-01-07,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 20:00:00,0.0577,1.1379781092673174,2016-01-07,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 21:00:00,0.0579,1.135237431719648,2016-01-07,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 22:00:00,0.0596,1.162568030969474,2016-01-07,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-07 23:00:00,0.0581,1.0935534372379248,2016-01-07,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-08 00:00:00,0.056100000000000004,0.9807642103156318,2016-01-08,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-08 01:00:00,0.056,0.9470855503627775,2016-01-08,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-08 02:00:00,0.0559,0.9289842042683407,2016-01-08,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-08 03:00:00,0.0562,0.9287674802881126,2016-01-08,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2016-01-08 04:00:00,0.055799999999999995,0.9147770683680644,2016-01-08,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
