DateTime,wind_high_frequency_original_gwh,wind_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind
2024-01-03 17:00:00,0.04739,0.05184160266365831,2024-01-03,17,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-03 18:00:00,0.046490000000000004,0.05087228927180899,2024-01-03,18,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-03 19:00:00,0.04865,0.053188149459050864,2024-01-03,19,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-03 20:00:00,0.04944,0.0540273634470053,2024-01-03,20,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-03 21:00:00,0.05298,0.05781154699066556,2024-01-03,21,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-03 22:00:00,0.05331,0.05812795220477341,2024-01-03,22,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-03 23:00:00,0.04872,0.05312034775627401,2024-01-03,23,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 00:00:00,0.04775,0.051925673682826134,2024-01-04,0,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 01:00:00,0.0494,0.05362210545855936,2024-01-04,1,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 02:00:00,0.047979999999999995,0.0520583725074424,2024-01-04,2,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 03:00:00,0.04715,0.051147582390330265,2024-01-04,3,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 04:00:00,0.04935,0.053501651461472476,2024-01-04,4,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 05:00:00,0.052090000000000004,0.05644064473911193,2024-01-04,5,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 06:00:00,0.047810000000000005,0.051839981483310336,2024-01-04,6,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 07:00:00,0.04432,0.04808925950834406,2024-01-04,7,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 08:00:00,0.037840000000000006,0.04112678552373194,2024-01-04,8,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 09:00:00,0.03671,0.039912466551279564,2024-01-04,9,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 10:00:00,0.04077,0.04427426083582427,2024-01-04,10,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 11:00:00,0.03616,0.0393214093551967,2024-01-04,11,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 12:00:00,0.0285,0.03109182715594279,2024-01-04,12,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 13:00:00,0.02431,0.026590398487835877,2024-01-04,13,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 14:00:00,0.02655,0.028997322919355743,2024-01-04,14,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 15:00:00,0.0294,0.03205997117593976,2024-01-04,15,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 16:00:00,0.03301,0.035939852306606,2024-01-04,16,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 17:00:00,0.03449,0.03753276429065524,2024-01-04,17,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 18:00:00,0.02986,0.03256416141487832,2024-01-04,18,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 19:00:00,0.026690000000000002,0.029169837973640155,2024-01-04,19,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 20:00:00,0.023899999999999998,0.02619518645419095,2024-01-04,20,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 21:00:00,0.033030000000000004,0.036049789371636394,2024-01-04,21,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 22:00:00,0.0445,0.04846405854051872,2024-01-04,22,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-04 23:00:00,0.047700000000000006,0.05208463641137104,2024-01-04,23,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 00:00:00,0.0476,0.05234242118797497,2024-01-05,0,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 01:00:00,0.04395,0.04860360042271769,2024-01-05,1,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 02:00:00,0.03633,0.04050824623209204,2024-01-05,2,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 03:00:00,0.03841,0.042788577666439086,2024-01-05,3,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 04:00:00,0.040420000000000005,0.04497087730022537,2024-01-05,4,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 05:00:00,0.030809999999999997,0.034657645287375756,2024-01-05,5,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 06:00:00,0.01925,0.022243695639105082,2024-01-05,6,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 07:00:00,0.01115,0.01354419528584705,2024-01-05,7,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 08:00:00,0.00887,0.01109607221422444,2024-01-05,8,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 09:00:00,0.00977,0.012063717736338953,2024-01-05,9,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 10:00:00,0.00888,0.011107897570373462,2024-01-05,10,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 11:00:00,0.00683,0.008905643759007575,2024-01-05,11,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 12:00:00,0.005809999999999999,0.007809912125864829,2024-01-05,12,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 13:00:00,0.00411,0.005983599132704248,2024-01-05,13,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 14:00:00,0.0027400000000000002,0.004511866751533428,2024-01-05,14,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 15:00:00,0.00124,0.002900580864580009,2024-01-05,15,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 16:00:00,0.00085,0.002482084416802709,2024-01-05,16,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 17:00:00,0.0009,0.002536805919485325,2024-01-05,17,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 18:00:00,0.00049,0.0020983187135155145,2024-01-05,18,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 19:00:00,0.00115,0.0028114020684890054,2024-01-05,19,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 20:00:00,0.00246,0.004226824085849043,2024-01-05,20,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 21:00:00,0.0030099999999999997,0.004833732528235866,2024-01-05,21,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 22:00:00,0.00464,0.006616962478853665,2024-01-05,22,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-05 23:00:00,0.008060000000000001,0.01035532061236525,2024-01-05,23,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 00:00:00,0.0077599999999999995,0.01016107237014762,2024-01-06,0,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 01:00:00,0.00656,0.008935865217913484,2024-01-06,1,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 02:00:00,0.00717,0.009623242961817765,2024-01-06,2,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 03:00:00,0.00747,0.009961559911271943,2024-01-06,3,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 04:00:00,0.00877,0.011366237671950392,2024-01-06,4,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 05:00:00,0.0101,0.012799144199938368,2024-01-06,5,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 06:00:00,0.009949999999999999,0.012639989388703704,2024-01-06,6,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 07:00:00,0.01036,0.013081477317071745,2024-01-06,7,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 08:00:00,0.01077,0.013522462901662136,2024-01-06,8,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 09:00:00,0.00878,0.01138471871397898,2024-01-06,9,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 10:00:00,0.00869,0.011288134107047822,2024-01-06,10,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 11:00:00,0.00895,0.011567497801475788,2024-01-06,11,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 12:00:00,0.010490000000000001,0.01322198345892327,2024-01-06,12,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 13:00:00,0.00975,0.012426834462422846,2024-01-06,13,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 14:00:00,0.009779999999999999,0.01245880382048268,2024-01-06,14,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 15:00:00,0.00879,0.011394647805787993,2024-01-06,15,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 16:00:00,0.00904,0.011662163346991238,2024-01-06,16,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 17:00:00,0.0095,0.012154216907587044,2024-01-06,17,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 18:00:00,0.011519999999999999,0.01432012380809828,2024-01-06,18,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 19:00:00,0.01263,0.015504048105938714,2024-01-06,19,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 20:00:00,0.01182,0.014616571088017782,2024-01-06,20,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 21:00:00,0.01235,0.015151501120307602,2024-01-06,21,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 22:00:00,0.011980000000000001,0.014685019474967786,2024-01-06,22,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-06 23:00:00,0.0134,0.016072684037495188,2024-01-06,23,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 00:00:00,0.013380000000000001,0.015775329903004974,2024-01-07,0,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 01:00:00,0.01434,0.016668786582988256,2024-01-07,1,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 02:00:00,0.015210000000000001,0.017534517026946767,2024-01-07,2,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 03:00:00,0.015439999999999999,0.01774713716032263,2024-01-07,3,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 04:00:00,0.01564,0.017944767609992494,2024-01-07,4,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 05:00:00,0.016239999999999997,0.018580763974250424,2024-01-07,5,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 06:00:00,0.01421,0.016395489757592245,2024-01-07,6,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 07:00:00,0.01322,0.015329706790040606,2024-01-07,7,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 08:00:00,0.013789999999999998,0.015941003827398558,2024-01-07,8,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 09:00:00,0.01365,0.015790027405956884,2024-01-07,9,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 10:00:00,0.01481,0.017035968032555394,2024-01-07,10,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 11:00:00,0.01517,0.017422498442097888,2024-01-07,11,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 12:00:00,0.01512,0.017368500440647798,2024-01-07,12,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 13:00:00,0.01789,0.02034403234750888,2024-01-07,13,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 14:00:00,0.020579999999999998,0.023233207084983134,2024-01-07,14,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 15:00:00,0.0195,0.02207118541463564,2024-01-07,15,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 16:00:00,0.0176,0.02002648954181507,2024-01-07,16,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 17:00:00,0.01671,0.019063505585312404,2024-01-07,17,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 18:00:00,0.014070000000000001,0.01621358712882202,2024-01-07,18,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 19:00:00,0.01177,0.013715358803176522,2024-01-07,19,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 20:00:00,0.0103,0.01208166466516829,2024-01-07,20,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 21:00:00,0.01031,0.011983652849553534,2024-01-07,21,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 22:00:00,0.00922,0.010595084523094947,2024-01-07,22,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-07 23:00:00,0.01013,0.01113773510213465,2024-01-07,23,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-01-08 00:00:00,0.009949999999999999,0.010074306773426876,2024-01-08,0,1,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
