DateTime,nuclear_high_frequency_original_gwh,nuclear_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind
2024-01-01 13:00:00,3.0139,2.960132980992109,2024-01-01,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-01 14:00:00,3.014,2.9602320176840915,2024-01-01,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-01 15:00:00,3.0136,2.9598321901961873,2024-01-01,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-01 16:00:00,3.0139,2.9601323220294384,2024-01-01,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-01 17:00:00,3.0179,2.964129908492067,2024-01-01,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-01 18:00:00,3.0191,2.965331409542205,2024-01-01,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-01 19:00:00,3.0214000000000003,2.9676345992109816,2024-01-01,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-01 20:00:00,3.0224,2.9686442743186885,2024-01-01,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-01 21:00:00,3.0254000000000003,2.9716627469091716,2024-01-01,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-01 22:00:00,3.0336,2.9798977199323065,2024-01-01,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-01 23:00:00,3.0295,2.975886162405459,2024-01-01,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 00:00:00,3.0236,2.9701609758685503,2024-01-02,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 01:00:00,3.0234,2.9700459020566377,2024-01-02,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 02:00:00,3.0234,2.9700882746902146,2024-01-02,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 03:00:00,3.0239000000000003,2.9706090094957114,2024-01-02,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 04:00:00,3.0181999999999998,2.964924742552509,2024-01-02,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 05:00:00,3.0175,2.9642306677405617,2024-01-02,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 06:00:00,3.0159000000000002,2.9626347535755233,2024-01-02,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 07:00:00,3.0101999999999998,2.9569412076977404,2024-01-02,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 08:00:00,3.0083,2.9550435610138175,2024-01-02,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 09:00:00,3.0108,2.957541592131607,2024-01-02,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 10:00:00,3.01,2.95674238922236,2024-01-02,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 11:00:00,3.0099,2.956642382172865,2024-01-02,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 12:00:00,3.008,2.9547437772796328,2024-01-02,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 13:00:00,3.0068,2.953544160306929,2024-01-02,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 14:00:00,3.0061,2.9528433619812557,2024-01-02,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 15:00:00,3.007,2.9537396752863785,2024-01-02,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 16:00:00,3.006,2.9527348196479086,2024-01-02,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 17:00:00,3.0079000000000002,2.954621586816949,2024-01-02,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 18:00:00,3.009,2.955697554528574,2024-01-02,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 19:00:00,3.0078,2.95445255567271,2024-01-02,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 20:00:00,3.0071999999999997,2.9537609339339106,2024-01-02,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 21:00:00,3.0061,2.9524776000170676,2024-01-02,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 22:00:00,3.0079000000000002,2.953907324190707,2024-01-02,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-02 23:00:00,3.0065999999999997,2.951871192119888,2024-01-02,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 00:00:00,3.0089,2.9526945083054263,2024-01-03,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 01:00:00,3.0058000000000002,2.948860000125347,2024-01-03,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 02:00:00,3.0076,2.950289725170458,2024-01-03,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 03:00:00,3.0078,2.9503052205254865,2024-01-03,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 04:00:00,3.0059,2.948314775048663,2024-01-03,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 05:00:00,3.004,2.9463704149995995,2024-01-03,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 06:00:00,3.0061999999999998,2.948545405416068,2024-01-03,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 07:00:00,3.0057,2.948034367052403,2024-01-03,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 08:00:00,3.0061999999999998,2.9485282179537213,2024-01-03,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 09:00:00,3.0113000000000003,2.953620861978348,2024-01-03,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 10:00:00,3.0144,2.9567168741445244,2024-01-03,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 11:00:00,3.0088000000000004,2.951121701770192,2024-01-03,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 12:00:00,3.0046,2.946926123282777,2024-01-03,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 13:00:00,3.005,2.9473275690089094,2024-01-03,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 14:00:00,3.0037,2.946032624602752,2024-01-03,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 15:00:00,3.0028,2.9451413374496087,2024-01-03,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 16:00:00,3.005,2.9473552227741444,2024-01-03,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 17:00:00,3.005,2.9473869958329386,2024-01-03,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 18:00:00,3.0054000000000003,2.9478501980389495,2024-01-03,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 19:00:00,3.0065999999999997,2.949176250101609,2024-01-03,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 20:00:00,3.0116,2.954426013329383,2024-01-03,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 21:00:00,3.0095,2.952836455705494,2024-01-03,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 22:00:00,3.0098000000000003,2.9541532826570647,2024-01-03,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-03 23:00:00,3.0116,2.9579858547261337,2024-01-03,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 00:00:00,3.0119000000000002,2.962353975621894,2024-01-04,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 01:00:00,3.0138000000000003,2.966286457551398,2024-01-04,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 02:00:00,3.0138000000000003,2.967303555236377,2024-01-04,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 03:00:00,3.0113000000000003,2.9653143587000383,2024-01-04,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 04:00:00,3.0113000000000003,2.965568632375082,2024-01-04,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 05:00:00,3.0109,2.9652961288058255,2024-01-04,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 06:00:00,3.0031,2.9575667295890957,2024-01-04,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 07:00:00,2.9294000000000002,2.8839649825617366,2024-01-04,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 08:00:00,2.9215999999999998,2.8761878973303174,2024-01-04,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 09:00:00,2.9258,2.8803920296721772,2024-01-04,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 10:00:00,2.925,2.8795966733443894,2024-01-04,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 11:00:00,2.9221,2.8767011736891193,2024-01-04,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 12:00:00,2.9192,2.8738045788928255,2024-01-04,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 13:00:00,2.9205,2.875103495438947,2024-01-04,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 14:00:00,2.9215,2.8761020267350275,2024-01-04,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 15:00:00,2.9203,2.874901603151975,2024-01-04,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 16:00:00,2.9224,2.87699651089431,2024-01-04,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 17:00:00,2.9255,2.8800872254255347,2024-01-04,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 18:00:00,2.9353000000000002,2.889865360844639,2024-01-04,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 19:00:00,2.9478,2.902328012375136,2024-01-04,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 20:00:00,2.9519,2.9063721549246635,2024-01-04,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 21:00:00,2.9947,2.949029226115848,2024-01-04,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 22:00:00,3.0198,2.9738979346438654,2024-01-04,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-04 23:00:00,3.0213,2.9749792760797575,2024-01-04,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 00:00:00,3.0231999999999997,2.976042950388704,2024-01-05,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 01:00:00,3.0221999999999998,2.974626546253386,2024-01-05,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 02:00:00,3.0221999999999998,2.974417892947555,2024-01-05,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 03:00:00,3.0225,2.974613295195798,2024-01-05,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 04:00:00,3.0206,2.97266284433707,2024-01-05,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 05:00:00,3.0187,2.970738473743243,2024-01-05,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 06:00:00,3.0188,2.970825337312215,2024-01-05,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 07:00:00,3.0191999999999997,2.9712184452722274,2024-01-05,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 08:00:00,3.0181999999999998,2.9702160653422243,2024-01-05,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 09:00:00,3.0175,2.969515023227908,2024-01-05,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 10:00:00,3.0159000000000002,2.9679155645448034,2024-01-05,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 11:00:00,2.8491999999999997,2.801365341499837,2024-01-05,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 12:00:00,3.0174000000000003,2.96941307961884,2024-01-05,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 13:00:00,3.0175,2.969512193292477,2024-01-05,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 14:00:00,3.0143,2.9663136401524763,2024-01-05,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 15:00:00,3.0136,2.9656114690666664,2024-01-05,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 16:00:00,3.0123,2.9643070749037603,2024-01-05,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 17:00:00,3.0134000000000003,2.965394968399612,2024-01-05,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 18:00:00,3.0136999999999996,2.965672478681624,2024-01-05,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 19:00:00,3.014,2.9659277746116963,2024-01-05,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 20:00:00,3.0151999999999997,2.967037827678967,2024-01-05,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 21:00:00,3.0178000000000003,2.969457754613859,2024-01-05,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 22:00:00,3.0173,2.9686027502974106,2024-01-05,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-05 23:00:00,3.018,2.9685912086176303,2024-01-05,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 00:00:00,3.0181,2.9672692979655295,2024-01-06,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 01:00:00,3.0174000000000003,2.965859019018549,2024-01-06,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 02:00:00,3.0169,2.9650040146465844,2024-01-06,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 03:00:00,3.0196,2.9675238512681075,2024-01-06,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 04:00:00,3.0176,2.965436790396592,2024-01-06,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 05:00:00,3.0156,2.9633941603794747,2024-01-06,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 06:00:00,3.0156,2.9633719403046124,2024-01-06,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 07:00:00,3.0179,2.9656587495442164,2024-01-06,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 08:00:00,3.0181,2.9658529986397166,2024-01-06,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 09:00:00,3.0185,2.9662498278095684,2024-01-06,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 10:00:00,3.0184,2.966148463409774,2024-01-06,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 11:00:00,3.0175,2.965248448732401,2024-01-06,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 12:00:00,3.0197,2.967445852878568,2024-01-06,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 13:00:00,3.0175,2.965247134844961,2024-01-06,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 14:00:00,3.0187,2.966444908100817,2024-01-06,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 15:00:00,3.0174000000000003,2.965143922065158,2024-01-06,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 16:00:00,3.0181,2.9658390385856697,2024-01-06,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 17:00:00,3.0191999999999997,2.966929574759938,2024-01-06,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 18:00:00,3.0193000000000003,2.967012557512427,2024-01-06,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 19:00:00,3.0213,2.9689769076109758,2024-01-06,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 20:00:00,3.0216999999999996,2.9693088589602334,2024-01-06,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 21:00:00,3.0225999999999997,2.970072673495894,2024-01-06,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 22:00:00,3.0229,2.970101656535973,2024-01-06,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-06 23:00:00,3.0238,2.9704593525342533,2024-01-06,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 00:00:00,3.0233000000000003,2.968876819311136,2024-01-07,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 01:00:00,3.0228,2.9678357782565548,2024-01-07,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 02:00:00,3.0223,2.967065483351254,2024-01-07,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 03:00:00,3.022,2.9666303812570463,2024-01-07,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 04:00:00,3.0221,2.966662605238076,2024-01-07,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 05:00:00,3.0214000000000003,2.965929394744685,2024-01-07,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 06:00:00,3.0205,2.965013287660708,2024-01-07,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 07:00:00,3.0205,2.9650048323939733,2024-01-07,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 08:00:00,3.0205,2.9650006130821884,2024-01-07,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 09:00:00,3.0197,2.9641992416437493,2024-01-07,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 10:00:00,3.0201,2.96459786763657,2024-01-07,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 11:00:00,3.019,2.9634984197638596,2024-01-07,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 12:00:00,3.0209,2.965396619151562,2024-01-07,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 13:00:00,3.0219,2.9663959400376556,2024-01-07,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 14:00:00,3.0197,2.964198568375198,2024-01-07,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 15:00:00,3.0204,2.964899324164362,2024-01-07,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 16:00:00,3.0202,2.9647023284663514,2024-01-07,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 17:00:00,3.0202,2.9647080010707287,2024-01-07,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 18:00:00,3.0221999999999998,2.9667175547375324,2024-01-07,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 19:00:00,3.0261,2.9706367584648117,2024-01-07,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 20:00:00,3.0265,2.971081843579983,2024-01-07,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 21:00:00,3.0244,2.969074631066345,2024-01-07,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 22:00:00,3.026,2.9708549754000853,2024-01-07,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-07 23:00:00,3.0258000000000003,2.971018731145599,2024-01-07,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 00:00:00,3.0264,2.9723453408624176,2024-01-08,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 01:00:00,3.0261,2.9724091868241556,2024-01-08,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 02:00:00,3.0268,2.9732903429775663,2024-01-08,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 03:00:00,3.0252,2.9717826795820477,2024-01-08,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 04:00:00,3.0339,2.9805202785705043,2024-01-08,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 05:00:00,3.0331,2.979743721961006,2024-01-08,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 06:00:00,3.0277,2.9743599510191405,2024-01-08,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 07:00:00,3.0204,2.967072209647526,2024-01-08,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 08:00:00,3.0206999999999997,2.967374766282983,2024-01-08,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 09:00:00,3.0191,2.9657776032330996,2024-01-08,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 10:00:00,3.0244,2.971073480081469,2024-01-08,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 11:00:00,3.0206999999999997,2.967377066756095,2024-01-08,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 12:00:00,3.0198,2.966477844732991,2024-01-08,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 13:00:00,3.0201,2.966777240263642,2024-01-08,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 14:00:00,3.0214000000000003,2.9680752668021273,2024-01-08,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 15:00:00,3.0274,2.9740681866157113,2024-01-08,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2024-01-08 16:00:00,3.0219,2.9685697773941184,2024-01-08,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
