DateTime,wind_high_frequency_original_gwh,wind_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind,nuclear_high_frequency_original_gwh,nuclear_benchmarked_gwh,water_high_frequency_original_gwh,water_benchmarked_gwh,solar_high_frequency_original_gwh,solar_benchmarked_gwh
2024-01-01 10:00:00,0.02981,0.03547936055190436,2024-01-01,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0158,2.9620456632653718,0.53786,1.9344772049621723,0.9038543541403525,0.9260718870663169
2024-01-01 11:00:00,0.02422,0.029474174038213515,2024-01-01,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0148,2.9610382768704064,0.51376,1.9006062025673751,0.8786596543234862,0.9016262935406053
2024-01-01 12:00:00,0.02052,0.025499206282384362,2024-01-01,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.014,2.960234885298352,0.6219,2.0535844828496876,0.6289232413131003,0.6592447446275405
2024-01-01 13:00:00,0.01811,0.022909929366574832,2024-01-01,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0139,2.960132980992109,0.6159600000000001,2.0452606428107813,0.5543480993977316,0.5868648073832112
2024-01-01 14:00:00,0.01661,0.021298055766528,2024-01-01,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.014,2.9602320176840915,0.5955400000000001,2.016468869191803,0.3954847470590794,0.43267482626083087
2024-01-01 15:00:00,0.02067,0.02565921842973368,2024-01-01,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0136,2.9598321901961873,0.83189,2.350693788089952,0.12853392080987702,0.17357446099692253
2024-01-01 16:00:00,0.02607,0.03145921888743219,2024-01-01,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0139,2.9601323220294384,1.1378300000000001,2.7833886391055795,0.0,0.04880709777545945
2024-01-01 17:00:00,0.03058,0.03630143906194682,2024-01-01,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0179,2.964129908492067,1.43355,3.201835880097744,0.0,0.04877202110617598
2024-01-01 18:00:00,0.03351,0.039442984798604065,2024-01-01,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0191,2.965331409542205,1.09331,2.7216743778333536,0.0,0.04870168144807823
2024-01-01 19:00:00,0.04194,0.04848718713837825,2024-01-01,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0214000000000003,2.9676345992109816,1.03043,2.634407488703916,0.0,0.04856090897211732
2024-01-01 20:00:00,0.03857,0.04484118926638851,2024-01-01,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0224,2.9686442743186885,0.8406300000000001,2.369343676649902,0.0,0.0482793174403128
2024-01-01 21:00:00,0.046009999999999995,0.052783684286609164,2024-01-01,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0254000000000003,2.9716627469091716,0.75208,2.2506527243558905,0.0,0.047716111086762415
2024-01-01 22:00:00,0.05119,0.05824733525345669,2024-01-01,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0336,2.9798977199323065,0.62736,2.08731651880039,0.0,0.04658968673469094
2024-01-01 23:00:00,0.05261,0.059569815748997584,2024-01-01,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0295,2.975886162405459,0.58038,2.04684765076801,0.0,0.04433683220806267
2024-01-02 00:00:00,0.05066,0.057068569295223755,2024-01-02,0,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0236,2.9701609758685503,0.59756,2.1230207670458885,0.0,0.03983112024356347
2024-01-02 01:00:00,0.05158,0.057853867264909396,2024-01-02,1,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0234,2.9700459020566377,0.52621,2.0481016815317687,0.0,0.03757826447795519
2024-01-02 02:00:00,0.05175,0.05793495038922068,2024-01-02,2,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0234,2.9700882746902146,0.51685,2.047841830295635,0.0,0.03645183702843389
2024-01-02 03:00:00,0.055,0.06137585628669049,2024-01-02,3,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0239000000000003,2.9706090094957114,0.52726,2.0690435890961103,0.0,0.03588862417023886
2024-01-02 04:00:00,0.05804,0.06461653507104863,2024-01-02,4,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0181999999999998,2.964924742552509,0.60585,2.183383754195985,0.0,0.035607019474272555
2024-01-02 05:00:00,0.05901,0.0656459732184381,2024-01-02,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0175,2.9642306677405617,0.75973,2.402534702226408,0.0,0.03546622059255179
2024-01-02 06:00:00,0.05804,0.06459749030989308,2024-01-02,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0159000000000002,2.9626347535755233,1.01181,2.75969343739392,0.0,0.03539582808421625
2024-01-02 07:00:00,0.06049,0.06722650696044005,2024-01-02,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0101999999999998,2.9569412076977404,1.02011,2.7718318603221848,0.02433646964198919,0.0589806741002995
2024-01-02 08:00:00,0.05799,0.06453900154583599,2024-01-02,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0083,2.9550435610138175,1.10944,2.8983140210621965,0.10340828638625771,0.13570713246914953
2024-01-02 09:00:00,0.05725,0.06374316491252055,2024-01-02,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0108,2.957541592131607,1.26136,3.11317383105418,0.22109710498517587,0.2499225841150549
2024-01-02 10:00:00,0.05697,0.06344191950954207,2024-01-02,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.01,2.95674238922236,1.33278,3.2141853779410035,0.36418959843940063,0.3887983259856954
2024-01-02 11:00:00,0.055189999999999996,0.061529298757545765,2024-01-02,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0099,2.956642382172865,1.4204299999999999,3.3381141839672086,0.44471188526248867,0.4669482132477024
2024-01-02 12:00:00,0.05767,0.0641935179881192,2024-01-02,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.008,2.9547437772796328,1.4351099999999999,3.358876420676376,0.39652762144353676,0.4201819373352596
2024-01-02 13:00:00,0.05475,0.061056110844716835,2024-01-02,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0068,2.953544160306929,1.69143,3.721219529171748,0.21125567047785535,0.24036483976325068
2024-01-02 14:00:00,0.05226,0.058380492914780334,2024-01-02,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0061,2.9528433619812557,1.8848600000000002,3.9946511713909327,0.09898070140790571,0.13139722437365087
2024-01-02 15:00:00,0.0533,0.05949697015055349,2024-01-02,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.007,2.9537396752863785,2.2184099999999995,4.466149049774497,0.02958545465391432,0.06404949912384257
2024-01-02 16:00:00,0.05534,0.061686968627345955,2024-01-02,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.006,2.9527348196479086,2.40716,4.732932158664562,0.0,0.03534440701193251
2024-01-02 17:00:00,0.05575,0.06212405618014225,2024-01-02,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0079000000000002,2.954621586816949,2.21536,4.461717198802897,0.0,0.03536330305051765
2024-01-02 18:00:00,0.05784,0.06436267919016063,2024-01-02,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.009,2.955697554528574,1.4666299999999999,3.403127686923452,0.0,0.035401146691470924
2024-01-02 19:00:00,0.054740000000000004,0.0610185520232312,2024-01-02,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0078,2.95445255567271,0.8461999999999998,2.5257449492060307,0.0,0.035476859755268944
2024-01-02 20:00:00,0.06024,0.06690036663789897,2024-01-02,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0071999999999997,2.9537609339339106,0.70259,2.3220856736013653,0.0,0.03562829877381072
2024-01-02 21:00:00,0.05972,0.06628731432033036,2024-01-02,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0061,2.9524776000170676,0.607,2.1856611101593155,0.0,0.035931183256367134
2024-01-02 22:00:00,0.056119999999999996,0.062310836169526665,2024-01-02,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0079000000000002,2.953907324190707,0.52825,2.0717464521888567,0.0,0.036536955444216423
2024-01-02 23:00:00,0.056600000000000004,0.06260900143188575,2024-01-02,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0065999999999997,2.951871192119888,0.5426,2.086849563307494,0.0,0.037748501431283256
2024-01-03 00:00:00,0.05093,0.05608229361701982,2024-01-03,0,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0089,2.9526945083054263,0.5173300000000001,2.04076212430342,0.0,0.040171594211100996
2024-01-03 01:00:00,0.047240000000000004,0.051900357819259106,2024-01-03,1,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0058000000000002,2.948860000125347,0.5251600000000001,2.0466483519763243,0.0,0.04138314111102697
2024-01-03 02:00:00,0.04529,0.04969658159245634,2024-01-03,2,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0076,2.950289725170458,0.49738000000000004,2.004786426424838,0.0,0.04198891558102409
2024-01-03 03:00:00,0.043429999999999996,0.04764388060477098,2024-01-03,3,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0078,2.9503052205254865,0.48685999999999996,1.988619374220371,0.0,0.04229180485609101
2024-01-03 04:00:00,0.04803,0.05255876716918381,2024-01-03,4,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0059,2.948314775048663,0.4851,1.9854835056075357,0.0,0.042443253573761205
2024-01-03 05:00:00,0.05009,0.05475836268884576,2024-01-03,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.004,2.9463704149995995,0.6726099999999999,2.250229369318866,0.0,0.04251898609286962
2024-01-03 06:00:00,0.047979999999999995,0.05248465464055352,2024-01-03,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0061999999999998,2.948545405416068,0.87686,2.5388012310430517,0.0,0.04255686867297058
2024-01-03 07:00:00,0.04707,0.05150358263493366,2024-01-03,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0057,2.948034367052403,1.25458,3.072676329136215,0.039714612143478066,0.08112129643247162
2024-01-03 08:00:00,0.05037,0.05504728459049722,2024-01-03,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0061999999999998,2.9485282179537213,1.04516,2.7765922176562614,0.3279956825672487,0.36092521377347253
2024-01-03 09:00:00,0.05021,0.054874531846725395,2024-01-03,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0113000000000003,2.953620861978348,0.812,2.4469676860209195,0.6211533170159289,0.645457488430184
2024-01-03 10:00:00,0.04814,0.052650162603666825,2024-01-03,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0144,2.9567168741445244,0.74148,2.34726404259787,0.8871139067698663,0.903591179871608
2024-01-03 11:00:00,0.04711,0.05154333584050336,2024-01-03,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0088000000000004,2.951121701770192,0.6316999999999999,2.1920620363045584,0.9285038183083858,0.9437644934564511
2024-01-03 12:00:00,0.04995,0.05459438832480728,2024-01-03,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0046,2.946926123282777,0.61966,2.175022269983331,0.8021110253831942,0.8210945617411276
2024-01-03 13:00:00,0.05219,0.057000837814868914,2024-01-03,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.005,2.9473275690089094,0.76156,2.3755809661832807,0.6879365306729663,0.7102843307053143
2024-01-03 14:00:00,0.053399999999999996,0.05830064366522917,2024-01-03,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0037,2.946032624602752,0.85559,2.5084355476848756,0.33046428352048335,0.36334142631110705
2024-01-03 15:00:00,0.05751,0.06271597165486105,2024-01-03,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0028,2.9451413374496087,1.47591,3.385201690715344,0.08482394473707615,0.12494370796257684
2024-01-03 16:00:00,0.0528,0.0576551110985815,2024-01-03,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.005,2.9473552227741444,1.73346,3.749008190203697,0.0,0.04263921497040003
2024-01-03 17:00:00,0.04739,0.05184160266365831,2024-01-03,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.005,2.9473869958329386,2.35908,4.632855897696021,0.0,0.04268379943010011
2024-01-03 18:00:00,0.046490000000000004,0.05087228927180899,2024-01-03,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0054000000000003,2.9478501980389495,2.01803,4.149641313000393,0.0,0.04277294061940796
2024-01-03 19:00:00,0.04865,0.053188149459050864,2024-01-03,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0065999999999997,2.949176250101609,1.40436,3.2799469556296503,0.0,0.04295120913297748
2024-01-03 20:00:00,0.04944,0.0540273634470053,2024-01-03,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0116,2.954426013329383,0.9404899999999999,2.6198229447019004,0.0,0.04330773922759346
2024-01-03 21:00:00,0.05298,0.05781154699066556,2024-01-03,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0095,2.952836455705494,0.77376,2.375362080170319,0.0,0.04402079595056387
2024-01-03 22:00:00,0.05331,0.05812795220477341,2024-01-03,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0098000000000003,2.9541532826570647,0.57565,2.0777752815006623,0.0,0.045446907663373934
2024-01-03 23:00:00,0.04872,0.05312034775627401,2024-01-03,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0116,2.9579858547261337,0.53161,1.9804541679203056,0.0,0.04829913022242871
2024-01-04 00:00:00,0.04775,0.051925673682826134,2024-01-04,0,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0119000000000002,2.962353975621894,0.5151300000000001,1.8870279048247451,0.0,0.05400357490725553
2024-01-04 01:00:00,0.0494,0.05362210545855936,2024-01-04,1,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0138000000000003,2.966286457551398,0.48844000000000004,1.8142332854330006,0.0,0.05685579593804838
2024-01-04 02:00:00,0.047979999999999995,0.0520583725074424,2024-01-04,2,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0138000000000003,2.967303555236377,0.47581,1.7788467209792989,0.0,0.058281903830203714
2024-01-04 03:00:00,0.04715,0.051147582390330265,2024-01-04,3,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0113000000000003,2.9653143587000383,0.49503,1.797250498637824,0.0,0.058994952529799104
2024-01-04 04:00:00,0.04935,0.053501651461472476,2024-01-04,4,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0113000000000003,2.965568632375082,0.5435099999999999,1.8614002120006417,0.0,0.05935146638663233
2024-01-04 05:00:00,0.052090000000000004,0.05644064473911193,2024-01-04,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0109,2.9652961288058255,0.69761,2.0770491528116795,0.0,0.059529702329119985
2024-01-04 06:00:00,0.047810000000000005,0.051839981483310336,2024-01-04,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0031,2.9575667295890957,1.49356,3.2011327625433674,0.0,0.05961877832850592
2024-01-04 07:00:00,0.04432,0.04808925950834406,2024-01-04,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9294000000000002,2.8839649825617366,2.43424,4.530359023492759,0.023324490552560508,0.08230107334880213
2024-01-04 08:00:00,0.037840000000000006,0.04112678552373194,2024-01-04,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9215999999999998,2.8761878973303174,1.77238,3.5944593627770614,0.133964134820567,0.1897056566925731
2024-01-04 09:00:00,0.03671,0.039912466551279564,2024-01-04,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9258,2.8803920296721772,2.09488,4.0502181821656205,0.3159088973318194,0.3663048418309805
2024-01-04 10:00:00,0.04077,0.04427426083582427,2024-01-04,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.925,2.8795966733443894,1.3474499999999998,2.9935594036625175,0.5948739876170233,0.6370621552373343
2024-01-04 11:00:00,0.03616,0.0393214093551967,2024-01-04,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9221,2.8767011736891193,1.5611300000000001,3.295589269420031,0.935721116786365,0.9678760816481569
2024-01-04 12:00:00,0.0285,0.03109182715594279,2024-01-04,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9192,2.8738045788928255,1.7665600000000001,3.58597329147496,0.9988376058142234,1.0291322956850881
2024-01-04 13:00:00,0.02431,0.026590398487835877,2024-01-04,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9205,2.875103495438947,2.54438,4.685512960464404,0.904285696891344,0.9373574331940235
2024-01-04 14:00:00,0.02655,0.028997322919355743,2024-01-04,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9215,2.8761020267350275,3.96914,6.699589146066255,0.5111309453400409,0.5557627846487415
2024-01-04 15:00:00,0.0294,0.03205997117593976,2024-01-04,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9203,2.874901603151975,4.78506,7.8529884300943475,0.1234057418620513,0.17942334325176035
2024-01-04 16:00:00,0.03301,0.035939852306606,2024-01-04,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9224,2.87699651089431,5.72476,9.18135981617818,0.0,0.05959332401904385
2024-01-04 17:00:00,0.03449,0.03753276429065524,2024-01-04,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9255,2.8800872254255347,5.53748,8.916581780304407,0.0,0.059478756387161456
2024-01-04 18:00:00,0.02986,0.03256416141487832,2024-01-04,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9353000000000002,2.889865360844639,5.46021,8.807284798919085,0.0,0.05924955584119808
2024-01-04 19:00:00,0.026690000000000002,0.029169837973640155,2024-01-04,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9478,2.902328012375136,4.90076,8.016298007556868,0.0,0.05879112210817197
2024-01-04 20:00:00,0.023899999999999998,0.02619518645419095,2024-01-04,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9519,2.9063721549246635,3.28268,5.728668424122105,0.0,0.057874238321570105
2024-01-04 21:00:00,0.033030000000000004,0.036049789371636394,2024-01-04,21,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9947,2.949029226115848,2.34681,4.405170051932247,0.0,0.05604046258809158
2024-01-04 22:00:00,0.0445,0.04846405854051872,2024-01-04,22,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0198,2.9738979346438654,1.4163,3.08872503526293,0.0,0.05237290704099709
2024-01-04 23:00:00,0.047700000000000006,0.05208463641137104,2024-01-04,23,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0213,2.9749792760797575,0.9664599999999999,2.4507224788757775,0.0,0.045037793906739426
2024-01-05 00:00:00,0.0476,0.05234242118797497,2024-01-05,0,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0231999999999997,2.976042950388704,0.6307299999999999,1.9719344441348605,0.0,0.030367566618189738
2024-01-05 01:00:00,0.04395,0.04860360042271769,2024-01-05,1,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0221999999999998,2.974626546253386,0.5967899999999999,1.921860924158727,0.0,0.023032453194245996
2024-01-05 02:00:00,0.03633,0.04050824623209204,2024-01-05,2,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0221999999999998,2.974417892947555,0.56123,1.8705447648820264,0.0,0.019364896922936286
2024-01-05 03:00:00,0.03841,0.042788577666439086,2024-01-05,3,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0225,2.974613295195798,0.59274,1.9145645382369385,0.0,0.01753111966860578
2024-01-05 04:00:00,0.040420000000000005,0.04497087730022537,2024-01-05,4,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0206,2.97266284433707,0.6374599999999999,1.9775202257421078,0.0,0.01661423280408919
2024-01-05 05:00:00,0.030809999999999997,0.034657645287375756,2024-01-05,5,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0187,2.970738473743243,1.2713900000000002,2.8735322035371684,0.0,0.016155792897128256
2024-01-05 06:00:00,0.01925,0.022243695639105082,2024-01-05,6,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0188,2.970825337312215,1.8917799999999998,3.7504690487098915,0.0,0.015926579994242497
2024-01-05 07:00:00,0.01115,0.01354419528584705,2024-01-05,7,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0191999999999997,2.9712184452722274,2.6613499999999997,4.83832398793634,0.022593203128686075,0.03774006955211047
2024-01-05 08:00:00,0.00887,0.01109607221422444,2024-01-05,8,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0181999999999998,2.9702160653422243,2.4013,4.470692643415528,0.0896534779966217,0.10276888927173432
2024-01-05 09:00:00,0.00977,0.012063717736338953,2024-01-05,9,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0175,2.969515023227908,2.4055299999999997,4.476663518758062,0.13130995125870742,0.14317046019503293
2024-01-05 10:00:00,0.00888,0.011107897570373462,2024-01-05,10,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0159000000000002,2.9679155645448034,2.06834,3.9999960729797035,0.16203706020723313,0.1729788179193549
2024-01-05 11:00:00,0.00683,0.008905643759007575,2024-01-05,11,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.8491999999999997,2.801365341499837,2.2163,4.209152435627797,0.17074497727868082,0.18142352028179803
2024-01-05 12:00:00,0.005809999999999999,0.007809912125864829,2024-01-05,12,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0174000000000003,2.96941307961884,2.10311,4.049137750553579,0.18195551243529445,0.19230104858903085
2024-01-05 13:00:00,0.00411,0.005983599132704248,2024-01-05,13,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0175,2.969512193292477,2.29333,4.318028488175787,0.135785806067401,0.14748994453271164
2024-01-05 14:00:00,0.0027400000000000002,0.004511866751533428,2024-01-05,14,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0143,2.9663136401524763,2.54028,4.667105160820141,0.0861419628509822,0.09930907743039442
2024-01-05 15:00:00,0.00124,0.002900580864580009,2024-01-05,15,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0136,2.9656114690666664,4.07371,6.8347704706719785,0.03877086531497071,0.05333690295988929
2024-01-05 16:00:00,0.00085,0.002482084416802709,2024-01-05,16,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0123,2.9643070749037603,5.44683,8.775778323557818,0.0,0.01571681556282773
2024-01-05 17:00:00,0.0009,0.002536805919485325,2024-01-05,17,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0134000000000003,2.965394968399612,5.72846,9.17374562485306,0.0,0.01573595646181864
2024-01-05 18:00:00,0.00049,0.0020983187135155145,2024-01-05,18,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0136999999999996,2.965672478681624,3.97961,6.7012104654838565,0.0,0.015774406147229927
2024-01-05 19:00:00,0.00115,0.0028114020684890054,2024-01-05,19,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.014,2.9659277746116963,2.65959,4.834575597944154,0.0,0.0158513894617672
2024-01-05 20:00:00,0.00246,0.004226824085849043,2024-01-05,20,1,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,3.0151999999999997,2.967037827678967,1.54583,3.2589022268706285,0.0,0.016005398062699145
