DateTime,nuclear_high_frequency_original_gwh,kalman_filtered,hourly_reconciled
2026-01-02 07:00:00,1.9587,1.9591054085433683,1.952605905742646
2026-01-02 08:00:00,1.9604000000000001,1.9596108017760037,1.95310962228922
2026-01-02 09:00:00,1.96195,1.9605239971676034,1.9540197880755827
2026-01-02 10:00:00,1.9626,1.9613344441831853,1.954827546362613
2026-01-02 11:00:00,1.96105,1.9612234005296003,1.954716871106019
2026-01-02 12:00:00,1.9606,1.9609800323169744,1.9544743102886322
2026-01-02 13:00:00,1.96112,1.961034674049257,1.9545287707422094
2026-01-02 14:00:00,1.96045,1.9608064241977086,1.9543012781294204
2026-01-02 15:00:00,1.9609,1.9608429550870283,1.9543376878243337
2026-01-02 16:00:00,1.96058,1.9607403005230803,1.9542353738258413
2026-01-02 17:00:00,1.96045,1.9606269706234865,1.9541224199080585
2026-01-02 18:00:00,1.96018,1.9604524785648993,1.9539485067420714
2026-01-02 19:00:00,1.9591500000000002,1.959944006298239,1.9534417213764357
2026-01-02 20:00:00,1.96055,1.9601805790906213,1.9536775093179775
2026-01-02 21:00:00,1.96162,1.9607425120330852,1.9542375779989691
2026-01-02 22:00:00,1.9618499999999999,1.9611748622705572,1.9546684938768772
2026-01-02 23:00:00,1.96218,1.961567256182725,1.95505958598807
2026-01-03 00:00:00,1.96305,1.9621461018773603,1.957448823685024
2026-01-03 01:00:00,1.96395,1.9628503224242175,1.95815135836363
2026-01-03 02:00:00,1.9631800000000001,1.9629790246606633,1.9582797524934532
2026-01-03 03:00:00,1.9637200000000001,1.9632682926920042,1.958568328031807
2026-01-03 04:00:00,1.9627999999999999,1.9630854767494,1.9583859497412917
2026-01-03 05:00:00,1.9626,1.9628959523535052,1.9581968790571826
2026-01-03 06:00:00,1.96268,1.962811647102243,1.9581127756284136
2026-01-03 07:00:00,1.9630999999999998,1.9629242166718865,1.9582250757122202
2026-01-03 08:00:00,1.963,1.9629538015891814,1.9582545898047243
2026-01-03 09:00:00,1.96382,1.9632919552303973,1.958591933923284
2026-01-03 10:00:00,1.96375,1.9634707705049887,1.9587703211231826
2026-01-03 11:00:00,1.96335,1.9634236231245463,1.9587232866111763
2026-01-03 12:00:00,1.9638499999999999,1.9635900756268416,1.9588893406346282
2026-01-03 13:00:00,1.9635799999999999,1.9635861422209828,1.9588854166451435
2026-01-03 14:00:00,1.9635,1.9635525133141134,1.9588518682441705
2026-01-03 15:00:00,1.9623199999999998,1.963071354655994,1.9583718614554606
2026-01-03 16:00:00,1.96092,1.9622314911773897,1.9575340085674025
2026-01-03 17:00:00,1.96225,1.962238716803392,1.9575412168956228
2026-01-03 18:00:00,1.9621,1.9621845633997617,1.9574871931324926
2026-01-03 19:00:00,1.96255,1.962327225537513,1.957629513744326
2026-01-03 20:00:00,1.96355,1.9628045822628448,1.9581057277018825
2026-01-03 21:00:00,1.9643499999999998,1.9634078951164495,1.9587075962551328
2026-01-03 22:00:00,1.9644000000000001,1.963795201159327,1.9590939751069987
2026-01-03 23:00:00,1.9640499999999999,1.9638946716209151,1.9591932074413496
2026-01-04 00:00:00,1.9647000000000001,1.9642090623198138,1.9584062744558843
2026-01-04 01:00:00,1.96482,1.9644475651830502,1.958644072719215
2026-01-04 02:00:00,1.96502,1.9646710369826896,1.958866884324646
2026-01-04 03:00:00,1.9653,1.9649165767248982,1.9591116986781658
2026-01-04 04:00:00,1.96482,1.964878874310794,1.9590741076468647
2026-01-04 05:00:00,1.96352,1.9643483858102255,1.958545186348226
2026-01-04 06:00:00,1.96448,1.9643997664372874,1.9585964151834623
2026-01-04 07:00:00,1.96438,1.9643920498533511,1.9585887213963356
2026-01-04 08:00:00,1.9648800000000002,1.9645825398343537,1.9587786486200578
2026-01-04 09:00:00,1.96508,1.964776742414585,1.9589722774750185
2026-01-04 10:00:00,1.96578,1.9651684023407041,1.9593627803351665
2026-01-04 11:00:00,1.96452,1.9649152737159645,1.9591103995186616
2026-01-04 12:00:00,1.96465,1.9648117139866323,1.9590071457318852
2026-01-04 13:00:00,1.9634,1.9642605974999556,1.9584576573876105
2026-01-04 14:00:00,1.96328,1.9638777838038834,1.9580759746234295
2026-01-04 15:00:00,1.96218,1.9632149890352595,1.9574151379240934
2026-01-04 16:00:00,1.96198,1.96273286388481,1.9569344370975743
2026-01-04 17:00:00,1.96218,1.9625170323462038,1.9567192431818448
2026-01-04 18:00:00,1.9622,1.9623932666582122,1.9565958431301016
2026-01-04 19:00:00,1.9636500000000001,1.962883880529417,1.9570850075994721
2026-01-04 20:00:00,1.9638499999999999,1.9632610421736165,1.9574610550094214
2026-01-04 21:00:00,1.9653,1.9640570272558635,1.9582546885433207
2026-01-04 22:00:00,1.96555,1.9646398662028768,1.9588358056314783
2026-01-04 23:00:00,1.96532,1.9649053824138727,1.9591005374380661
2026-01-05 00:00:00,1.9657,1.9652155917455538,1.9601375807353536
2026-01-05 01:00:00,1.96595,1.965502296064424,1.9604235442257396
2026-01-05 02:00:00,1.96532,1.9654311298313827,1.960352561882403
2026-01-05 03:00:00,1.9648800000000002,1.9652159752467782,1.9601379632456315
2026-01-05 04:00:00,1.964,1.96474127285505,1.95966448745926
2026-01-05 05:00:00,1.96325,1.9641590975246828,1.9590838164385216
2026-01-05 06:00:00,1.96328,1.9638159082215823,1.9587415139180555
2026-01-05 07:00:00,1.96178,1.9630211136690743,1.9579487730717695
2026-01-05 08:00:00,1.9614500000000001,1.962407769426778,1.9573370136778883
2026-01-05 09:00:00,1.96265,1.962502333385019,1.9574313332879654
2026-01-05 10:00:00,1.9632,1.9627746942012756,1.9577029903385745
2026-01-05 11:00:00,1.96328,1.9629719596241073,1.9578997460382015
2026-01-05 12:00:00,1.9635,1.9631781003576703,1.9581053541152362
2026-01-05 13:00:00,1.9627999999999999,1.9630304944384092,1.9579581296017028
2026-01-05 14:00:00,1.9623199999999998,1.9627531257912134,1.9576814776601197
2026-01-05 15:00:00,1.96092,1.962037495107338,1.9569676961273028
2026-01-05 16:00:00,1.9612,1.9617105468971938,1.9566415927336855
2026-01-05 17:00:00,1.96155,1.9616478712824685,1.9565790790693656
2026-01-05 18:00:00,1.96248,1.9619727245173386,1.9569030929010118
2026-01-05 19:00:00,1.963,1.9623737607472085,1.9573030928749109
2026-01-05 20:00:00,1.96422,1.9630945107717872,1.958021980520331
2026-01-05 21:00:00,1.9643199999999998,1.9635729273096327,1.9584991608556668
2026-01-05 22:00:00,1.9654200000000002,1.964294002698409,1.959218373024561
2026-01-05 23:00:00,1.9644000000000001,1.9643353827945216,1.9592596461967386
2026-01-06 00:00:00,1.9645,1.9643996474095844,1.960407650426057
2026-01-06 01:00:00,1.9641,1.9642826685957626,1.9602909093332472
2026-01-06 02:00:00,1.964,1.9641723181105613,1.960180783099157
2026-01-06 03:00:00,1.9637,1.9639879306920394,1.9599967703874928
2026-01-06 04:00:00,1.96275,1.9635046571534853,1.9595144789436518
2026-01-06 05:00:00,1.96222,1.9630031421556053,1.9590139831102586
2026-01-06 06:00:00,1.9606,1.962064983807439,1.9580777312607527
2026-01-06 07:00:00,1.96128,1.96175853538931,1.957771905598366
2026-01-06 08:00:00,1.96155,1.9616771256333732,1.9576906612810152
2026-01-06 09:00:00,1.96075,1.961315186723218,1.9573294578927989
2026-01-06 10:00:00,1.96022,1.96088763874617,1.956902778766566
2026-01-06 11:00:00,1.96082,1.9608612333775859,1.9568764270582195
2026-01-06 12:00:00,1.961,1.9609154062299745,1.9569304898220812
2026-01-06 13:00:00,1.96112,1.9609952772242412,1.9570101985047894
2026-01-06 14:00:00,1.9613800000000001,1.9611454684574006,1.9571600845236048
2026-01-06 15:00:00,1.9614200000000002,1.9612526423330383,1.9572670406035466
2026-01-06 16:00:00,1.9616,1.961388246668512,1.9574023693677542
2026-01-06 17:00:00,1.962,1.9616270679523946,1.9576407053258293
2026-01-06 18:00:00,1.96192,1.9617414251681196,1.9577548301480794
2026-01-06 19:00:00,1.9631800000000001,1.9623030278119094,1.9583152915189805
2026-01-06 20:00:00,1.9629,1.9625360787117798,1.9585478688194538
2026-01-06 21:00:00,1.96395,1.9630880569029574,1.959098725296281
2026-01-06 22:00:00,1.9635,1.9632488746284333,1.9592592162125582
2026-01-06 23:00:00,1.9640199999999999,1.963549912876683,1.9595596426994584
2026-01-07 00:00:00,1.96382,1.9636553517034627,1.9591166260750326
2026-01-07 01:00:00,1.96268,1.9632745859044578,1.9587367403650355
2026-01-07 02:00:00,1.9636,1.9634016237285132,1.9588634845582216
2026-01-07 03:00:00,1.963,1.9632448345627755,1.958707057789584
2026-01-07 04:00:00,1.96222,1.9628447512392342,1.958307899204914
2026-01-07 05:00:00,1.96075,1.962026985066794,1.9574920231891562
2026-01-07 06:00:00,1.9611800000000001,1.9616963320884293,1.9571621344707448
2026-01-07 07:00:00,1.9603,1.9611512205133539,1.956618282847867
2026-01-07 08:00:00,1.962,1.9614825740120605,1.956948870467462
2026-01-07 09:00:00,1.9623199999999998,1.961809495238807,1.957275036059698
2026-01-07 10:00:00,1.9631800000000001,1.9623445241300093,1.9578088283034722
2026-01-07 11:00:00,1.9634800000000001,1.9627878005146744,1.9582510801143056
2026-01-07 12:00:00,1.9635,1.9630658347920722,1.958528471752811
2026-01-07 13:00:00,1.96368,1.9633055976440645,1.958767680425171
2026-01-07 14:00:00,1.9606199999999998,1.962257172005274,1.957721678081442
2026-01-07 15:00:00,1.96125,1.9618639839358194,1.957329398813405
2026-01-07 16:00:00,1.96292,1.9622762401496676,1.9577407021523805
2026-01-07 17:00:00,1.9625,1.9623635933555876,1.9578278534530966
2026-01-07 18:00:00,1.9639000000000002,1.9629633883848878,1.9584262621367383
2026-01-07 19:00:00,1.9645,1.963563263432331,1.959024750653572
2026-01-07 20:00:00,1.9643,1.9638508766972167,1.9593116991390223
2026-01-07 21:00:00,1.9652,1.9643775585192884,1.959837163606795
2026-01-07 22:00:00,1.9656,1.9648547852524632,1.960313287294467
2026-01-07 23:00:00,1.96375,1.96442349012283,1.9598829890456035
2026-01-08 00:00:00,1.9635799999999999,1.9640942015293594,1.9573095582312423
2026-01-08 01:00:00,1.9644000000000001,1.964213581644855,1.957428525967586
2026-01-08 02:00:00,1.96485,1.9644620318630048,1.9576761179549516
2026-01-08 03:00:00,1.96422,1.9643675454788887,1.9575819579586493
2026-01-08 04:00:00,1.96312,1.9638805184409722,1.9570966132762564
2026-01-08 05:00:00,1.9614200000000002,1.9629199610678552,1.9561393739920268
2026-01-08 06:00:00,1.9615,1.9623656250179582,1.9555869528056649
2026-01-08 07:00:00,1.9640499999999999,1.9630231851407163,1.9562422414941523
2026-01-08 08:00:00,1.96248,1.962811132069626,1.9560309209258344
2026-01-08 09:00:00,1.9589,1.9612842722484782,1.954509335393081
2026-01-08 10:00:00,1.9594200000000002,1.9605564823551151,1.9537840595312845
2026-01-08 11:00:00,1.95948,1.9601362363427228,1.9533652651902476
2026-01-08 12:00:00,1.9553800000000001,1.9582794577828824,1.951514900569312
2026-01-08 13:00:00,1.9591500000000002,1.9586193071948346,1.9518535760268616
2026-01-08 14:00:00,1.9583499999999998,1.9585141728429336,1.9517488048444438
2026-01-08 15:00:00,1.95865,1.9585671981627268,1.9518016469969122
2026-01-08 16:00:00,1.95898,1.9587283511302584,1.9519622432877832
2026-01-08 17:00:00,1.95962,1.9590764403304042,1.9523091300705209
2026-01-08 18:00:00,1.95868,1.9589216747021407,1.9521548990548956
2026-01-08 19:00:00,1.95848,1.9587492501087722,1.951983070074182
2026-01-08 20:00:00,1.95948,1.9590345262457989,1.9522673607712895
2026-01-08 21:00:00,1.9603499999999998,1.9595480716810612,1.9527791322475467
2026-01-08 22:00:00,1.9614,1.960271042649951,1.953499605831059
2026-01-08 23:00:00,1.95995,1.9601457113866854,1.953374707504215
2026-01-09 00:00:00,1.95845,1.9594837256652877,1.9524722431522519
2026-01-09 01:00:00,1.9559000000000002,1.9580846814420465,1.9510782050303515
2026-01-09 02:00:00,1.95348,1.9562870681275675,1.9492870239889015
2026-01-09 03:00:00,1.95248,1.954800833641778,1.9478061075912243
2026-01-09 04:00:00,1.9514200000000002,1.9534809960710386,1.9464909927022434
2026-01-09 05:00:00,1.95002,1.952129864033576,1.945144695325324
2026-01-09 06:00:00,1.9492,1.9509860796778815,1.9440050036925767
2026-01-09 07:00:00,1.9492,1.9502888152416573,1.943310234228542
2026-01-09 08:00:00,1.95465,1.9519913703232996,1.94500669717733
2026-01-09 09:00:00,1.95902,1.9547352644337603,1.9477407730048824
2026-01-09 10:00:00,1.95618,1.9552992721555669,1.9483027625776088
2026-01-09 11:00:00,1.95652,1.955775829905354,1.9487776150943872
2026-01-09 12:00:00,1.95665,1.956117095597896,1.9491176596599535
2026-01-09 13:00:00,1.9568800000000002,1.9564149244766484,1.9494144228386199
2026-01-09 14:00:00,1.95762,1.9568853717449326,1.9498831867386006
2026-01-09 15:00:00,1.9592,1.9577889753105095,1.950783557003224
2026-01-09 16:00:00,1.9603199999999998,1.9587770574913002,1.951768103599186
2026-01-09 17:00:00,1.96015,1.9593130380503714,1.952302166296798
2026-01-09 18:00:00,1.96095,1.9599520886845974,1.9529389302611793
2026-01-09 19:00:00,1.96105,1.9603807003102927,1.9533660082161026
2026-01-09 20:00:00,1.96175,1.960915258755803,1.9538986538888026
2026-01-09 21:00:00,1.96368,1.9619945811224442,1.9549741141922887
2026-01-09 22:00:00,1.96375,1.9626798759439206,1.9556569568716042
2026-01-09 23:00:00,1.96478,1.963499739600675,1.956473886868019
2026-01-10 00:00:00,1.96552,1.964288425427968,1.9589270348472037
2026-01-10 01:00:00,1.9647999999999999,1.9644881381059474,1.9591262024231213
2026-01-10 02:00:00,1.9646199999999998,1.9645396154338373,1.9591775392471742
2026-01-10 03:00:00,1.9641199999999999,1.9643758025185856,1.9590141734480433
2026-01-10 04:00:00,1.96275,1.9637411083945933,1.9583812116781463
2026-01-10 05:00:00,1.96125,1.962768609064446,1.9574113667182436
2026-01-10 06:00:00,1.9626,1.9627027860747333,1.9573457233878684
2026-01-10 07:00:00,1.96322,1.9629047002896893,1.9575470864918183
2026-01-10 08:00:00,1.9628800000000002,1.962895057587979,1.9575374701092014
2026-01-10 09:00:00,1.96325,1.9630336229184482,1.9576756572351013
2026-01-10 10:00:00,1.9634,1.9631766522090097,1.9578182961370207
2026-01-10 11:00:00,1.9626199999999998,1.9629593417533258,1.9576015788153263
2026-01-10 12:00:00,1.9633,1.963092330714151,1.9577342047919009
2026-01-10 13:00:00,1.9633,1.963173402353514,1.9578150551517826
2026-01-10 14:00:00,1.96325,1.963203305171095,1.9578448763516734
2026-01-10 15:00:00,1.96335,1.9632605731017703,1.9579019879734583
2026-01-10 16:00:00,1.96325,1.9632564454875678,1.9578978716252957
2026-01-10 17:00:00,1.96322,1.9632422175991613,1.9578836825709351
2026-01-10 18:00:00,1.96302,1.963155466469905,1.9577971682229383
2026-01-10 19:00:00,1.96442,1.9636491254426076,1.9582894797873214
2026-01-10 20:00:00,1.9653800000000001,1.9643248384510366,1.9589633484834224
2026-01-10 21:00:00,1.96625,1.9650763988090103,1.9597128575089278
2026-01-10 22:00:00,1.96642,1.9656009248637811,1.960235951905795
2026-01-10 23:00:00,1.9659200000000001,1.9657254880328963,1.9603601750882804
2026-01-11 00:00:00,1.9654200000000002,1.9656062291086343,1.9599620002577447
2026-01-11 01:00:00,1.96625,1.9658575496701884,1.9602125991535129
2026-01-11 02:00:00,1.9658499999999999,1.9658546023680088,1.9602096603144972
2026-01-11 03:00:00,1.9656,1.965755208607031,1.9601105519622268
2026-01-11 04:00:00,1.96368,1.9649450716476624,1.9593027413072481
2026-01-11 05:00:00,1.9630999999999998,1.964224777442352,1.9585845154232904
2026-01-11 06:00:00,1.9634500000000001,1.9639223134687507,1.9582829199735372
2026-01-11 07:00:00,1.9632,1.9636403308115364,1.9580017470281696
2026-01-11 08:00:00,1.96442,1.9639447044651128,1.958305246674261
2026-01-11 09:00:00,1.96478,1.9642707939881203,1.9586303998327685
2026-01-11 10:00:00,1.9647999999999999,1.9644773897722219,1.9588364023780678
2026-01-11 11:00:00,1.96442,1.964454985482162,1.9588140624218193
2026-01-11 12:00:00,1.96468,1.9645428284954751,1.9589016531943413
2026-01-11 13:00:00,1.9640199999999999,1.9643387224185436,1.95869813320703
2026-01-11 14:00:00,1.9638,1.9641284115415436,1.9584884262367035
2026-01-11 15:00:00,1.96308,1.9637191240436238,1.9580803140058693
2026-01-11 16:00:00,1.9618,1.9629699206565114,1.9573332619526864
2026-01-11 17:00:00,1.96168,1.9624663508491424,1.9568311381436019
2026-01-11 18:00:00,1.9617200000000001,1.9621749842821874,1.956540608234345
2026-01-11 19:00:00,1.9620199999999999,1.9621144802467396,1.9564802779359447
2026-01-11 20:00:00,1.9627000000000001,1.9623430602511545,1.956708201573974
2026-01-11 21:00:00,1.96325,1.962697118830119,1.9570612434754289
2026-01-11 22:00:00,1.96452,1.96340875013468,1.957770831334115
2026-01-11 23:00:00,1.96362,1.963491219590029,1.9578530639788188
2026-01-12 00:00:00,1.9636500000000001,1.9635532055889813,1.959592368461641
2026-01-12 01:00:00,1.96392,1.9636963978000435,1.959735271828467
2026-01-12 02:00:00,1.9637200000000001,1.963705611820476,1.9597444672625766
2026-01-12 03:00:00,1.96395,1.9638010180827643,1.9598396810734127
2026-01-12 04:00:00,1.96225,1.9631955189202999,1.9592354033107842
2026-01-12 05:00:00,1.9621,1.9627678412574299,1.9588085883500608
2026-01-12 06:00:00,1.96162,1.9623197375713803,1.958361388569091
2026-01-12 07:00:00,1.96098,1.9617967198281268,1.9578394258459355
2026-01-12 08:00:00,1.96195,1.9618565585990109,1.9578991439113431
2026-01-12 09:00:00,1.9611800000000001,1.9615924381031822,1.9576355561936756
2026-01-12 10:00:00,1.96092,1.961329926200316,1.9573735738241513
2026-01-12 11:00:00,1.9621,1.9616305539273078,1.9576735951313837
2026-01-12 12:00:00,1.9615,1.9615795872142052,1.9576227312272343
2026-01-12 13:00:00,1.96082,1.9612830533264762,1.9573267955012605
2026-01-12 14:00:00,1.96075,1.9610749555961422,1.9571191175411746
2026-01-12 15:00:00,1.96105,1.9610652132258044,1.9571093948229359
2026-01-12 16:00:00,1.9611800000000001,1.961110024628334,1.957154115832872
2026-01-12 17:00:00,1.9607999999999999,1.9609889946707302,1.9570333300142853
2026-01-12 18:00:00,1.96132,1.9611182152464741,1.9571622899290742
2026-01-12 19:00:00,1.96228,1.9615717623089108,1.9576149221061698
2026-01-12 20:00:00,1.96352,1.9623323313205459,1.9583739569144176
2026-01-12 21:00:00,1.9646,1.9632176024217758,1.9592574422658977
2026-01-12 22:00:00,1.9653800000000001,1.9640617769269475,1.960099913920486
2026-01-12 23:00:00,1.9647999999999999,1.9643499705059988,1.9603875261616726
2026-01-13 00:00:00,1.9659200000000001,1.9649628914991364,1.95732392134288
2026-01-13 01:00:00,1.9657,1.9652506499623537,1.957610561119163
2026-01-13 02:00:00,1.96672,1.9658242668834256,1.9581819480528087
2026-01-13 03:00:00,1.9645,1.9653072887142449,1.9576669796828068
2026-01-13 04:00:00,1.96292,1.964375319362566,1.9567386334458925
2026-01-13 05:00:00,1.96112,1.9631044810857645,1.955472735667312
2026-01-13 06:00:00,1.95928,1.961611448786512,1.9539855076655481
2026-01-13 07:00:00,1.96092,1.9613415153371392,1.9537166236067633
2026-01-13 08:00:00,1.9634,1.9621451234659928,1.954517107636663
2026-01-13 09:00:00,1.9641,1.962908284203586,1.9552773015181777
2026-01-13 10:00:00,1.96098,1.962155504798085,1.954527448610392
2026-01-13 11:00:00,1.96112,1.9617512559405532,1.9541247713066905
2026-01-13 12:00:00,1.95955,1.9608919115891323,1.953268767733807
2026-01-13 13:00:00,1.95895,1.9601338122130734,1.952513615537328
2026-01-13 14:00:00,1.9577,1.9591836806362801,1.9515671776825847
2026-01-13 15:00:00,1.95792,1.9586903546232612,1.9510757695188579
2026-01-13 16:00:00,1.95795,1.9584013289121538,1.950787867421225
2026-01-13 17:00:00,1.9589,1.958596004222127,1.950981785913403
2026-01-13 18:00:00,1.9593,1.9588708358689129,1.9512555491274175
2026-01-13 19:00:00,1.96075,1.95960443937757,1.9519863006863847
2026-01-13 20:00:00,1.9617,1.9604225215236617,1.9528012024644774
2026-01-13 21:00:00,1.96332,1.9615536629398564,1.9539279464665742
2026-01-13 22:00:00,1.96455,1.9627233975809542,1.9550931336589377
2026-01-13 23:00:00,1.9640199999999999,1.963229575869593,1.9555973441339056
2026-01-14 00:00:00,1.96395,1.963510820951406,1.955793884955923
2026-01-14 01:00:00,1.96485,1.9640336206539526,1.9563146299655187
2026-01-14 02:00:00,1.96452,1.9642234974129307,1.956503760476103
2026-01-14 03:00:00,1.9643199999999998,1.964261170884501,1.956541285884436
2026-01-14 04:00:00,1.96395,1.964139693442012,1.956420285869236
2026-01-14 05:00:00,1.96188,1.963257535779397,1.9555415952383013
2026-01-14 06:00:00,1.96058,1.9622122573974687,1.9545004249805986
2026-01-14 07:00:00,1.96,1.96134861820705,1.953640180041072
2026-01-14 08:00:00,1.96085,1.961153963541116,1.9534462904015295
2026-01-14 09:00:00,1.9620499999999998,1.9615037656043033,1.9537947176823098
2026-01-14 10:00:00,1.963,1.9620878778616087,1.954376534277755
2026-01-14 11:00:00,1.96265,1.9623073237131954,1.954595117669317
2026-01-14 12:00:00,1.9615,1.9619921540593985,1.9542811866865883
2026-01-14 13:00:00,1.9601,1.9612534794359682,1.9535454151817604
2026-01-14 14:00:00,1.95892,1.9603425165917512,1.9526380325785526
2026-01-14 15:00:00,1.95868,1.9596934897267035,1.9519915565009636
2026-01-14 16:00:00,1.9589,1.9593837206980365,1.951683004917977
2026-01-14 17:00:00,1.9603,1.9597414253283614,1.9520393037074437
2026-01-14 18:00:00,1.9606,1.9600766027517373,1.9523731638257682
2026-01-14 19:00:00,1.96105,1.9604566055544885,1.9527516731519998
2026-01-14 20:00:00,1.9611800000000001,1.9607390102122784,1.9530329679108038
2026-01-14 21:00:00,1.9634800000000001,1.9618090602905027,1.9540988125077658
2026-01-14 22:00:00,1.96368,1.962539453081993,1.9548263347296808
2026-01-14 23:00:00,1.96368,1.9629847091439816,1.9552698408585927
2026-01-15 00:00:00,1.9634,1.963146833795069,1.957324313441601
2026-01-15 01:00:00,1.96395,1.9634603804066848,1.9576369301016225
2026-01-15 02:00:00,1.96378,1.9635851561254274,1.9577613357465888
2026-01-15 03:00:00,1.9638499999999999,1.9636885480497508,1.9578644210195841
2026-01-15 04:00:00,1.9614,1.9627951258886667,1.9569736486698273
2026-01-15 05:00:00,1.96025,1.9618015387660668,1.9559830084389955
2026-01-15 06:00:00,1.9594500000000001,1.9608835257724218,1.9550677181909182
2026-01-15 07:00:00,1.9594200000000002,1.9603121825757859,1.9544980695478094
2026-01-15 08:00:00,1.96018,1.9602605800575301,1.9544466200780712
2026-01-15 09:00:00,1.96328,1.9614393259835838,1.9556218699476773
2026-01-15 10:00:00,1.96022,1.9609633155037347,1.9551472712729256
2026-01-15 11:00:00,1.9586199999999998,1.9600485127746958,1.9542351817680927
2026-01-15 12:00:00,1.9546,1.957921477662458,1.952114455254387
2026-01-15 13:00:00,1.955,1.9567809672471157,1.9509773274923399
2026-01-15 14:00:00,1.95505,1.9561052180537124,1.9503035825114412
2026-01-15 15:00:00,1.95395,1.9552638463502148,1.9494647062422046
2026-01-15 16:00:00,1.9548800000000002,1.9551139972632487,1.9493153015944134
2026-01-15 17:00:00,1.9563199999999998,1.955584806504706,1.9497847144571872
2026-01-15 18:00:00,1.95848,1.9567150558912565,1.9509116116237486
2026-01-15 19:00:00,1.9599000000000002,1.9579584204991685,1.9521512885219021
2026-01-15 20:00:00,1.96178,1.9594503200538924,1.9536387632341368
2026-01-15 21:00:00,1.9634800000000001,1.9610234595675333,1.955207236954736
2026-01-15 22:00:00,1.96328,1.961904386332417,1.9560855509685355
2026-01-15 23:00:00,1.9655,1.963308071491514,1.95748507292126
2026-01-16 00:00:00,1.9655799999999999,1.9641950055797457,1.9504626330120531
2026-01-16 01:00:00,1.9653800000000001,1.9646576134222735,1.9509220066017556
2026-01-16 02:00:00,1.96535,1.9649279129742734,1.9511904163952831
2026-01-16 03:00:00,1.96438,1.9647140142127357,1.9509780130746142
2026-01-16 04:00:00,1.9635,1.964240077385564,1.950507389705152
2026-01-16 05:00:00,1.9617200000000001,1.9632562689030832,1.949530459371011
2026-01-16 06:00:00,1.96078,1.9622895627353631,1.9485705117833814
2026-01-16 07:00:00,1.96178,1.9620906354546859,1.9483729752727266
2026-01-16 08:00:00,1.96282,1.9623753707690104,1.948655719903128
2026-01-16 09:00:00,1.96478,1.963314109653864,1.949587895736923
2026-01-16 10:00:00,1.9666199999999998,1.9646046902460754,1.9508694534299464
2026-01-16 11:00:00,1.9643,1.9644857427683768,1.9507513375555638
2026-01-16 12:00:00,1.96368,1.964171190296787,1.9504389842300465
2026-01-16 13:00:00,1.9640499999999999,1.9641238790345787,1.9503920037373785
2026-01-16 14:00:00,1.96375,1.9639779210700545,1.9502470662159073
2026-01-16 15:00:00,1.96302,1.9636039599847064,1.9498757196229772
2026-01-16 16:00:00,1.96238,1.9631261404454854,1.9494012406868604
2026-01-16 17:00:00,1.96275,1.9629792996528206,1.949255426509408
2026-01-16 18:00:00,1.9634200000000002,1.9631513438695065,1.949426267904951
2026-01-16 19:00:00,1.9629,1.963053222187904,1.949328832226258
