,true_hourly_gwh,indicator_hourly_gwh,kalman_filtered,hourly_reconciled
2026-01-03 18:00:00,4.130755807034315,3.161787418462708,3.3884320076992096,4.328934723212508
2026-01-03 19:00:00,4.057764820733543,3.399064587217976,3.3925828413129455,4.334237673875219
2026-01-03 20:00:00,4.251425902384874,3.4209901474179887,3.4036727185011086,4.348405688557797
2026-01-03 21:00:00,4.314869567511839,3.6774143516330247,3.5105382228011153,4.484933082711424
2026-01-03 22:00:00,4.4364313676662075,3.672350606795627,3.573707868644598,4.565636273073084
2026-01-03 23:00:00,4.680671278599651,3.7299591995150516,3.6347065449510683,4.643565913488793
2026-01-04 00:00:00,4.870426457140681,4.112840851279934,3.8213645376881282,4.845180653539333
2026-01-04 01:00:00,5.073716074405377,4.036517306609088,3.9053576405611614,4.95167710344813
2026-01-04 02:00:00,4.976614259347898,4.030796994114832,3.954327684405825,5.013767151832439
2026-01-04 03:00:00,4.863048535406777,3.7397950859810387,3.870576688778472,4.907577674297326
2026-01-04 04:00:00,4.5212747353663465,3.5385725404404074,3.740966185853096,4.743242056725113
2026-01-04 05:00:00,4.349853969107671,3.2673498077099334,3.556071938982649,4.508811130533133
2026-01-04 06:00:00,4.228187353655891,3.476111244078669,3.5248562269722843,4.469232136582827
2026-01-04 07:00:00,4.073065346027977,2.9648963177411463,3.306254484142269,4.192062836259872
2026-01-04 08:00:00,4.2113058380148995,3.425641615286801,3.352861811755249,4.251157151873163
2026-01-04 09:00:00,4.267807405893334,3.2945725862458723,3.3301063857425954,4.222305115174707
2026-01-04 10:00:00,4.527694615343493,3.742426276792042,3.491071207153919,4.426395468479338
2026-01-04 11:00:00,4.7558262106001665,3.844700862239757,3.6291240528018958,4.601435292684202
2026-01-04 12:00:00,4.842787721181938,4.105090730898336,3.8149358290480886,4.837029571792809
2026-01-04 13:00:00,5.072697248078559,4.088243297906232,3.9216318407373625,4.972311470849587
2026-01-04 14:00:00,4.915431451720569,3.5510692863244606,3.7769685909460895,4.788890189719771
2026-01-04 15:00:00,4.795249411872769,3.7282429701390836,3.7579466833893305,4.764771951959816
2026-01-04 16:00:00,4.612074665890591,3.3864569447275943,3.6129214718051177,4.5808917326001675
2026-01-04 17:00:00,4.378653117602994,3.322059060104406,3.4993722175222164,4.436920477136491
2026-01-04 18:00:00,4.232166825156437,3.573111241611831,3.5281590626424455,4.473419864639927
2026-01-04 19:00:00,4.094151451549058,3.3081942181698505,3.442287382241136,4.364541530614498
2026-01-04 20:00:00,4.123298483054743,3.090365339638525,3.304901168362252,4.190346941486997
2026-01-04 21:00:00,4.32602817890936,3.1918328535900296,3.260760632119222,4.134380317488605
2026-01-04 22:00:00,4.395266556604197,3.4342086908690006,3.328472708123459,4.220233744302786
2026-01-04 23:00:00,4.649288752757691,3.407464400262396,3.3593101328854806,4.259333100668383
2026-01-05 00:00:00,5.000742740656779,3.779774087780903,3.5234543007483987,4.525563657112511
2026-01-05 01:00:00,5.100275317239852,4.034376452326309,3.722912281479105,4.781749692652748
2026-01-05 02:00:00,5.1729901245645635,4.242888463659565,3.9259048489484782,5.0424755904764345
2026-01-05 03:00:00,4.859452094463993,3.899949698682314,3.9157722644722273,5.029461186955264
2026-01-05 04:00:00,4.66218374459606,3.2240712092372688,3.645740332365981,4.682629188044328
2026-01-05 05:00:00,4.5799228297786065,3.62712581845276,3.638473445725916,4.673295518505419
2026-01-05 06:00:00,4.231360901001638,3.3134275459631417,3.511579360959282,4.510311353165044
2026-01-05 07:00:00,4.273751556846709,3.408026465707518,3.4711535322455593,4.458387971841034
2026-01-05 08:00:00,4.173625530106793,3.546345656180516,3.5005076504034847,4.49609072572488
2026-01-05 09:00:00,4.429456244213237,3.0835929806614715,3.3377490815942585,4.28704182058363
2026-01-05 10:00:00,4.604997794508941,3.4854996631825754,3.3954291656626028,4.36112675823798
2026-01-05 11:00:00,4.916096692409943,3.9409185581825597,3.6083817894743326,4.634645462540293
2026-01-05 12:00:00,5.217043515637959,3.7846069502958986,3.677178013366484,4.723008093077821
2026-01-05 13:00:00,5.027267957680765,4.186939835640628,3.87618301522517,4.978612317546969
2026-01-05 14:00:00,5.176455066246805,4.103939141958627,3.9650963203089384,5.092813549569587
2026-01-05 15:00:00,4.973773560233228,4.031928494433731,3.9911868126816135,5.126324466414136
2026-01-05 16:00:00,4.640585004430321,3.5168864443817274,3.8060255441228756,4.888501286043587
2026-01-05 17:00:00,4.305394214561154,3.5046849515516185,3.6883857316370943,4.737403410330511
2026-01-05 18:00:00,4.2742002488791675,3.5262010742037777,3.625070754634736,4.656080953895664
2026-01-05 19:00:00,4.14705072909362,3.276617612317714,3.4890387585054308,4.481359954177719
2026-01-05 20:00:00,4.290254919243251,3.388590997695501,3.4498251376471574,4.430993546024704
2026-01-05 21:00:00,4.452185214552345,3.5213662504215395,3.477753944118235,4.466865613820557
2026-01-05 22:00:00,4.860177889132091,3.635536605869942,3.5393504339359456,4.545980826316863
2026-01-05 23:00:00,4.9260644372526965,3.81577509861384,3.6472633621003214,4.684585384272832
2026-01-06 00:00:00,5.030662952630033,3.8964630472100015,3.7445479794088454,4.746275802305711
2026-01-06 01:00:00,5.217927563495632,4.138994395110222,3.898535206894057,4.941457131453104
2026-01-06 02:00:00,5.155012370289397,4.200878013269583,4.016566271826112,5.0910634365366425
2026-01-06 03:00:00,5.085918757524043,3.77648013611264,3.9228394766911685,4.9722631908934085
2026-01-06 04:00:00,4.783511124591457,3.7086370517238123,3.8392173768866065,4.866270811833802
2026-01-06 05:00:00,4.485687105914951,3.765497941192277,3.8104381788448163,4.82979270766031
2026-01-06 06:00:00,4.413317587229737,3.308541836852933,3.6145037677008443,4.581442637220443
2026-01-06 07:00:00,4.081123694567715,3.0352714786505604,3.3883783151418023,4.294824928042139
2026-01-06 08:00:00,4.2030121448328055,3.3147645874992033,3.3596403842763913,4.258399130689592
2026-01-06 09:00:00,4.357342405859447,3.550716410857727,3.434234210968496,4.352948025930618
2026-01-06 10:00:00,4.661019019684423,3.6376515253547685,3.5136459308319714,4.4536036795582685
2026-01-06 11:00:00,4.812331385244368,3.9928313867692653,3.700714279975962,4.690715871417423
2026-01-06 12:00:00,5.19652779657366,4.207514598189429,3.8985631455856247,4.9414925442015765
2026-01-06 13:00:00,5.1777777302901224,4.190194241666507,4.012412485182531,5.085798444034802
2026-01-06 14:00:00,4.985932072441954,3.988767986743061,4.003181951921129,5.074098592169668
2026-01-06 15:00:00,4.848442091879246,4.200762389728107,4.0803150240245,5.1718660224963395
2026-01-06 16:00:00,4.73135138474502,3.6535249761052278,3.9137012240727116,4.960680306252367
2026-01-06 17:00:00,4.533812656789438,3.1757398597237896,3.625609813011886,4.595519731280652
2026-01-06 18:00:00,4.466660387276959,3.7727608871491136,3.6830558564435933,4.668333530803969
2026-01-06 19:00:00,4.491386246600733,3.4208953747763435,3.5807114970548906,4.5386103815372945
2026-01-06 20:00:00,4.30842824143538,3.3799925083013425,3.5023531716868286,4.439289922659813
2026-01-06 21:00:00,4.351046187996814,3.6295351499124098,3.5520035156460157,4.502222545610701
2026-01-06 22:00:00,4.486795371926869,3.211293672712351,3.418994412249836,4.333631331822774
2026-01-06 23:00:00,4.976771146234383,3.6565849955237137,3.5117469731518898,4.4511967196431765
2026-01-07 00:00:00,5.051718592361187,3.6521104733603322,3.5665432277934364,4.607280210278395
2026-01-07 01:00:00,5.158464273982031,3.880657601501408,3.689169773745278,4.765689858594436
2026-01-07 02:00:00,5.071803021986239,4.0351409462323256,3.8242328381322577,4.940165070009349
2026-01-07 03:00:00,4.935920911358361,3.9443721225658206,3.871133797516275,5.000751987988959
2026-01-07 04:00:00,4.806598023078764,3.7988758102805757,3.8429251317123225,4.964311877939511
2026-01-07 05:00:00,4.4657048567445345,3.228951929160111,3.60323723635366,4.6546817328949865
2026-01-07 06:00:00,4.251123814403912,2.9000579566411755,3.3287243408176805,4.300064460570035
2026-01-07 07:00:00,4.096434624717419,3.2050026526498554,3.2804248532766995,4.237670916204718
2026-01-07 08:00:00,4.099519003637345,3.1127051367822283,3.2149490545128394,4.153088918278525
2026-01-07 09:00:00,4.4013692090926675,3.515757422001271,3.3323810926048374,4.304788272694777
2026-01-07 10:00:00,4.694621744918167,3.7881566137559988,3.510310479370589,4.534638435755887
2026-01-07 11:00:00,5.126792991357988,4.023781991029793,3.710763700202747,4.793585011877424
2026-01-07 12:00:00,5.146040154039508,4.15073527551847,3.882523412950297,5.015465156017576
2026-01-07 13:00:00,5.298273951102306,4.173911729200512,3.996277974165335,5.162413925523785
2026-01-07 14:00:00,5.083083142038305,4.060216497798142,4.0212388195217486,5.1946584832081655
2026-01-07 15:00:00,4.831505623358297,3.641733198902893,3.873084302183215,5.003271660674269
2026-01-07 16:00:00,4.603488323776763,3.558390838056213,3.7502316861631964,4.8445699737974355
2026-01-07 17:00:00,4.377477393546425,3.4498520643644635,3.6329670253306303,4.693086838247963
2026-01-07 18:00:00,4.479834271351297,3.641965857229147,3.636480063146411,4.697624999871933
2026-01-07 19:00:00,4.117861332077561,3.141058428020075,3.443073301181941,4.447781078175176
2026-01-07 20:00:00,4.350836218481415,3.4874623564472844,3.460402264708822,4.470166728824202
2026-01-07 21:00:00,4.359707282191297,3.3527206975644437,3.4183646511933303,4.415862307857718
2026-01-07 22:00:00,4.793157301287423,3.717505104885127,3.535145555415164,4.566720523949648
2026-01-07 23:00:00,4.988495096610586,4.04033960292059,3.732367351889258,4.821492728264922
2026-01-08 00:00:00,5.117348912126411,3.6327812846688525,3.69349012604311,4.794513734310985
2026-01-08 01:00:00,5.195923747386456,3.8194555039079794,3.7426655235734634,4.858348240646072
2026-01-08 02:00:00,5.0675339323492805,3.685883095692731,3.7204983335796453,4.829573046114741
2026-01-08 03:00:00,4.9946072201482075,3.475742730142907,3.624948633330305,4.705540130221841
2026-01-08 04:00:00,4.654501651965921,3.5084236893054865,3.579458669804218,4.646489679982034
2026-01-08 05:00:00,4.327439423623275,3.510300852377148,3.552460273721478,4.611443104411046
2026-01-08 06:00:00,4.1391935406758185,3.177291829778275,3.405998938992323,4.421321875724633
2026-01-08 07:00:00,4.217258791772212,3.325064072331859,3.374402921820334,4.380307135435367
2026-01-08 08:00:00,4.424896423748824,3.647478359932025,3.4810083514434127,4.51869147627224
2026-01-08 09:00:00,4.465999161357344,3.7224628496669134,3.5752693391599757,4.641051516449455
2026-01-08 10:00:00,4.688136167389011,3.6443013823127237,3.602218634449754,4.676034354358181
2026-01-08 11:00:00,4.978582613960254,4.126939899011489,3.807063626104,4.941943316444204
2026-01-08 12:00:00,5.263612876062902,4.122200841847203,3.9300894775201356,5.101642981032689
2026-01-08 13:00:00,5.221938250136386,3.922380154817438,3.9270798488823235,5.097736186822676
2026-01-08 14:00:00,5.091919978808846,3.864705520075128,3.9027296467333388,5.066127227639772
2026-01-08 15:00:00,5.0606288710059895,3.680793947122969,3.8160885677360215,4.953658579008731
2026-01-08 16:00:00,4.742875643846162,3.539578908527949,3.708142458709727,4.813533904343238
2026-01-08 17:00:00,4.6035755991995995,3.5263459635222905,3.637171251605045,4.721406291816339
2026-01-08 18:00:00,4.285310741829971,3.4871876821155254,3.578619435402178,4.645400271122236
2026-01-08 19:00:00,4.07755309682795,3.490229985135678,3.5441132367306083,4.600607828796976
2026-01-08 20:00:00,4.130171378183214,2.9727410022150402,3.321056256738445,4.311057913239987
2026-01-08 21:00:00,4.615092793223125,3.670481323000823,3.457467680510427,4.488133368289964
2026-01-08 22:00:00,4.872366572078329,3.613148017172741,3.5182434474139423,4.567026295897262
2026-01-08 23:00:00,4.932048078671739,3.9324429772873333,3.6799420576484145,4.77692700799656
2026-01-09 00:00:00,5.094693969778621,3.950265699303534,3.785473218397234,4.828923873371778
2026-01-09 01:00:00,5.34614442922422,3.840429606142336,3.8069275438635284,4.8562919984262045
2026-01-09 02:00:00,5.022308133687871,4.084493802758867,3.915286136943238,4.994519207237137
2026-01-09 03:00:00,4.860527298104417,3.6823111642158737,3.824335455949119,4.878498332325789
2026-01-09 04:00:00,4.764332679468904,3.6200774470785055,3.74459553887646,4.776778423876435
2026-01-09 05:00:00,4.410539487714042,3.2476653663848087,3.5505998617204813,4.529308608954309
2026-01-09 06:00:00,4.266475111435773,3.210079597116143,3.4176647674676532,4.359730484051287
2026-01-09 07:00:00,4.183655710147549,3.340271733240173,3.3874514398952202,4.321188972755033
2026-01-09 08:00:00,4.300744752987674,3.320516925961833,3.361320995268552,4.287855774869416
2026-01-09 09:00:00,4.590748186131372,3.639942745593317,3.470091639750891,4.426608615415252
2026-01-09 10:00:00,4.709058490690174,3.738211556445527,3.574762492272036,4.560131572632088
2026-01-09 11:00:00,5.014393879327685,4.148946323870665,3.7989170865975836,4.846073490436198
2026-01-09 12:00:00,4.927995491789117,3.7821349764399232,3.7923655487671932,4.8377160472286445
2026-01-09 13:00:00,5.1951281598069885,3.786365557617219,3.7900232230029256,4.834728068672274
2026-01-09 14:00:00,5.048689674862933,4.130077981376045,3.9227765891145685,5.0040743727939025
2026-01-09 15:00:00,4.828118693957637,3.7062647103094513,3.8382529057759047,4.896252071910684
2026-01-09 16:00:00,4.612184763307125,3.7981307554034855,3.8225896915834072,4.876271354947664
2026-01-09 17:00:00,4.416587655929919,3.513946251998182,3.702098933773582,4.722567798393413
2026-01-09 18:00:00,4.358577552343382,3.376085735391236,3.5748272270368933,4.560214151277721
2026-01-09 19:00:00,4.067360728226044,3.2353210289446475,3.4422880123876487,4.391141028618391
2026-01-09 20:00:00,4.270050447367223,3.6818216097691674,3.535799103075981,4.510428079985013
2026-01-09 21:00:00,4.4015830566666425,3.8070912794296565,3.6417083683455087,4.645530813504767
2026-01-09 22:00:00,4.667232690563803,3.6529301029636665,3.6460892011599033,4.651119205481725
2026-01-09 23:00:00,5.05027578253046,3.9680494171708327,3.7717786713910044,4.811454478884451
2026-01-10 00:00:00,5.016183229441235,4.106346147308113,3.902389867164182,5.001289670263797
2026-01-10 01:00:00,5.157739810744276,3.8708180664824123,3.8900646086241677,4.985493660557494
2026-01-10 02:00:00,4.946921117815852,3.91855113896765,3.901185414020425,4.999746047183778
2026-01-10 03:00:00,4.724405738832929,3.680381163657991,3.814986039462024,4.889273219958185
2026-01-10 04:00:00,4.5416141183119505,3.598962490345681,3.730652994273131,4.78119227414751
2026-01-10 05:00:00,4.3582496791271215,3.249428364648262,3.5427885757772306,4.540425870067942
2026-01-10 06:00:00,4.183285650104529,2.9768406582859184,3.321849185161766,4.257270693457545
2026-01-10 07:00:00,3.9955611927766634,2.7434007118873653,3.0960297250351125,3.9678612362480083
2026-01-10 08:00:00,4.174677292421945,3.055119147750988,3.080058718277198,3.9473928479421225
2026-01-10 09:00:00,4.35682283301389,3.3157602584617547,3.17207381904184,4.065319090226291
2026-01-10 10:00:00,4.8157474037533925,3.703508489330869,3.3795396450953317,4.331206592011981
2026-01-10 11:00:00,4.981684461128166,4.234415488917283,3.7132730897259543,4.758918247194603
2026-01-10 12:00:00,4.87704735068496,4.003175740117583,3.8264476645159,4.903962399906278
2026-01-10 13:00:00,4.995261663845083,3.723127696857672,3.7861127679868942,4.852269332778603
2026-01-10 14:00:00,4.816027485557141,3.8190889601757423,3.7989862844039495,4.868767987927935
2026-01-10 15:00:00,4.734929298603652,3.6199707703677904,3.729100739534054,4.7792029097179105
2026-01-10 16:00:00,4.595560500359034,3.53335169943283,3.65268262349038,4.681265710360642
2026-01-10 17:00:00,4.454585362088823,3.507935199324051,3.596174936651939,4.60884564980914
2026-01-10 18:00:00,4.092719930484797,3.303772346833713,3.4820244150011295,4.4625507268976365
2026-01-10 19:00:00,4.03858535599322,3.0890300505755888,3.328604051204449,4.265927706957797
2026-01-10 20:00:00,3.9508994112852927,3.273194816694713,3.3069729397033836,4.238205347534692
2026-01-10 21:00:00,4.31773340794551,3.162283177491865,3.2504877634118743,4.165814136424091
2026-01-10 22:00:00,4.457758558814044,3.478192707100163,3.339381087238605,4.279739519930971
2026-01-10 23:00:00,4.741056057263393,4.165604995452696,3.6619291542090098,4.693116032891964
