DateTime,river_gwh,river_benchmarked_gwh,date,hour,month,variable,indicator_source,target_source,kind
2024-01-03 00:00:00,0.22,1.436550002579883,2024-01-03,0,1,River,ENTSO-E,SFOE,atomic
2024-01-03 01:00:00,0.22083000000000003,1.4419697139532526,2024-01-03,1,1,River,ENTSO-E,SFOE,atomic
2024-01-03 02:00:00,0.22080000000000002,1.4417738207710826,2024-01-03,2,1,River,ENTSO-E,SFOE,atomic
2024-01-03 03:00:00,0.21744999999999998,1.4198990820954345,2024-01-03,3,1,River,ENTSO-E,SFOE,atomic
2024-01-03 04:00:00,0.2149,1.4032481616109858,2024-01-03,4,1,River,ENTSO-E,SFOE,atomic
2024-01-03 05:00:00,0.21858000000000002,1.427277725290504,2024-01-03,5,1,River,ENTSO-E,SFOE,atomic
2024-01-03 06:00:00,0.21918,1.4311955889339036,2024-01-03,6,1,River,ENTSO-E,SFOE,atomic
2024-01-03 07:00:00,0.27443,1.7919655327636241,2024-01-03,7,1,River,ENTSO-E,SFOE,atomic
2024-01-03 08:00:00,0.27153,1.7730291918205257,2024-01-03,8,1,River,ENTSO-E,SFOE,atomic
2024-01-03 09:00:00,0.2363,1.5429852982255745,2024-01-03,9,1,River,ENTSO-E,SFOE,atomic
2024-01-03 10:00:00,0.22755,1.4858497867593292,2024-01-03,10,1,River,ENTSO-E,SFOE,atomic
2024-01-03 11:00:00,0.22690000000000002,1.4816054344789795,2024-01-03,11,1,River,ENTSO-E,SFOE,atomic
2024-01-03 12:00:00,0.22440000000000002,1.4652810026314809,2024-01-03,12,1,River,ENTSO-E,SFOE,atomic
2024-01-03 13:00:00,0.2407,1.571716298277172,2024-01-03,13,1,River,ENTSO-E,SFOE,atomic
2024-01-03 14:00:00,0.24743,1.6156616688106384,2024-01-03,14,1,River,ENTSO-E,SFOE,atomic
2024-01-03 15:00:00,0.27538,1.7981688168656735,2024-01-03,15,1,River,ENTSO-E,SFOE,atomic
2024-01-03 16:00:00,0.25348,1.655166793881585,2024-01-03,16,1,River,ENTSO-E,SFOE,atomic
2024-01-03 17:00:00,0.26055,1.7013322871463115,2024-01-03,17,1,River,ENTSO-E,SFOE,atomic
2024-01-03 18:00:00,0.23755,1.5511475141493238,2024-01-03,18,1,River,ENTSO-E,SFOE,atomic
2024-01-03 19:00:00,0.22443000000000002,1.465476895813651,2024-01-03,19,1,River,ENTSO-E,SFOE,atomic
2024-01-03 20:00:00,0.22188,1.4488259753292019,2024-01-03,20,1,River,ENTSO-E,SFOE,atomic
2024-01-03 21:00:00,0.22193000000000002,1.4491524639661522,2024-01-03,21,1,River,ENTSO-E,SFOE,atomic
2024-01-03 22:00:00,0.222,1.4496095480578821,2024-01-03,22,1,River,ENTSO-E,SFOE,atomic
2024-01-03 23:00:00,0.22222999999999998,1.4511113957878519,2024-01-03,23,1,River,ENTSO-E,SFOE,atomic
2024-01-04 00:00:00,0.22093000000000002,1.5052886584102716,2024-01-04,0,1,River,ENTSO-E,SFOE,atomic
2024-01-04 01:00:00,0.22188,1.5117614064548544,2024-01-04,1,1,River,ENTSO-E,SFOE,atomic
2024-01-04 02:00:00,0.22158,1.509717380756565,2024-01-04,2,1,River,ENTSO-E,SFOE,atomic
2024-01-04 03:00:00,0.21925,1.4938421144998506,2024-01-04,3,1,River,ENTSO-E,SFOE,atomic
2024-01-04 04:00:00,0.21872999999999998,1.4902991366228155,2024-01-04,4,1,River,ENTSO-E,SFOE,atomic
2024-01-04 05:00:00,0.23153,1.5775108997498306,2024-01-04,5,1,River,ENTSO-E,SFOE,atomic
2024-01-04 06:00:00,0.2347,1.5991094379617556,2024-01-04,6,1,River,ENTSO-E,SFOE,atomic
2024-01-04 07:00:00,0.26868000000000003,1.830629415388004,2024-01-04,7,1,River,ENTSO-E,SFOE,atomic
2024-01-04 08:00:00,0.26130000000000003,1.7803463832100843,2024-01-04,8,1,River,ENTSO-E,SFOE,atomic
2024-01-04 09:00:00,0.26948,1.8360801505834423,2024-01-04,9,1,River,ENTSO-E,SFOE,atomic
2024-01-04 10:00:00,0.2471,1.6835958334910515,2024-01-04,10,1,River,ENTSO-E,SFOE,atomic
2024-01-04 11:00:00,0.2334,1.590251993269168,2024-01-04,11,1,River,ENTSO-E,SFOE,atomic
2024-01-04 12:00:00,0.21828,1.4872330980753814,2024-01-04,12,1,River,ENTSO-E,SFOE,atomic
2024-01-04 13:00:00,0.2281,1.5541408725993884,2024-01-04,13,1,River,ENTSO-E,SFOE,atomic
2024-01-04 14:00:00,0.24872999999999998,1.6947017064517573,2024-01-04,14,1,River,ENTSO-E,SFOE,atomic
2024-01-04 15:00:00,0.26968000000000003,1.8374428343823022,2024-01-04,15,1,River,ENTSO-E,SFOE,atomic
2024-01-04 16:00:00,0.2811,1.9152520792971859,2024-01-04,16,1,River,ENTSO-E,SFOE,atomic
2024-01-04 17:00:00,0.27975,1.9060539636548834,2024-01-04,17,1,River,ENTSO-E,SFOE,atomic
2024-01-04 18:00:00,0.25128,1.7120759248872175,2024-01-04,18,1,River,ENTSO-E,SFOE,atomic
2024-01-04 19:00:00,0.24969999999999998,1.7013107228762263,2024-01-04,19,1,River,ENTSO-E,SFOE,atomic
2024-01-04 20:00:00,0.2534,1.7265203731551295,2024-01-04,20,1,River,ENTSO-E,SFOE,atomic
2024-01-04 21:00:00,0.2301,1.5677677105879844,2024-01-04,21,1,River,ENTSO-E,SFOE,atomic
2024-01-04 22:00:00,0.2273,1.5486901374039497,2024-01-04,22,1,River,ENTSO-E,SFOE,atomic
2024-01-04 23:00:00,0.22608,1.5403777662309064,2024-01-04,23,1,River,ENTSO-E,SFOE,atomic
2024-01-05 00:00:00,0.22255,1.5233458303075367,2024-01-05,0,1,River,ENTSO-E,SFOE,atomic
2024-01-05 01:00:00,0.22447999999999999,1.536556602954104,2024-01-05,1,1,River,ENTSO-E,SFOE,atomic
2024-01-05 02:00:00,0.22185,1.5185543583631855,2024-01-05,2,1,River,ENTSO-E,SFOE,atomic
2024-01-05 03:00:00,0.21533000000000002,1.4739252196815185,2024-01-05,3,1,River,ENTSO-E,SFOE,atomic
2024-01-05 04:00:00,0.22673,1.5519577627752315,2024-01-05,4,1,River,ENTSO-E,SFOE,atomic
2024-01-05 05:00:00,0.22108,1.5132837392244,2024-01-05,5,1,River,ENTSO-E,SFOE,atomic
2024-01-05 06:00:00,0.2357,1.613357053262127,2024-01-05,6,1,River,ENTSO-E,SFOE,atomic
2024-01-05 07:00:00,0.26375,1.805358179032185,2024-01-05,7,1,River,ENTSO-E,SFOE,atomic
2024-01-05 08:00:00,0.26425,1.8087806589924356,2024-01-05,8,1,River,ENTSO-E,SFOE,atomic
2024-01-05 09:00:00,0.25905,1.7731868674058298,2024-01-05,9,1,River,ENTSO-E,SFOE,atomic
2024-01-05 10:00:00,0.24218,1.657712393546975,2024-01-05,10,1,River,ENTSO-E,SFOE,atomic
2024-01-05 11:00:00,0.2354,1.611303565285977,2024-01-05,11,1,River,ENTSO-E,SFOE,atomic
2024-01-05 12:00:00,0.24053,1.646418209678148,2024-01-05,12,1,River,ENTSO-E,SFOE,atomic
2024-01-05 13:00:00,0.24459999999999998,1.6742771965545875,2024-01-05,13,1,River,ENTSO-E,SFOE,atomic
2024-01-05 14:00:00,0.24412999999999999,1.6710600653919518,2024-01-05,14,1,River,ENTSO-E,SFOE,atomic
2024-01-05 15:00:00,0.2558,1.750940747664201,2024-01-05,15,1,River,ENTSO-E,SFOE,atomic
2024-01-05 16:00:00,0.28095,1.9230914896648053,2024-01-05,16,1,River,ENTSO-E,SFOE,atomic
2024-01-05 17:00:00,0.2742,1.8768880102014225,2024-01-05,17,1,River,ENTSO-E,SFOE,atomic
2024-01-05 18:00:00,0.25938,1.775445704179595,2024-01-05,18,1,River,ENTSO-E,SFOE,atomic
2024-01-05 19:00:00,0.22818,1.5618829546599582,2024-01-05,19,1,River,ENTSO-E,SFOE,atomic
2024-01-05 20:00:00,0.2258,1.5455919500491655,2024-01-05,20,1,River,ENTSO-E,SFOE,atomic
2024-01-05 21:00:00,0.22618000000000002,1.5481930348189559,2024-01-05,21,1,River,ENTSO-E,SFOE,atomic
2024-01-05 22:00:00,0.22683,1.5526422587672817,2024-01-05,22,1,River,ENTSO-E,SFOE,atomic
2024-01-05 23:00:00,0.21713,1.4862461475384203,2024-01-05,23,1,River,ENTSO-E,SFOE,atomic
2024-01-06 00:00:00,0.21445,1.6021381052331995,2024-01-06,0,1,River,ENTSO-E,SFOE,atomic
2024-01-06 01:00:00,0.2063,1.5412501334092286,2024-01-06,1,1,River,ENTSO-E,SFOE,atomic
2024-01-06 02:00:00,0.22003,1.643825820911452,2024-01-06,2,1,River,ENTSO-E,SFOE,atomic
2024-01-06 03:00:00,0.21513,1.6072183286491872,2024-01-06,3,1,River,ENTSO-E,SFOE,atomic
2024-01-06 04:00:00,0.21180000000000002,1.5823401757444235,2024-01-06,4,1,River,ENTSO-E,SFOE,atomic
2024-01-06 05:00:00,0.22308,1.6666121171155148,2024-01-06,5,1,River,ENTSO-E,SFOE,atomic
2024-01-06 06:00:00,0.22235,1.661158347860116,2024-01-06,6,1,River,ENTSO-E,SFOE,atomic
2024-01-06 07:00:00,0.22318000000000002,1.6673592087943367,2024-01-06,7,1,River,ENTSO-E,SFOE,atomic
2024-01-06 08:00:00,0.22519999999999998,1.6824504607065354,2024-01-06,8,1,River,ENTSO-E,SFOE,atomic
2024-01-06 09:00:00,0.22565000000000002,1.6858123732612333,2024-01-06,9,1,River,ENTSO-E,SFOE,atomic
2024-01-06 10:00:00,0.22508,1.6815539506919492,2024-01-06,10,1,River,ENTSO-E,SFOE,atomic
2024-01-06 11:00:00,0.22905,1.7112134903411722,2024-01-06,11,1,River,ENTSO-E,SFOE,atomic
2024-01-06 12:00:00,0.2245,1.677220818954783,2024-01-06,12,1,River,ENTSO-E,SFOE,atomic
2024-01-06 13:00:00,0.22503,1.6811804048525387,2024-01-06,13,1,River,ENTSO-E,SFOE,atomic
2024-01-06 14:00:00,0.22403,1.6737094880643213,2024-01-06,14,1,River,ENTSO-E,SFOE,atomic
2024-01-06 15:00:00,0.22769999999999999,1.7011277526770783,2024-01-06,15,1,River,ENTSO-E,SFOE,atomic
2024-01-06 16:00:00,0.23583,1.7618663061652853,2024-01-06,16,1,River,ENTSO-E,SFOE,atomic
2024-01-06 17:00:00,0.23515,1.7567860827492976,2024-01-06,17,1,River,ENTSO-E,SFOE,atomic
2024-01-06 18:00:00,0.22294999999999998,1.6656408979330464,2024-01-06,18,1,River,ENTSO-E,SFOE,atomic
2024-01-06 19:00:00,0.22278,1.6643708420790495,2024-01-06,19,1,River,ENTSO-E,SFOE,atomic
2024-01-06 20:00:00,0.22133,1.6535380127361345,2024-01-06,20,1,River,ENTSO-E,SFOE,atomic
2024-01-06 21:00:00,0.22225,1.6604112561812943,2024-01-06,21,1,River,ENTSO-E,SFOE,atomic
2024-01-06 22:00:00,0.21913,1.6371019958020563,2024-01-06,22,1,River,ENTSO-E,SFOE,atomic
2024-01-06 23:00:00,0.21872999999999998,1.6341136290867695,2024-01-06,23,1,River,ENTSO-E,SFOE,atomic
2024-01-07 00:00:00,0.21833000000000002,1.54612762266554,2024-01-07,0,1,River,ENTSO-E,SFOE,atomic
2024-01-07 01:00:00,0.22083000000000003,1.5638316443605145,2024-01-07,1,1,River,ENTSO-E,SFOE,atomic
2024-01-07 02:00:00,0.21972999999999998,1.5560418748147256,2024-01-07,2,1,River,ENTSO-E,SFOE,atomic
2024-01-07 03:00:00,0.20773,1.4710625706788465,2024-01-07,3,1,River,ENTSO-E,SFOE,atomic
2024-01-07 04:00:00,0.20912999999999998,1.4809768228280322,2024-01-07,4,1,River,ENTSO-E,SFOE,atomic
2024-01-07 05:00:00,0.22138,1.5677265291334088,2024-01-07,5,1,River,ENTSO-E,SFOE,atomic
2024-01-07 06:00:00,0.22125,1.5668059200052704,2024-01-07,6,1,River,ENTSO-E,SFOE,atomic
2024-01-07 07:00:00,0.22225,1.57388752868326,2024-01-07,7,1,River,ENTSO-E,SFOE,atomic
2024-01-07 08:00:00,0.22569999999999998,1.5983190786223256,2024-01-07,8,1,River,ENTSO-E,SFOE,atomic
2024-01-07 09:00:00,0.22743,1.610570261635248,2024-01-07,9,1,River,ENTSO-E,SFOE,atomic
2024-01-07 10:00:00,0.22740000000000002,1.6103578133749086,2024-01-07,10,1,River,ENTSO-E,SFOE,atomic
2024-01-07 11:00:00,0.2294,1.6245210307308884,2024-01-07,11,1,River,ENTSO-E,SFOE,atomic
2024-01-07 12:00:00,0.2265,1.6039843655647175,2024-01-07,12,1,River,ENTSO-E,SFOE,atomic
2024-01-07 13:00:00,0.22513,1.5942825616758711,2024-01-07,13,1,River,ENTSO-E,SFOE,atomic
2024-01-07 14:00:00,0.22643000000000002,1.6034886529572585,2024-01-07,14,1,River,ENTSO-E,SFOE,atomic
2024-01-07 15:00:00,0.22878,1.6201304333505344,2024-01-07,15,1,River,ENTSO-E,SFOE,atomic
2024-01-07 16:00:00,0.27564999999999995,1.9520454320879217,2024-01-07,16,1,River,ENTSO-E,SFOE,atomic
2024-01-07 17:00:00,0.27043,1.9150794347888147,2024-01-07,17,1,River,ENTSO-E,SFOE,atomic
2024-01-07 18:00:00,0.25375,1.7969582020399426,2024-01-07,18,1,River,ENTSO-E,SFOE,atomic
2024-01-07 19:00:00,0.22575,1.5986731590562249,2024-01-07,19,1,River,ENTSO-E,SFOE,atomic
2024-01-07 20:00:00,0.22494999999999998,1.593007872113833,2024-01-07,20,1,River,ENTSO-E,SFOE,atomic
2024-01-07 21:00:00,0.22488,1.5925121595063736,2024-01-07,21,1,River,ENTSO-E,SFOE,atomic
2024-01-07 22:00:00,0.22205000000000003,1.5724712069476623,2024-01-07,22,1,River,ENTSO-E,SFOE,atomic
2024-01-07 23:00:00,0.21,1.4871378223778835,2024-01-07,23,1,River,ENTSO-E,SFOE,atomic
2024-01-08 00:00:00,0.2066,1.442091633295317,2024-01-08,0,1,River,ENTSO-E,SFOE,atomic
2024-01-08 01:00:00,0.2048,1.4295274273905179,2024-01-08,1,1,River,ENTSO-E,SFOE,atomic
2024-01-08 02:00:00,0.222,1.5495853949252685,2024-01-08,2,1,River,ENTSO-E,SFOE,atomic
2024-01-08 03:00:00,0.21933000000000002,1.5309484894998158,2024-01-08,3,1,River,ENTSO-E,SFOE,atomic
2024-01-08 04:00:00,0.22475,1.5687807095020452,2024-01-08,4,1,River,ENTSO-E,SFOE,atomic
2024-01-08 05:00:00,0.2309,1.6117084130101098,2024-01-08,5,1,River,ENTSO-E,SFOE,atomic
2024-01-08 06:00:00,0.25345,1.7691099925396814,2024-01-08,6,1,River,ENTSO-E,SFOE,atomic
2024-01-08 07:00:00,0.29548,2.062484200416749,2024-01-08,7,1,River,ENTSO-E,SFOE,atomic
2024-01-08 08:00:00,0.28138,1.9640645874958198,2024-01-08,8,1,River,ENTSO-E,SFOE,atomic
2024-01-08 09:00:00,0.26698,1.863550940257424,2024-01-08,9,1,River,ENTSO-E,SFOE,atomic
2024-01-08 10:00:00,0.2452,1.7115240488093504,2024-01-08,10,1,River,ENTSO-E,SFOE,atomic
2024-01-08 11:00:00,0.2355,1.643816939211264,2024-01-08,11,1,River,ENTSO-E,SFOE,atomic
2024-01-08 12:00:00,0.2316,1.6165944930841987,2024-01-08,12,1,River,ENTSO-E,SFOE,atomic
2024-01-08 13:00:00,0.24778,1.729532743939563,2024-01-08,13,1,River,ENTSO-E,SFOE,atomic
2024-01-08 14:00:00,0.26838,1.8733231004056015,2024-01-08,14,1,River,ENTSO-E,SFOE,atomic
2024-01-08 15:00:00,0.28773000000000004,2.008388313882196,2024-01-08,15,1,River,ENTSO-E,SFOE,atomic
2024-01-08 16:00:00,0.29102999999999996,2.0314226913743276,2024-01-08,16,1,River,ENTSO-E,SFOE,atomic
2024-01-08 17:00:00,0.28463,1.9867499592683744,2024-01-08,17,1,River,ENTSO-E,SFOE,atomic
2024-01-08 18:00:00,0.25677999999999995,1.79235377346356,2024-01-08,18,1,River,ENTSO-E,SFOE,atomic
2024-01-08 19:00:00,0.22788,1.5906284675476132,2024-01-08,19,1,River,ENTSO-E,SFOE,atomic
2024-01-08 20:00:00,0.21728,1.5166392549971275,2024-01-08,20,1,River,ENTSO-E,SFOE,atomic
2024-01-08 21:00:00,0.21323,1.4883697917113283,2024-01-08,21,1,River,ENTSO-E,SFOE,atomic
2024-01-08 22:00:00,0.21393,1.4932558717854174,2024-01-08,22,1,River,ENTSO-E,SFOE,atomic
2024-01-08 23:00:00,0.20423,1.425548762187331,2024-01-08,23,1,River,ENTSO-E,SFOE,atomic
2024-01-09 00:00:00,0.20887999999999998,1.4223105964943688,2024-01-09,0,1,River,ENTSO-E,SFOE,atomic
2024-01-09 01:00:00,0.2087,1.4210849362714228,2024-01-09,1,1,River,ENTSO-E,SFOE,atomic
2024-01-09 02:00:00,0.20298,1.3821361780755792,2024-01-09,2,1,River,ENTSO-E,SFOE,atomic
2024-01-09 03:00:00,0.20278,1.3807743333834168,2024-01-09,3,1,River,ENTSO-E,SFOE,atomic
2024-01-09 04:00:00,0.2099,1.4292560044243967,2024-01-09,4,1,River,ENTSO-E,SFOE,atomic
2024-01-09 05:00:00,0.26518,1.8056698773380735,2024-01-09,5,1,River,ENTSO-E,SFOE,atomic
2024-01-09 06:00:00,0.27335000000000004,1.8613012330129064,2024-01-09,6,1,River,ENTSO-E,SFOE,atomic
2024-01-09 07:00:00,0.28652999999999995,1.9510467982264048,2024-01-09,7,1,River,ENTSO-E,SFOE,atomic
2024-01-09 08:00:00,0.31335,2.1336701714453774,2024-01-09,8,1,River,ENTSO-E,SFOE,atomic
2024-01-09 09:00:00,0.31543,2.1478333562438663,2024-01-09,9,1,River,ENTSO-E,SFOE,atomic
2024-01-09 10:00:00,0.24878,1.6939986125807596,2024-01-09,10,1,River,ENTSO-E,SFOE,atomic
2024-01-09 11:00:00,0.24484999999999998,1.667238364379769,2024-01-09,11,1,River,ENTSO-E,SFOE,atomic
2024-01-09 12:00:00,0.24080000000000001,1.6396610093634816,2024-01-09,12,1,River,ENTSO-E,SFOE,atomic
2024-01-09 13:00:00,0.2499,1.701624942856869,2024-01-09,13,1,River,ENTSO-E,SFOE,atomic
2024-01-09 14:00:00,0.2765,1.882750286914463,2024-01-09,14,1,River,ENTSO-E,SFOE,atomic
2024-01-09 15:00:00,0.32713,2.227501270735364,2024-01-09,15,1,River,ENTSO-E,SFOE,atomic
2024-01-09 16:00:00,0.33488,2.2802727525566557,2024-01-09,16,1,River,ENTSO-E,SFOE,atomic
2024-01-09 17:00:00,0.30695,2.090091141296182,2024-01-09,17,1,River,ENTSO-E,SFOE,atomic
2024-01-09 18:00:00,0.30885,2.103028665871724,2024-01-09,18,1,River,ENTSO-E,SFOE,atomic
2024-01-09 19:00:00,0.30952999999999997,2.107658937825077,2024-01-09,19,1,River,ENTSO-E,SFOE,atomic
2024-01-09 20:00:00,0.26738,1.8206501689518593,2024-01-09,20,1,River,ENTSO-E,SFOE,atomic
2024-01-09 21:00:00,0.22743,1.5486216916924278,2024-01-09,21,1,River,ENTSO-E,SFOE,atomic
2024-01-09 22:00:00,0.21813,1.4852959135068782,2024-01-09,22,1,River,ENTSO-E,SFOE,atomic
2024-01-09 23:00:00,0.20803,1.4165227565526788,2024-01-09,23,1,River,ENTSO-E,SFOE,atomic
2024-01-10 00:00:00,0.20912999999999998,1.4869178769889926,2024-01-10,0,1,River,ENTSO-E,SFOE,atomic
2024-01-10 01:00:00,0.21943000000000001,1.5601510531616445,2024-01-10,1,1,River,ENTSO-E,SFOE,atomic
2024-01-10 02:00:00,0.21008000000000002,1.4936723932379268,2024-01-10,2,1,River,ENTSO-E,SFOE,atomic
2024-01-10 03:00:00,0.2129,1.513722641471604,2024-01-10,3,1,River,ENTSO-E,SFOE,atomic
2024-01-10 04:00:00,0.21395,1.5211881594309522,2024-01-10,4,1,River,ENTSO-E,SFOE,atomic
2024-01-10 05:00:00,0.21743,1.5459310189533626,2024-01-10,5,1,River,ENTSO-E,SFOE,atomic
2024-01-10 06:00:00,0.33155,2.357326170877925,2024-01-10,6,1,River,ENTSO-E,SFOE,atomic
2024-01-10 07:00:00,0.3335,2.371190704231,2024-01-10,7,1,River,ENTSO-E,SFOE,atomic
2024-01-10 08:00:00,0.32993,2.345807943169217,2024-01-10,8,1,River,ENTSO-E,SFOE,atomic
2024-01-10 09:00:00,0.31427999999999995,2.234536175489411,2024-01-10,9,1,River,ENTSO-E,SFOE,atomic
2024-01-10 10:00:00,0.26005,1.8489599479318488,2024-01-10,10,1,River,ENTSO-E,SFOE,atomic
2024-01-10 11:00:00,0.25930000000000003,1.8436274351037434,2024-01-10,11,1,River,ENTSO-E,SFOE,atomic
2024-01-10 12:00:00,0.25168,1.7894491047701893,2024-01-10,12,1,River,ENTSO-E,SFOE,atomic
2024-01-10 13:00:00,0.26535000000000003,1.886643038583796,2024-01-10,13,1,River,ENTSO-E,SFOE,atomic
2024-01-10 14:00:00,0.30335,2.156823688541151,2024-01-10,14,1,River,ENTSO-E,SFOE,atomic
2024-01-10 15:00:00,0.32638,2.3205673824495165,2024-01-10,15,1,River,ENTSO-E,SFOE,atomic
2024-01-10 16:00:00,0.3255,2.3143105673978726,2024-01-10,16,1,River,ENTSO-E,SFOE,atomic
2024-01-10 17:00:00,0.32673,2.323055888435966,2024-01-10,17,1,River,ENTSO-E,SFOE,atomic
2024-01-10 18:00:00,0.32565,2.315377069963494,2024-01-10,18,1,River,ENTSO-E,SFOE,atomic
2024-01-10 19:00:00,0.30169999999999997,2.145092160319318,2024-01-10,19,1,River,ENTSO-E,SFOE,atomic
2024-01-10 20:00:00,0.25753,1.8310427048294138,2024-01-10,20,1,River,ENTSO-E,SFOE,atomic
2024-01-10 21:00:00,0.233,1.6566339852648366,2024-01-10,21,1,River,ENTSO-E,SFOE,atomic
2024-01-10 22:00:00,0.22213,1.5793480993428244,2024-01-10,22,1,River,ENTSO-E,SFOE,atomic
2024-01-10 23:00:00,0.23328,1.6586247900539959,2024-01-10,23,1,River,ENTSO-E,SFOE,atomic
