DateTime,river_gwh,river_benchmarked_gwh,date,hour,month,variable,indicator_source,indicator_type,target_source,target_type,kind
2024-01-02 06:00:00,0.21280000000000002,1.4113189825672732,2024-01-02,6,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 07:00:00,0.26038,1.4725114820786618,2024-01-02,7,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 08:00:00,0.26788,1.482097040758512,2024-01-02,8,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 09:00:00,0.24253,1.4493569829938493,2024-01-02,9,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 10:00:00,0.21585,1.4149245121887026,2024-01-02,10,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 11:00:00,0.21522999999999998,1.4141174273566872,2024-01-02,11,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 12:00:00,0.21563,1.414635140387901,2024-01-02,12,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 13:00:00,0.21780000000000002,1.4174459042852792,2024-01-02,13,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 14:00:00,0.22047999999999998,1.4209304923378994,2024-01-02,14,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 15:00:00,0.24919999999999998,1.4580317458965906,2024-01-02,15,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 16:00:00,0.26493,1.478437239997993,2024-01-02,16,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 17:00:00,0.25178,1.4617102424991777,2024-01-02,17,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 18:00:00,0.23905,1.4457592528015062,2024-01-02,18,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 19:00:00,0.22155000000000002,1.424124304915435,2024-01-02,19,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 20:00:00,0.22028,1.4243598258034438,2024-01-02,20,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 21:00:00,0.21965,1.4272944405131684,2024-01-02,21,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 22:00:00,0.22165,1.4373684725872766,2024-01-02,22,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-02 23:00:00,0.21780000000000002,1.4473915222448623,2024-01-02,23,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 00:00:00,0.22,1.4802067623825752,2024-01-03,0,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 01:00:00,0.22083000000000003,1.4962661366849792,2024-01-03,1,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 02:00:00,0.22080000000000002,1.503721864423812,2024-01-03,2,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 03:00:00,0.21744999999999998,1.5031482196293693,2024-01-03,3,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 04:00:00,0.2149,1.5017328392572828,2024-01-03,4,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 05:00:00,0.21858000000000002,1.507416221207946,2024-01-03,5,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 06:00:00,0.21918,1.508658654940842,2024-01-03,6,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 07:00:00,0.27443,1.5801552487175021,2024-01-03,7,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 08:00:00,0.27153,1.5765324780932488,2024-01-03,8,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 09:00:00,0.2363,1.531152125409516,2024-01-03,9,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 10:00:00,0.22755,1.5198978807682684,2024-01-03,10,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 11:00:00,0.22690000000000002,1.519078807657899,2024-01-03,11,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 12:00:00,0.22440000000000002,1.5158709309949683,2024-01-03,12,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 13:00:00,0.2407,1.536917190761651,2024-01-03,13,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 14:00:00,0.24743,1.5456367900826529,2024-01-03,14,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 15:00:00,0.27538,1.5817626171002817,2024-01-03,15,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 16:00:00,0.25348,1.553665541205384,2024-01-03,16,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 17:00:00,0.26055,1.5630834293005305,2024-01-03,17,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 18:00:00,0.23755,1.5340152523522002,2024-01-03,18,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 19:00:00,0.22443000000000002,1.5182877387463518,2024-01-03,19,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 20:00:00,0.22188,1.5173882671948506,2024-01-03,20,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 21:00:00,0.22193000000000002,1.522231811953464,2024-01-03,21,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 22:00:00,0.222,1.5318801856751463,2024-01-03,22,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-03 23:00:00,0.22222999999999998,1.5512930054592307,2024-01-03,23,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 00:00:00,0.22093000000000002,1.5878485709075263,2024-01-04,0,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 01:00:00,0.22188,1.6081900521934172,2024-01-04,1,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 02:00:00,0.22158,1.6173611880741565,2024-01-04,2,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 03:00:00,0.21925,1.619134965059171,2024-01-04,3,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 04:00:00,0.21872999999999998,1.620853779675662,2024-01-04,4,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 05:00:00,0.23153,1.638558124060712,2024-01-04,5,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 06:00:00,0.2347,1.6432441942193887,2024-01-04,6,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 07:00:00,0.26868000000000003,1.6873706625313245,2024-01-04,7,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 08:00:00,0.26130000000000003,1.6780011434975053,2024-01-04,8,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 09:00:00,0.26948,1.6886263705046614,2024-01-04,9,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 10:00:00,0.2471,1.659797506822222,2024-01-04,10,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 11:00:00,0.2334,1.6421453294380481,2024-01-04,11,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 12:00:00,0.21828,1.6226518613258367,2024-01-04,12,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 13:00:00,0.2281,1.6353207845207445,2024-01-04,13,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 14:00:00,0.24872999999999998,1.6619285440406957,2024-01-04,14,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 15:00:00,0.26968000000000003,1.6889444852477085,2024-01-04,15,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 16:00:00,0.2811,1.703661154009,2024-01-04,16,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 17:00:00,0.27975,1.7018930691386829,2024-01-04,17,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 18:00:00,0.25128,1.6651180119030138,2024-01-04,18,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 19:00:00,0.24969999999999998,1.6629716596437165,2024-01-04,19,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 20:00:00,0.2534,1.6675269546562577,2024-01-04,20,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 21:00:00,0.2301,1.6370402678786644,2024-01-04,21,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 22:00:00,0.2273,1.6325606236048713,2024-01-04,22,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-04 23:00:00,0.22608,1.6292506970470693,2024-01-04,23,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 00:00:00,0.22255,1.621224942238286,2024-01-05,0,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 01:00:00,0.22447999999999999,1.621977920843434,2024-01-05,1,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 02:00:00,0.22185,1.6177175395954408,2024-01-05,2,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 03:00:00,0.21533000000000002,1.6088738842836676,2024-01-05,3,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 04:00:00,0.22673,1.6233607089564723,2024-01-05,4,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 05:00:00,0.22108,1.6159647802417765,2024-01-05,5,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 06:00:00,0.2357,1.6347676282982622,2024-01-05,6,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 07:00:00,0.26375,1.6709198402528935,2024-01-05,7,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 08:00:00,0.26425,1.6715514242911258,2024-01-05,8,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 09:00:00,0.25905,1.6648381072071723,2024-01-05,9,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 10:00:00,0.24218,1.6430765647094219,2024-01-05,10,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 11:00:00,0.2354,1.6343318927033543,2024-01-05,11,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 12:00:00,0.24053,1.6409516746386323,2024-01-05,12,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 13:00:00,0.24459999999999998,1.6462085752453428,2024-01-05,13,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 14:00:00,0.24412999999999999,1.6456177327766257,2024-01-05,14,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 15:00:00,0.2558,1.660700892512972,2024-01-05,15,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 16:00:00,0.28095,1.693201930303386,2024-01-05,16,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 17:00:00,0.2742,1.6846203224555398,2024-01-05,17,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 18:00:00,0.25938,1.665754594932387,2024-01-05,18,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 19:00:00,0.22818,1.6260110533567214,2024-01-05,19,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 20:00:00,0.2258,1.623938484085425,2024-01-05,20,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 21:00:00,0.22618000000000002,1.6264229831376371,2024-01-05,21,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 22:00:00,0.22683,1.6312501044284788,2024-01-05,22,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-05 23:00:00,0.21713,1.6267164185055263,2024-01-05,23,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 00:00:00,0.21445,1.6392147004953888,2024-01-06,0,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 01:00:00,0.2063,1.6366802212757847,2024-01-06,1,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 02:00:00,0.22003,1.6583780768992964,2024-01-06,2,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 03:00:00,0.21513,1.6540523613827565,2024-01-06,3,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 04:00:00,0.21180000000000002,1.6507544541278967,2024-01-06,4,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 05:00:00,0.22308,1.6658020839548677,2024-01-06,5,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 06:00:00,0.22235,1.6651097372658328,2024-01-06,6,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 07:00:00,0.22318000000000002,1.6663047680815954,2024-01-06,7,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 08:00:00,0.22519999999999998,1.6689721895508485,2024-01-06,8,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 09:00:00,0.22565000000000002,1.6695831219405306,2024-01-06,9,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 10:00:00,0.22508,1.6688622202789023,2024-01-06,10,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 11:00:00,0.22905,1.673987983677764,2024-01-06,11,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 12:00:00,0.2245,1.6681180753786133,2024-01-06,12,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 13:00:00,0.22503,1.6687933034797764,2024-01-06,13,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 14:00:00,0.22403,1.6674838259402238,2024-01-06,14,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 15:00:00,0.22769999999999999,1.6721766430176404,2024-01-06,15,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 16:00:00,0.23583,1.682580498129666,2024-01-06,16,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 17:00:00,0.23515,1.6815384313635025,2024-01-06,17,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 18:00:00,0.22294999999999998,1.665472555381579,2024-01-06,18,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 19:00:00,0.22278,1.6645928519189352,2024-01-06,19,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 20:00:00,0.22133,1.6614017082534778,2024-01-06,20,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 21:00:00,0.22225,1.6599464791562288,2024-01-06,21,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 22:00:00,0.21913,1.6506385430459303,2024-01-06,22,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-06 23:00:00,0.21872999999999998,1.6395551660030254,2024-01-06,23,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 00:00:00,0.21833000000000002,1.6179043337823,2024-01-07,0,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 01:00:00,0.22083000000000003,1.610561411536462,2024-01-07,1,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 02:00:00,0.21972999999999998,1.6038588967302316,2024-01-07,2,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 03:00:00,0.20773,1.5857393023432755,2024-01-07,3,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 04:00:00,0.20912999999999998,1.5862241285749583,2024-01-07,4,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 05:00:00,0.22138,1.6013639002069064,2024-01-07,5,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 06:00:00,0.22125,1.6008660778086616,2024-01-07,6,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 07:00:00,0.22225,1.6019909453001713,2024-01-07,7,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 08:00:00,0.22569999999999998,1.6063585820992077,2024-01-07,8,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 09:00:00,0.22743,1.6085493660729202,2024-01-07,9,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 10:00:00,0.22740000000000002,1.6084914095335592,2024-01-07,10,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 11:00:00,0.2294,1.6110634680919649,2024-01-07,11,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 12:00:00,0.2265,1.6073233634918545,2024-01-07,12,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 13:00:00,0.22513,1.6055647603789012,2024-01-07,13,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 14:00:00,0.22643000000000002,1.6072622637227654,2024-01-07,14,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 15:00:00,0.22878,1.610336752420404,2024-01-07,15,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 16:00:00,0.27564999999999995,1.6708780606962237,2024-01-07,16,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 17:00:00,0.27043,1.66432138574015,2024-01-07,17,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 18:00:00,0.25375,1.6431598520961455,2024-01-07,18,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 19:00:00,0.22575,1.607750296965023,2024-01-07,19,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 20:00:00,0.22494999999999998,1.6081288582621505,2024-01-07,20,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 21:00:00,0.22488,1.6108594231367053,2024-01-07,21,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 22:00:00,0.22205000000000003,1.6128509742737442,2024-01-07,22,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-07 23:00:00,0.21,1.608592186735288,2024-01-07,23,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-08 00:00:00,0.2066,1.6267737195970602,2024-01-08,0,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-08 01:00:00,0.2048,1.6357355064426866,2024-01-08,1,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-08 02:00:00,0.222,1.6635619965461022,2024-01-08,2,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-08 03:00:00,0.21933000000000002,1.6629390690435595,2024-01-08,3,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-01-08 04:00:00,0.22475,1.6713402967225126,2024-01-08,4,1,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
