DateTime,Water_ENTSOE,Water_Benchmarked,Nuclear_ENTSOE,Nuclear_Benchmarked,Solar_ENTSOE,Solar_Benchmarked,Wind_ENTSOE,Wind_Benchmarked,Thermische,Source_Hourly,Hourly_Columns,Source_Daily,Daily_Columns,Variable,Sum_ENTSOE,Sum_SFOE
2024-01-01 14:00:00,595.5400000000001,2016.4688691918032,3014,2960.2320176840917,395.4847470590794,432.67482626083086,16.61,21.298055766528,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4021.634747059079,5851.507101903254
2024-01-01 15:00:00,831.89,2350.6937880899522,3013.6,2959.832190196187,128.53392080987703,173.57446099692254,20.67,25.65921842973368,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3994.693920809877,5930.592990712796
2024-01-01 16:00:00,1137.8300000000002,2783.3886391055794,3013.9,2960.1323220294385,0,48.80709777545945,26.07,31.459218887432186,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4177.8,6244.620610797911
2024-01-01 17:00:00,1433.5500000000002,3201.835880097744,3017.9,2964.129908492067,0,48.772021106175984,30.58,36.30143906194682,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4482.03,6671.872581757933
2024-01-01 18:00:00,1093.31,2721.6743778333534,3019.1,2965.331409542205,0,48.70168144807823,33.51,39.442984798604066,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4145.919999999999,6195.983786622241
2024-01-01 19:00:00,1030.43,2634.407488703916,3021.4,2967.634599210982,0,48.56090897211732,41.94,48.487187138378246,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4093.770000000001,6119.923517025393
2024-01-01 20:00:00,840.6300000000001,2369.343676649902,3022.4,2968.6442743186885,0,48.2793174403128,38.57,44.84118926638851,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3901.6000000000004,5851.941790675292
2024-01-01 21:00:00,752.0799999999999,2250.6527243558903,3025.4,2971.662746909172,0,47.71611108676242,46.01,52.783684286609166,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3823.4900000000002,5743.6485996384345
2024-01-01 22:00:00,627.36,2087.31651880039,3033.6,2979.8977199323062,0,46.589686734690936,51.19,58.24733525345669,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3712.1499999999996,5592.884593720844
2024-01-01 23:00:00,580.38,2046.8476507680098,3029.5,2975.886162405459,0,44.336832208062674,52.61,59.569815748997584,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3662.4900000000002,5547.473794130529
2024-01-02 00:00:00,597.56,2123.0207670458885,3023.6,2970.1609758685504,0,39.831120243563475,50.66,57.06856929522375,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3671.82,5610.914765453225
2024-01-02 01:00:00,526.2099999999999,2048.101681531769,3023.4,2970.0459020566377,0,37.57826447795519,51.58,57.8538672649094,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3601.19,5534.413048331271
2024-01-02 02:00:00,516.85,2047.841830295635,3023.4,2970.088274690215,0,36.451837028433886,51.75,57.93495038922068,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3592.0000000000005,5533.150225403504
2024-01-02 03:00:00,527.26,2069.0435890961103,3023.9,2970.6090094957112,0,35.888624170238856,55,61.37585628669049,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3606.1600000000003,5557.750412048751
2024-01-02 04:00:00,605.85,2183.3837541959847,3018.2,2964.924742552509,0,35.607019474272555,58.04,64.61653507104863,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3682.0899999999997,5669.365384293816
2024-01-02 05:00:00,759.73,2402.5347022264077,3017.5,2964.230667740562,0,35.46622059255179,59.01,65.6459732184381,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3836.2400000000002,5888.71089677796
2024-01-02 06:00:00,1011.8100000000001,2759.6934373939202,3015.9,2962.6347535755235,0,35.39582808421625,58.04,64.59749030989308,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4085.750000000001,6243.154842363554
2024-01-02 07:00:00,1020.1100000000001,2771.8318603221846,3010.2,2956.9412076977405,24.33646964198919,58.9806741002995,60.49,67.22650696044005,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4115.136469641989,6275.813582080664
2024-01-02 08:00:00,1109.44,2898.3140210621964,3008.3,2955.0435610138175,103.40828638625771,135.70713246914954,57.99,64.53900154583599,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4279.138286386258,6474.437049091
2024-01-02 09:00:00,1261.3600000000001,3113.17383105418,3010.8,2957.5415921316066,221.09710498517586,249.92258411505492,57.25,63.74316491252055,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4550.507104985176,6805.214505213362
2024-01-02 10:00:00,1332.78,3214.1853779410035,3010,2956.74238922236,364.18959843940064,388.79832598569544,56.97,63.441919509542075,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4763.9395984394,7044.001345658601
2024-01-02 11:00:00,1420.4299999999998,3338.1141839672086,3009.9,2956.642382172865,444.7118852624887,466.9482132477024,55.19,61.52929875754577,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4930.2318852624885,7244.067411145322
2024-01-02 12:00:00,1435.11,3358.876420676376,3008,2954.743777279633,396.52762144353676,420.1819373352596,57.67,64.1935179881192,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4897.307621443536,7218.828986279388
2024-01-02 13:00:00,1691.43,3721.219529171748,3006.8,2953.544160306929,211.25567047785535,240.36483976325067,54.75,61.056110844716834,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4964.235670477856,7397.017973086645
2024-01-02 14:00:00,1884.8600000000001,3994.6511713909326,3006.1,2952.843361981256,98.98070140790571,131.39722437365086,52.26,58.38049291478033,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5042.200701407906,7558.105583660619
2024-01-02 15:00:00,2218.4099999999994,4466.149049774497,3007,2953.7396752863783,29.58545465391432,64.04949912384257,53.3,59.49697015055349,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5308.295454653915,7964.268527335272
2024-01-02 16:00:00,2407.1600000000003,4732.932158664562,3006,2952.734819647909,0,35.34440701193251,55.34,61.686968627345955,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5468.5,8203.531686951748
2024-01-02 17:00:00,2215.36,4461.717198802897,3007.9,2954.6215868169493,0,35.36330305051765,55.75,62.124056180142254,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5279.009999999999,7934.659477850506
2024-01-02 18:00:00,1466.6299999999999,3403.127686923452,3009,2955.697554528574,0,35.40114669147092,57.84,64.36267919016063,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4533.469999999999,6879.422400333658
2024-01-02 19:00:00,846.1999999999998,2525.7449492060305,3007.8,2954.45255567271,0,35.47685975526895,54.74,61.0185520232312,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3908.74,5997.52624965724
2024-01-02 20:00:00,702.59,2322.085673601365,3007.2,2953.7609339339106,0,35.62829877381072,60.24,66.90036663789897,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3770.0299999999997,5799.208605946986
2024-01-02 21:00:00,607,2185.6611101593157,3006.1,2952.4776000170677,0,35.931183256367135,59.72,66.28731432033035,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3672.82,5661.190540753081
2024-01-02 22:00:00,528.25,2071.746452188857,3007.9,2953.9073241907067,0,36.536955444216424,56.12,62.31083616952667,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3592.27,5545.334900993306
2024-01-02 23:00:00,542.6,2086.849563307494,3006.6,2951.8711921198883,0,37.74850143128326,56.6,62.609001431885744,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3605.7999999999997,5559.911591290551
2024-01-03 00:00:00,517.33,2040.76212430342,3008.9,2952.6945083054266,0,40.171594211100995,50.93,56.08229361701982,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3577.1600000000003,5510.543853436967
2024-01-03 01:00:00,525.1600000000001,2046.6483519763244,3005.8,2948.860000125347,0,41.38314111102697,47.24,51.900357819259106,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3578.2000000000003,5509.625184031957
2024-01-03 02:00:00,497.38000000000005,2004.7864264248378,3007.6,2950.289725170458,0,41.988915581024095,45.29,49.69658159245634,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3550.2700000000004,5467.594981768777
2024-01-03 03:00:00,486.85999999999996,1988.6193742203711,3007.8,2950.3052205254867,0,42.29180485609101,43.43,47.643880604770985,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3538.09,5449.69361320672
2024-01-03 04:00:00,485.09999999999997,1985.4835056075358,3005.9,2948.314775048663,0,42.443253573761204,48.03,52.55876716918381,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3539.0299999999997,5449.633634399143
2024-01-03 05:00:00,672.6099999999999,2250.2293693188662,3004,2946.3704149995997,0,42.518986092869625,50.09,54.758362688845764,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3726.7000000000003,5714.710466100181
2024-01-03 06:00:00,876.86,2538.8012310430518,3006.2,2948.545405416068,0,42.55686867297058,47.98,52.484654640553515,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3931.0399999999995,6003.221492772643
2024-01-03 07:00:00,1254.58,3072.676329136215,3005.7,2948.034367052403,39.714612143478064,81.12129643247162,47.07,51.50358263493366,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4347.0646121434775,6574.168908256023
2024-01-03 08:00:00,1045.16,2776.5922176562613,3006.2,2948.528217953721,327.9956825672487,360.92521377347254,50.37,55.04728459049722,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4429.725682567248,6561.926266973952
2024-01-03 09:00:00,812,2446.9676860209197,3011.3,2953.6208619783483,621.1533170159289,645.4574884301841,50.21,54.8745318467254,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4494.663317015929,6521.753901276177
2024-01-03 10:00:00,741.48,2347.2640425978702,3014.4,2956.7168741445244,887.1139067698664,903.591179871608,48.14,52.65016260366683,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4691.133906769867,6681.055592217669
2024-01-03 11:00:00,631.6999999999999,2192.062036304558,3008.8,2951.121701770192,928.5038183083858,943.7644934564511,47.11,51.54333584050336,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4616.113818308386,6559.324900371705
2024-01-03 12:00:00,619.66,2175.022269983331,3004.6,2946.9261232827766,802.1110253831943,821.0945617411276,49.95,54.59438832480728,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4476.321025383194,6418.470676332043
2024-01-03 13:00:00,761.5600000000001,2375.580966183281,3005,2947.3275690089094,687.9365306729663,710.2843307053142,52.19,57.000837814868916,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4506.686530672967,6511.027036712373
2024-01-03 14:00:00,855.5899999999999,2508.4355476848755,3003.7,2946.032624602752,330.4642835204833,363.34142631110706,53.4,58.30064366522917,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4243.154283520483,6296.943575263965
2024-01-03 15:00:00,1475.91,3385.201690715344,3002.8,2945.1413374496087,84.82394473707615,124.94370796257684,57.51,62.71597165486105,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4621.043944737076,6938.83604078239
2024-01-03 16:00:00,1733.46,3749.0081902036973,3005,2947.3552227741443,0,42.63921497040003,52.8,57.6551110985815,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4791.26,7217.491072046823
2024-01-03 17:00:00,2359.08,4632.855897696021,3005,2947.3869958329387,0,42.68379943010011,47.39,51.84160266365831,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5411.469999999999,8095.601628622717
2024-01-03 18:00:00,2018.03,4149.641313000393,3005.4,2947.8501980389497,0,42.772940619407954,46.49,50.872289271808995,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5069.920000000001,7611.97007393056
2024-01-03 19:00:00,1404.3600000000001,3279.9469556296503,3006.6,2949.176250101609,0,42.95120913297748,48.65,53.18814945905086,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4459.61,6746.095897323287
2024-01-03 20:00:00,940.4899999999999,2619.8229447019003,3011.6,2954.4260133293833,0,43.307739227593466,49.44,54.0273634470053,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4001.5299999999997,6092.417393705882
2024-01-03 21:00:00,773.76,2375.3620801703187,3009.5,2952.836455705494,0,44.02079595056387,52.98,57.81154699066556,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3836.2400000000002,5850.864211817042
2024-01-03 22:00:00,575.65,2077.7752815006625,3009.8,2954.1532826570647,0,45.446907663373935,53.31,58.12795220477341,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3638.76,5556.336757025875
2024-01-03 23:00:00,531.61,1980.4541679203055,3011.6,2957.9858547261338,0,48.29913022242871,48.72,53.12034775627401,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3591.9300000000003,5460.692833625142
2024-01-04 00:00:00,515.1300000000001,1887.027904824745,3011.9,2962.3539756218943,0,54.00357490725553,47.75,51.92567368282614,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3574.7800000000007,5376.144462036721
2024-01-04 01:00:00,488.44000000000005,1814.2332854330004,3013.8,2966.2864575513977,0,56.85579593804838,49.4,53.62210545855936,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3551.6400000000003,5311.830977381006
2024-01-04 02:00:00,475.81,1778.8467209792989,3013.8,2967.303555236377,0,58.28190383020372,47.98,52.0583725074424,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3537.59,5277.323885553322
2024-01-04 03:00:00,495.03000000000003,1797.250498637824,3011.3,2965.314358700038,0,58.9949525297991,47.15,51.147582390330264,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3553.48,5293.540725257992
2024-01-04 04:00:00,543.51,1861.4002120006417,3011.3,2965.568632375082,0,59.35146638663233,49.35,53.50165146147248,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3604.1600000000003,5360.655295223828
2024-01-04 05:00:00,697.6099999999999,2077.0491528116795,3010.9,2965.2961288058254,0,59.529702329119985,52.09,56.44064473911193,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3760.6000000000004,5579.148961685737
2024-01-04 06:00:00,1493.56,3201.1327625433673,3003.1,2957.5667295890958,0,59.61877832850592,47.81,51.83998148331034,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4544.47,6690.99158494428
2024-01-04 07:00:00,2434.24,4530.359023492759,2929.4,2883.9649825617366,23.32449055256051,82.30107334880213,44.32,48.08925950834406,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5431.284490552561,7965.547671911641
2024-01-04 08:00:00,1772.38,3594.4593627770614,2921.6,2876.1878973303174,133.96413482056698,189.70565669257311,37.84,41.12678552373194,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4865.784134820567,7122.313035323684
2024-01-04 09:00:00,2094.8799999999997,4050.2181821656204,2925.8,2880.392029672177,315.90889733181945,366.3048418309805,36.71,39.912466551279564,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5373.298897331821,7757.660853220058
2024-01-04 10:00:00,1347.4499999999998,2993.5594036625175,2925,2879.5966733443893,594.8739876170232,637.0621552373343,40.77,44.274260835824265,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4908.093987617023,6975.325826080067
2024-01-04 11:00:00,1561.13,3295.5892694200306,2922.1,2876.701173689119,935.7211167863651,967.8760816481569,36.16,39.3214093551967,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5455.111116786365,7600.321267112504
2024-01-04 12:00:00,1766.5600000000002,3585.9732914749598,2919.2,2873.8045788928257,998.8376058142235,1029.1322956850881,28.5,31.091827155942788,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5713.097605814224,7940.835326208817
2024-01-04 13:00:00,2544.3799999999997,4685.512960464404,2920.5,2875.103495438947,904.285696891344,937.3574331940235,24.31,26.590398487835877,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6393.475696891343,8945.39762058521
2024-01-04 14:00:00,3969.14,6699.589146066254,2921.5,2876.1020267350273,511.1309453400409,555.7627846487416,26.55,28.997322919355742,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7428.32094534004,10581.284613369378
2024-01-04 15:00:00,4785.0599999999995,7852.988430094348,2920.3,2874.901603151975,123.4057418620513,179.42334325176034,29.4,32.059971175939765,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7858.165741862051,11360.206680674022
2024-01-04 16:00:00,5724.76,9181.35981617818,2922.4,2876.99651089431,0,59.593324019043855,33.01,35.939852306606,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,8680.17,12574.72283639814
2024-01-04 17:00:00,5537.4800000000005,8916.581780304406,2925.5,2880.0872254255346,0,59.478756387161454,34.49,37.53276429065524,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,8497.47,12314.513859407758
2024-01-04 18:00:00,5460.21,8807.284798919085,2935.3,2889.865360844639,0,59.24955584119808,29.86,32.56416141487832,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,8425.369999999999,12209.797210019799
2024-01-04 19:00:00,4900.76,8016.298007556868,2947.8,2902.328012375136,0,58.791122108171976,26.69,29.169837973640156,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7875.25,11427.420313013816
2024-01-04 20:00:00,3282.68,5728.6684241221055,2951.9,2906.3721549246634,0,57.874238321570104,23.9,26.19518645419095,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6258.4800000000005,9139.94333682253
2024-01-04 21:00:00,2346.81,4405.170051932247,2994.7,2949.0292261158484,0,56.04046258809158,33.03,36.04978937163639,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5374.54,7867.122863007824
2024-01-04 22:00:00,1416.3,3088.72503526293,3019.8,2973.8979346438655,0,52.37290704099709,44.5,48.46405854051872,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4480.6,6584.293268488313
2024-01-04 23:00:00,966.4599999999999,2450.7224788757776,3021.3,2974.9792760797577,0,45.037793906739424,47.7,52.08463641137104,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4035.4599999999996,5943.657518273645
2024-01-05 00:00:00,630.7299999999999,1971.9344441348605,3023.2,2976.042950388704,0,30.367566618189738,47.6,52.34242118797497,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3701.5299999999997,5451.520715329728
2024-01-05 01:00:00,596.79,1921.860924158727,3022.2,2974.6265462533856,0,23.032453194245996,43.95,48.60360042271769,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3662.94,5388.956857029078
2024-01-05 02:00:00,561.23,1870.5447648820264,3022.2,2974.4178929475547,0,19.364896922936286,36.33,40.508246232092034,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3619.7599999999998,5325.66913398461
2024-01-05 03:00:00,592.74,1914.5645382369385,3022.5,2974.6132951957984,0,17.53111966860578,38.41,42.78857766643909,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3653.6499999999996,5370.330863767781
2024-01-05 04:00:00,637.4599999999999,1977.5202257421079,3020.6,2972.66284433707,0,16.61423280408919,40.42,44.970877300225375,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3698.48,5432.601513183493
2024-01-05 05:00:00,1271.3900000000003,2873.5322035371682,3018.7,2970.738473743243,0,16.155792897128254,30.81,34.65764528737576,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4320.9,6315.917448464915
2024-01-05 06:00:00,1891.7799999999997,3750.4690487098915,3018.8,2970.825337312215,0,15.926579994242497,19.25,22.24369563910508,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4929.83,7180.297994655454
2024-01-05 07:00:00,2661.3499999999995,4838.32398793634,3019.2,2971.2184452722277,22.593203128686074,37.74006955211047,11.15,13.54419528584705,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5714.2932031286855,8281.660031046524
2024-01-05 08:00:00,2401.3,4470.6926434155275,3018.2,2970.2160653422243,89.6534779966217,102.76888927173432,8.87,11.09607221422444,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5518.023477996621,7975.60700324371
2024-01-05 09:00:00,2405.5299999999997,4476.663518758061,3017.5,2969.515023227908,131.30995125870743,143.17046019503294,9.77,12.063717736338953,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5564.109951258707,8022.24605291734
2024-01-05 10:00:00,2068.34,3999.9960729797035,3015.9,2967.9155645448036,162.03706020723314,172.9788179193549,8.88,11.107897570373462,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5255.157060207233,7572.831686014236
2024-01-05 11:00:00,2216.2999999999997,4209.152435627798,2849.2,2801.365341499837,170.7449772786808,181.42352028179803,6.83,8.905643759007575,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5243.074977278681,7621.68027416844
2024-01-05 12:00:00,2103.11,4049.1377505535793,3017.4,2969.4130796188397,181.95551243529445,192.30104858903084,5.81,7.809912125864829,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5308.275512435295,7639.495123887315
2024-01-05 13:00:00,2293.33,4318.028488175787,3017.5,2969.512193292477,135.785806067401,147.48994453271163,4.11,5.9835991327042475,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5450.7258060674,7861.84755813368
2024-01-05 14:00:00,2540.28,4667.105160820141,3014.3,2966.313640152476,86.14196285098221,99.30907743039442,2.74,4.511866751533428,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5643.461962850983,8158.073078154544
2024-01-05 15:00:00,4073.71,6834.770470671979,3013.6,2965.6114690666664,38.77086531497071,53.336902959889294,1.24,2.900580864580009,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7127.32086531497,10277.452756563114
2024-01-05 16:00:00,5446.83,8775.778323557817,3012.3,2964.30707490376,0,15.716815562827732,0.85,2.4820844168027087,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,8459.98,12179.117631441206
2024-01-05 17:00:00,5728.46,9173.74562485306,3013.4,2965.394968399612,0,15.735956461818642,0.9,2.536805919485325,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,8742.76,12578.246688633977
2024-01-05 18:00:00,3979.61,6701.210465483857,3013.7,2965.6724786816244,0,15.774406147229927,0.49,2.0983187135155146,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6993.799999999999,10105.589002026227
2024-01-05 19:00:00,2659.59,4834.575597944154,3014,2965.9277746116963,0,15.851389461767202,1.15,2.8114020684890053,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5674.74,8239.999497086106
2024-01-05 20:00:00,1545.83,3258.9022268706285,3015.2,2967.037827678967,0,16.005398062699147,2.46,4.226824085849043,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4563.49,6667.005609698144
2024-01-05 21:00:00,1533.81,3239.4544331770157,3017.8,2969.4577546138594,0,16.31343625049169,3.01,4.833732528235866,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4554.62,6650.892689569603
2024-01-05 22:00:00,1137.5600000000002,2674.3913446687457,3017.3,2968.6027502974107,0,16.929523119041164,4.64,6.616962478853664,420.833333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4159.5,6087.37391356405
