DateTime,nuclear_high_frequency_original_gwh,nuclear_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind
2025-01-02 10:00:00,2.9591999999999996,2.954800283384956,2025-01-02,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 11:00:00,2.95018,2.9457875695594224,2025-01-02,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 12:00:00,2.94875,2.9443587705056613,2025-01-02,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 13:00:00,2.95005,2.9456579557049767,2025-01-02,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 14:00:00,2.95155,2.94715737914328,2025-01-02,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 15:00:00,2.9514299999999998,2.947038903408489,2025-01-02,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 16:00:00,2.95245,2.9480609305359633,2025-01-02,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 17:00:00,2.9535500000000003,2.94916578804429,2025-01-02,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 18:00:00,2.9546300000000003,2.9502564486816762,2025-01-02,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 19:00:00,2.95913,2.954775815716458,2025-01-02,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 20:00:00,2.9629000000000003,2.9585889289150926,2025-01-02,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 21:00:00,2.96385,2.9596306716097134,2025-01-02,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 22:00:00,2.96425,2.960215412887152,2025-01-02,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-02 23:00:00,2.9656,2.9619344353980366,2025-01-02,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 00:00:00,2.96505,2.9621252005193646,2025-01-03,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 01:00:00,2.96613,2.963574449034978,2025-01-03,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 02:00:00,2.9646500000000002,2.962280763805509,2025-01-03,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 03:00:00,2.9633499999999997,2.961074389755792,2025-01-03,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 04:00:00,2.96318,2.9609508007987047,2025-01-03,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 05:00:00,2.96195,2.959744964159497,2025-01-03,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 06:00:00,2.96045,2.9582577856545114,2025-01-03,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 07:00:00,2.9589000000000003,2.9567148642247583,2025-01-03,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 08:00:00,2.96093,2.958746052549556,2025-01-03,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 09:00:00,2.96323,2.961045564443994,2025-01-03,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 10:00:00,2.96543,2.963244427964445,2025-01-03,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 11:00:00,2.9655500000000004,2.9633646525659967,2025-01-03,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 12:00:00,2.96563,2.9634446934598686,2025-01-03,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 13:00:00,2.96578,2.9635945125090237,2025-01-03,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 14:00:00,2.9640999999999997,2.9619156721430238,2025-01-03,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 15:00:00,2.96365,2.9614654882145968,2025-01-03,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 16:00:00,2.9637800000000003,2.9615942244479427,2025-01-03,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 17:00:00,2.96568,2.9634903074315777,2025-01-03,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 18:00:00,2.96613,2.9639352685883513,2025-01-03,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 19:00:00,2.9665,2.964295630230216,2025-01-03,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 20:00:00,2.9676,2.9653760501069057,2025-01-03,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 21:00:00,2.9680999999999997,2.965838311554929,2025-01-03,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 22:00:00,2.96775,2.965413963755257,2025-01-03,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-03 23:00:00,2.971,2.9685119620811875,2025-01-03,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 00:00:00,2.9709299999999996,2.968143457125103,2025-01-04,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 01:00:00,2.96773,2.9647968533880964,2025-01-04,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 02:00:00,2.9713499999999997,2.9683391826459284,2025-01-04,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 03:00:00,2.9710300000000003,2.967982129535447,2025-01-04,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 04:00:00,2.97065,2.967583786369185,2025-01-04,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 05:00:00,2.9705,2.9674245798453343,2025-01-04,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 06:00:00,2.97058,2.9674998439334255,2025-01-04,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 07:00:00,2.96798,2.9648996795735574,2025-01-04,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 08:00:00,2.9711,2.968015886520807,2025-01-04,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 09:00:00,2.96798,2.9648978833249475,2025-01-04,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 10:00:00,2.96608,2.9629991194245253,2025-01-04,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 11:00:00,2.9671999999999996,2.9641179113560576,2025-01-04,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 12:00:00,2.96908,2.9659960151825566,2025-01-04,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 13:00:00,2.9760500000000003,2.972959645679093,2025-01-04,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 14:00:00,2.97073,2.9676430803028024,2025-01-04,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 15:00:00,2.97098,2.9678908628919745,2025-01-04,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 16:00:00,2.9686500000000002,2.965558810203853,2025-01-04,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 17:00:00,2.9685799999999998,2.9654808702263087,2025-01-04,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 18:00:00,2.96983,2.966713830377666,2025-01-04,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 19:00:00,2.96935,2.966202246392245,2025-01-04,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 20:00:00,2.96978,2.966567915965255,2025-01-04,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 21:00:00,2.97098,2.967638970987643,2025-01-04,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 22:00:00,2.9701500000000003,2.9665537844779184,2025-01-04,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-04 23:00:00,2.9682,2.964093654270278,2025-01-04,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 00:00:00,2.96903,2.963899435305561,2025-01-05,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 01:00:00,2.9680999999999997,2.962458451607503,2025-01-05,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 02:00:00,2.96823,2.962332462064862,2025-01-05,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 03:00:00,2.96705,2.961025509791701,2025-01-05,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 04:00:00,2.9643,2.958213842469849,2025-01-05,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 05:00:00,2.96348,2.957362546483037,2025-01-05,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 06:00:00,2.9620300000000004,2.95589777320278,2025-01-05,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 07:00:00,2.96143,2.955290290593761,2025-01-05,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 08:00:00,2.96023,2.9540873198024773,2025-01-05,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 09:00:00,2.9600999999999997,2.9539554756386948,2025-01-05,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 10:00:00,2.9579,2.951756409530817,2025-01-05,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 11:00:00,2.95898,2.9528351903301426,2025-01-05,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 12:00:00,2.95848,2.952335727771485,2025-01-05,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 13:00:00,2.95558,2.9494387676164457,2025-01-05,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 14:00:00,2.95493,2.9487907246126164,2025-01-05,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 15:00:00,2.95288,2.946745359996853,2025-01-05,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 16:00:00,2.95268,2.9465514136542827,2025-01-05,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 17:00:00,2.95305,2.946932899972041,2025-01-05,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 18:00:00,2.95543,2.949334511782041,2025-01-05,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 19:00:00,2.9568000000000003,2.9507505783968737,2025-01-05,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 20:00:00,2.95758,2.95162435490614,2025-01-05,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 21:00:00,2.9603,2.954530938568693,2025-01-05,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 22:00:00,2.96133,2.9559377974162517,2025-01-05,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-05 23:00:00,2.9625500000000002,2.957912218485102,2025-01-05,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 00:00:00,2.96355,2.960422265961861,2025-01-06,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 01:00:00,2.9648499999999998,2.9624766203108135,2025-01-06,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 02:00:00,2.96253,2.960536283403034,2025-01-06,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 03:00:00,2.96343,2.9616243914733014,2025-01-06,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 04:00:00,2.9608499999999998,2.959140982491252,2025-01-06,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 05:00:00,2.95943,2.957769389066337,2025-01-06,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 06:00:00,2.9596,2.957962860404232,2025-01-06,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 07:00:00,2.9591999999999996,2.957575011045629,2025-01-06,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 08:00:00,2.9581,2.956481857727253,2025-01-06,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 09:00:00,2.95773,2.9561151667003593,2025-01-06,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 10:00:00,2.9543000000000004,2.9526896095261703,2025-01-06,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 11:00:00,2.9543000000000004,2.9526905407389075,2025-01-06,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 12:00:00,2.95473,2.953120936686688,2025-01-06,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 13:00:00,2.95398,2.952372522711301,2025-01-06,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 14:00:00,2.95198,2.9503758365663066,2025-01-06,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 15:00:00,2.94788,2.9462824096421225,2025-01-06,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 16:00:00,2.94493,2.9433410928328976,2025-01-06,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 17:00:00,2.94483,2.9432535705323364,2025-01-06,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 18:00:00,2.94683,2.9452766674298982,2025-01-06,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 19:00:00,2.95133,2.9498224341227144,2025-01-06,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 20:00:00,2.95448,2.9530688591320837,2025-01-06,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 21:00:00,2.95553,2.954316100787546,2025-01-06,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 22:00:00,2.95645,2.9556315705762226,2025-01-06,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-06 23:00:00,2.95768,2.9576530201307323,2025-01-06,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 00:00:00,2.9593499999999997,2.960906580131577,2025-01-07,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 01:00:00,2.95955,2.961898891288631,2025-01-07,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 02:00:00,2.95973,2.9624749793466334,2025-01-07,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 03:00:00,2.9593499999999997,2.962293415590353,2025-01-07,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 04:00:00,2.95775,2.96079381149119,2025-01-07,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 05:00:00,2.9565,2.9595943815135817,2025-01-07,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 06:00:00,2.9541999999999997,2.957321059277007,2025-01-07,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 07:00:00,2.95413,2.957263476134532,2025-01-07,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 08:00:00,2.95373,2.9568699537225553,2025-01-07,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 09:00:00,2.95523,2.958371697134272,2025-01-07,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 10:00:00,2.95545,2.958592867147234,2025-01-07,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 11:00:00,2.7633,2.766604066708745,2025-01-07,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 12:00:00,2.95928,2.962419660566542,2025-01-07,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 13:00:00,2.9616,2.964736362991644,2025-01-07,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 14:00:00,2.96143,2.9645635031833395,2025-01-07,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 15:00:00,2.96045,2.9635781740844123,2025-01-07,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 16:00:00,2.96013,2.963246070794124,2025-01-07,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 17:00:00,2.96018,2.963271250466139,2025-01-07,17,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 18:00:00,2.96138,2.9644206710664585,2025-01-07,18,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 19:00:00,2.96283,2.9657702982661154,2025-01-07,19,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 20:00:00,2.962,2.9647426698197377,2025-01-07,20,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 21:00:00,2.9651799999999997,2.967523359996325,2025-01-07,21,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 22:00:00,2.9659,2.9674494594103398,2025-01-07,22,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-07 23:00:00,2.96533,2.965293339868515,2025-01-07,23,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 00:00:00,2.9655,2.9622900041442235,2025-01-08,0,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 01:00:00,2.9649,2.9601039095706927,2025-01-08,1,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 02:00:00,2.9637,2.9581116155116156,2025-01-08,2,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 03:00:00,2.9609,2.9549173097030215,2025-01-08,3,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 04:00:00,2.9587,2.952520826350513,2025-01-08,4,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 05:00:00,2.9566,2.950323421629488,2025-01-08,5,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 06:00:00,2.9555,2.9491747611972943,2025-01-08,6,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 07:00:00,2.95555,2.9491999289980955,2025-01-08,7,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 08:00:00,2.9572800000000004,2.9509160862907637,2025-01-08,8,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 09:00:00,2.95333,2.9469631953385944,2025-01-08,9,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 10:00:00,2.95203,2.9456611862675968,2025-01-08,10,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 11:00:00,2.95148,2.9451101006846656,2025-01-08,11,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 12:00:00,2.9474,2.9410327476385705,2025-01-08,12,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 13:00:00,2.94568,2.9393138138789077,2025-01-08,13,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 14:00:00,2.946,2.939633380592331,2025-01-08,14,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 15:00:00,2.9442,2.93783484660367,2025-01-08,15,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
2025-01-08 16:00:00,2.94315,2.9367857897531295,2025-01-08,16,1,ENTSO-E,SFOE,Nuclear,Kernkraft,Nuclear,atomic
