DateTime,water_high_frequency_original_gwh,water_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind
2025-01-01 10:00:00,1.1596600000000001,1.4012509140662217,2025-01-01,10,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 11:00:00,1.17063,1.4127814245877273,2025-01-01,11,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 12:00:00,1.1632099999999999,1.406907548491112,2025-01-01,12,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 13:00:00,1.20411,1.4461070954754334,2025-01-01,13,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 14:00:00,1.31443,1.5501329140118012,2025-01-01,14,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 15:00:00,1.58613,1.8051135120117463,2025-01-01,15,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 16:00:00,1.86888,2.0702192890161513,2025-01-01,16,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 17:00:00,1.95598,2.151825748229755,2025-01-01,17,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 18:00:00,1.8801300000000003,2.0805908219054423,2025-01-01,18,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 19:00:00,1.62628,1.8425366983909675,2025-01-01,19,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 20:00:00,1.44941,1.676895038611137,2025-01-01,20,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 21:00:00,1.46528,1.6932137601243298,2025-01-01,21,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 22:00:00,1.36648,1.60656946807535,2025-01-01,22,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-01 23:00:00,1.6396600000000001,1.8806701782637418,2025-01-01,23,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 00:00:00,1.5705799999999999,2.0019585322123197,2025-01-02,0,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 01:00:00,1.39333,1.8540046506689951,2025-01-02,1,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 02:00:00,1.28035,1.7538273952527248,2025-01-02,2,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 03:00:00,1.26173,1.7374635176927864,2025-01-02,3,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 04:00:00,1.341,1.8112556003588929,2025-01-02,4,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 05:00:00,1.54388,2.000409366793697,2025-01-02,5,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 06:00:00,2.1175300000000004,2.5368320551420718,2025-01-02,6,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 07:00:00,3.69695,4.015465453744088,2025-01-02,7,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 08:00:00,4.27828,4.559270269231231,2025-01-02,8,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 09:00:00,3.1388100000000003,3.4912635086821897,2025-01-02,9,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 10:00:00,2.60623,2.9918426502267055,2025-01-02,10,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 11:00:00,1.87341,2.304937382675093,2025-01-02,11,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 12:00:00,1.91891,2.347180538171961,2025-01-02,12,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 13:00:00,2.4279100000000007,2.8236639422562413,2025-01-02,13,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 14:00:00,3.3153799999999998,3.6547309660630742,2025-01-02,14,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 15:00:00,5.11975,5.344737240897517,2025-01-02,15,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 16:00:00,6.1745,6.332606118163118,2025-01-02,16,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 17:00:00,6.33208,6.48012210763548,2025-01-02,17,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 18:00:00,5.0424299999999995,5.272035216333128,2025-01-02,18,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 19:00:00,3.18958,3.5364641864580726,2025-01-02,19,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 20:00:00,2.56101,2.947866893657367,2025-01-02,20,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 21:00:00,2.0578800000000004,2.4771572727883058,2025-01-02,21,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 22:00:00,1.84578,2.2800575382529455,2025-01-02,22,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-02 23:00:00,1.69703,2.1448475966455502,2025-01-02,23,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 00:00:00,1.4904300000000001,1.9921729205547503,2025-01-03,0,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 01:00:00,1.44441,1.953202461503528,2025-01-03,1,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 02:00:00,1.4288100000000001,1.940188722666314,2025-01-03,2,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 03:00:00,1.49443,2.0022712165508976,2025-01-03,3,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 04:00:00,1.62583,2.125596971290928,2025-01-03,4,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 05:00:00,2.2796000000000003,2.738091817061698,2025-01-03,5,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 06:00:00,4.18563,4.523542271177574,2025-01-03,6,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 07:00:00,4.807779999999999,5.1063061046994935,2025-01-03,7,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 08:00:00,4.4602,4.780662020673526,2025-01-03,8,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 09:00:00,3.7549599999999996,4.11995127327037,2025-01-03,9,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 10:00:00,3.30678,3.6999949940037564,2025-01-03,10,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 11:00:00,2.85033,3.2722476461899364,2025-01-03,11,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 12:00:00,3.0103999999999997,3.4219612864192874,2025-01-03,12,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 13:00:00,2.96288,3.3771649050175343,2025-01-03,13,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 14:00:00,3.6347799999999997,4.006205504955021,2025-01-03,14,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 15:00:00,3.8861,4.241206506103175,2025-01-03,15,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 16:00:00,4.332609999999999,4.658963978364333,2025-01-03,16,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 17:00:00,4.9166799999999995,5.205479911858781,2025-01-03,17,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 18:00:00,5.65733,5.898554333493344,2025-01-03,18,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 19:00:00,4.08428,4.424199147551091,2025-01-03,19,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 20:00:00,2.6380099999999995,3.0684852711949686,2025-01-03,20,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 21:00:00,2.72683,3.1507042926951407,2025-01-03,21,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 22:00:00,2.26565,2.7180147919729336,2025-01-03,22,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-03 23:00:00,1.89888,2.37483165073586,2025-01-03,23,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 00:00:00,1.84871,2.352404135195047,2025-01-04,0,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 01:00:00,1.95866,2.4557079974552787,2025-01-04,1,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 02:00:00,1.83341,2.3375550476589755,2025-01-04,2,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 03:00:00,1.7975800000000002,2.30280485930583,2025-01-04,3,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 04:00:00,1.82768,2.3297704126035566,2025-01-04,4,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 05:00:00,1.85895,2.3578810887908657,2025-01-04,5,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 06:00:00,2.6939100000000002,3.1388890463628156,2025-01-04,6,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 07:00:00,3.5227299999999997,3.9141935451881396,2025-01-04,7,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 08:00:00,3.52391,3.914258965372105,2025-01-04,8,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 09:00:00,2.8777799999999996,3.307992047628019,2025-01-04,9,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 10:00:00,2.9825300000000006,3.4051037473904437,2025-01-04,10,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 11:00:00,3.2717,3.6749695500261583,2025-01-04,11,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 12:00:00,3.07015,3.485164044557725,2025-01-04,12,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 13:00:00,4.04143,4.393975217285503,2025-01-04,13,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 14:00:00,4.67958,4.990730645955557,2025-01-04,14,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 15:00:00,5.7239,5.967951616806433,2025-01-04,15,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 16:00:00,6.75066,6.928717326539241,2025-01-04,16,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 17:00:00,6.442880000000001,6.639367800663114,2025-01-04,17,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 18:00:00,5.87953,6.110563002586684,2025-01-04,18,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 19:00:00,3.9303,4.283391246381031,2025-01-04,19,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 20:00:00,2.9314099999999996,3.3459027432209534,2025-01-04,20,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 21:00:00,3.0255,3.43075525364139,2025-01-04,21,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 22:00:00,2.7181,3.1354788768621056,2025-01-04,22,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-04 23:00:00,2.05516,2.496471782528716,2025-01-04,23,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 00:00:00,1.9378300000000002,2.234054597898129,2025-01-05,0,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 01:00:00,1.78921,2.077010150005118,2025-01-05,1,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 02:00:00,1.82308,2.101782557082756,2025-01-05,2,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 03:00:00,1.81365,2.090225601859082,2025-01-05,3,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 04:00:00,1.8208,2.0958714997801247,2025-01-05,4,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 05:00:00,1.9758600000000002,2.2407867917582074,2025-01-05,5,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 06:00:00,2.11268,2.36899112158546,2025-01-05,6,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 07:00:00,2.0731100000000002,2.3322253745035324,2025-01-05,7,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 08:00:00,2.15678,2.4111280015322625,2025-01-05,8,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 09:00:00,2.17151,2.425676151977273,2025-01-05,9,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 10:00:00,2.3916799999999996,2.6328963968947607,2025-01-05,10,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 11:00:00,2.11728,2.3770831008202045,2025-01-05,11,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 12:00:00,2.18303,2.440154221025746,2025-01-05,12,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 13:00:00,2.46405,2.7051480563356822,2025-01-05,13,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 14:00:00,2.5772299999999997,2.8132158502036515,2025-01-05,14,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 15:00:00,3.30813,3.500238243868815,2025-01-05,15,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 16:00:00,3.87916,4.037863208311417,2025-01-05,16,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 17:00:00,3.75345,3.9232461744017195,2025-01-05,17,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 18:00:00,3.3393300000000004,3.5389721573136668,2025-01-05,18,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 19:00:00,2.3061800000000003,2.5755070009037007,2025-01-05,19,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 20:00:00,2.14221,2.4272233019163347,2025-01-05,20,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 21:00:00,2.0483499999999997,2.3463142282407103,2025-01-05,21,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 22:00:00,2.03253,2.341861927163099,2025-01-05,22,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
2025-01-05 23:00:00,1.92843,2.2625242846229283,2025-01-05,23,1,ENTSO-E,SFOE,Water,"Flusskraft, Speicherkraft","Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",aggregate
