DateTime,river_high_frequency_original_gwh,river_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind
2023-01-02 09:00:00,0.22253,1.2968093538335967,2023-01-02,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 10:00:00,0.21508000000000002,1.2861570933068627,2023-01-02,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 11:00:00,0.21935,1.292251330527764,2023-01-02,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 12:00:00,0.21628,1.2878664195501188,2023-01-02,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 13:00:00,0.21493,1.2859427164197834,2023-01-02,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 14:00:00,0.21378,1.2843114582221982,2023-01-02,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 15:00:00,0.23215,1.310572993723834,2023-01-02,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 16:00:00,0.27053,1.3654390443051403,2023-01-02,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 17:00:00,0.25730000000000003,1.3466389433771795,2023-01-02,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 18:00:00,0.25545,1.3441892848243793,2023-01-02,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 19:00:00,0.25293,1.340975430184562,2023-01-02,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 20:00:00,0.22018000000000001,1.294969634164111,2023-01-02,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 21:00:00,0.21569999999999998,1.2901127706885385,2023-01-02,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 22:00:00,0.21865,1.2974100753588953,2023-01-02,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-02 23:00:00,0.1866,1.2578008007529133,2023-01-02,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 00:00:00,0.18443,1.2670367151563973,2023-01-03,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 01:00:00,0.1854,1.2745898224545564,2023-01-03,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 02:00:00,0.18408000000000002,1.2757882968507288,2023-01-03,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 03:00:00,0.17943,1.2706886225101377,2023-01-03,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 04:00:00,0.17995,1.2722022822117935,2023-01-03,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 05:00:00,0.18644999999999998,1.2818716694067216,2023-01-03,5,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 06:00:00,0.18797999999999998,1.284249653832786,2023-01-03,6,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 07:00:00,0.20715,1.3117263856053398,2023-01-03,7,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 08:00:00,0.20984999999999998,1.3156307733187451,2023-01-03,8,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 09:00:00,0.21643,1.3250526624728296,2023-01-03,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 10:00:00,0.19540000000000002,1.2950268121631665,2023-01-03,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 11:00:00,0.19715,1.2975307537256917,2023-01-03,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 12:00:00,0.2054,1.3093140151028348,2023-01-03,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 13:00:00,0.20615,1.31038033561308,2023-01-03,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 14:00:00,0.20148,1.303698122672157,2023-01-03,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 15:00:00,0.21693,1.3257400613649792,2023-01-03,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 16:00:00,0.25283,1.376964861358963,2023-01-03,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 17:00:00,0.25627999999999995,1.381790047971338,2023-01-03,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 18:00:00,0.24509999999999998,1.3656166620449306,2023-01-03,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 19:00:00,0.2132,1.3196438618890867,2023-01-03,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 20:00:00,0.19183,1.288300887297227,2023-01-03,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 21:00:00,0.1879,1.2810471446924094,2023-01-03,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 22:00:00,0.1885,1.2786230471283329,2023-01-03,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-03 23:00:00,0.1993,1.2874865031557774,2023-01-03,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 00:00:00,0.20453,1.2818321836682054,2023-01-04,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 01:00:00,0.19525,1.2620154238563095,2023-01-04,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 02:00:00,0.18828,1.2487791071963275,2023-01-04,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 03:00:00,0.19569999999999999,1.257736525243805,2023-01-04,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 04:00:00,0.19465000000000002,1.2554165236457533,2023-01-04,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 05:00:00,0.20495,1.269717813323115,2023-01-04,5,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 06:00:00,0.18928,1.247131246204912,2023-01-04,6,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 07:00:00,0.21635,1.2856925674174644,2023-01-04,7,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 08:00:00,0.2134,1.2814275086963367,2023-01-04,8,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 09:00:00,0.21588,1.2849434242031985,2023-01-04,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 10:00:00,0.21713,1.2867147217977593,2023-01-04,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 11:00:00,0.17687999999999998,1.2292168258591085,2023-01-04,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 12:00:00,0.17125,1.221167276964902,2023-01-04,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 13:00:00,0.1718,1.2219411783861889,2023-01-04,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 14:00:00,0.18358000000000002,1.2387456011807674,2023-01-04,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 15:00:00,0.22058000000000003,1.2915519661306265,2023-01-04,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 16:00:00,0.2273,1.3010694440479966,2023-01-04,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 17:00:00,0.22540000000000002,1.2981946173162564,2023-01-04,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 18:00:00,0.20628,1.270563597039542,2023-01-04,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 19:00:00,0.2233,1.2942293489418877,2023-01-04,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 20:00:00,0.19158,1.247636049661231,2023-01-04,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 21:00:00,0.19028,1.2432038737219666,2023-01-04,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 22:00:00,0.19375,1.243009296781931,2023-01-04,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-04 23:00:00,0.1975,1.238063878714345,2023-01-04,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 00:00:00,0.19368000000000002,1.2120047177365008,2023-01-05,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 01:00:00,0.19444999999999998,1.2028029737684451,2023-01-05,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 02:00:00,0.19128,1.1931245030157056,2023-01-05,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 03:00:00,0.1935,1.1937199368221632,2023-01-05,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 04:00:00,0.19848,1.1995451596097146,2023-01-05,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 05:00:00,0.20843,1.2131128594847633,2023-01-05,5,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 06:00:00,0.24744999999999998,1.2685230752098222,2023-01-05,6,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 07:00:00,0.25255,1.2756463746180584,2023-01-05,7,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 08:00:00,0.25473,1.2786794700055335,2023-01-05,8,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 09:00:00,0.23443,1.2496445666222726,2023-01-05,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 10:00:00,0.23758,1.254123134047513,2023-01-05,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 11:00:00,0.21168,1.2171192711200842,2023-01-05,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 12:00:00,0.20978,1.2143986783997618,2023-01-05,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 13:00:00,0.18569999999999998,1.1799991656411954,2023-01-05,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 14:00:00,0.18418,1.1778197059544016,2023-01-05,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 15:00:00,0.21434999999999998,1.2208964313249573,2023-01-05,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 16:00:00,0.2303,1.2436487011764323,2023-01-05,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 17:00:00,0.22218000000000002,1.231993248300947,2023-01-05,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 18:00:00,0.22047999999999998,1.2294500233276016,2023-01-05,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 19:00:00,0.182,1.1742590165546503,2023-01-05,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 20:00:00,0.18003,1.17098508809764,2023-01-05,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 21:00:00,0.17298,1.1599952555717952,2023-01-05,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 22:00:00,0.1689,1.1523271457546762,2023-01-05,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-05 23:00:00,0.19518000000000002,1.186181497835472,2023-01-05,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 00:00:00,0.1899,1.1712774808896844,2023-01-06,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 01:00:00,0.18963,1.1672105357290339,2023-01-06,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 02:00:00,0.18775,1.1626846807781606,2023-01-06,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 03:00:00,0.1895,1.1642638668329162,2023-01-06,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 04:00:00,0.19072999999999998,1.1655604922097988,2023-01-06,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 05:00:00,0.19328,1.168972533979506,2023-01-06,5,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 06:00:00,0.19798,1.17557042065946,2023-01-06,6,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 07:00:00,0.24087999999999998,1.236786719819813,2023-01-06,7,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 08:00:00,0.23655,1.2305731490608842,2023-01-06,8,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 09:00:00,0.22158,1.2091765908679124,2023-01-06,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 10:00:00,0.21993000000000001,1.206811579613784,2023-01-06,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 11:00:00,0.18885,1.1624142388746952,2023-01-06,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 12:00:00,0.18818000000000001,1.1614509604315666,2023-01-06,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 13:00:00,0.16615,1.1299756254699822,2023-01-06,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 14:00:00,0.16743,1.1317853102853317,2023-01-06,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 15:00:00,0.22538,1.2145187500096624,2023-01-06,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 16:00:00,0.22963,1.22051655565191,2023-01-06,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 17:00:00,0.22705,1.2166867996527597,2023-01-06,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 18:00:00,0.22619999999999998,1.2151833339434148,2023-01-06,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 19:00:00,0.18715,1.1588295347133246,2023-01-06,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 20:00:00,0.16018000000000002,1.1191508061868332,2023-01-06,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 21:00:00,0.16119999999999998,1.1182925877875198,2023-01-06,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 22:00:00,0.18935,1.153869002802513,2023-01-06,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-06 23:00:00,0.18503,1.1384384437494544,2023-01-06,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 00:00:00,0.17685,1.1082343437891249,2023-01-07,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 01:00:00,0.17443,1.0955175510812865,2023-01-07,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 02:00:00,0.17093,1.0858883546009208,2023-01-07,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 03:00:00,0.18188,1.0992131361285447,2023-01-07,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 04:00:00,0.18053,1.0961274009437698,2023-01-07,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 05:00:00,0.18209999999999998,1.0977910694998678,2023-01-07,5,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 06:00:00,0.1864,1.1036433860563588,2023-01-07,6,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 07:00:00,0.183,1.0986425269088287,2023-01-07,7,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 08:00:00,0.18253,1.0978989701024462,2023-01-07,8,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 09:00:00,0.18195,1.0970345628730223,2023-01-07,9,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 10:00:00,0.17995,1.0941602382018452,2023-01-07,10,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 11:00:00,0.18493,1.1012648298293994,2023-01-07,11,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 12:00:00,0.18198,1.0970482578541785,2023-01-07,12,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 13:00:00,0.18108000000000002,1.0957633836344667,2023-01-07,13,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 14:00:00,0.18223,1.0974105039151136,2023-01-07,14,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 15:00:00,0.18109999999999998,1.095807379820152,2023-01-07,15,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 16:00:00,0.18218,1.0973724929366273,2023-01-07,16,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 17:00:00,0.18180000000000002,1.096875267537642,2023-01-07,17,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 18:00:00,0.18309999999999998,1.0988233214485263,2023-01-07,18,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 19:00:00,0.18008000000000002,1.0946925035496264,2023-01-07,19,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 20:00:00,0.17513,1.0879877649656087,2023-01-07,20,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 21:00:00,0.1732,1.085961845007106,2023-01-07,21,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 22:00:00,0.173,1.087137587022025,2023-01-07,22,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-07 23:00:00,0.17275,1.0897033222935892,2023-01-07,23,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-08 00:00:00,0.17333,1.0963773573997593,2023-01-08,0,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-08 01:00:00,0.17185,1.097186296507399,2023-01-08,1,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-08 02:00:00,0.17138,1.0979764224735018,2023-01-08,2,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-08 03:00:00,0.17273,1.1006353691214932,2023-01-08,3,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
2023-01-08 04:00:00,0.17143,1.0991440193698971,2023-01-08,4,1,ENTSO-E,SFOE,River,Flusskraft,Hydro Run-of-river and poundage,atomic
